,index,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,ministries,id,id_nlp_help,id_nlp,2012 id,2012 Zweckbestimmung,Ist 2012,2013 id,2013 Zweckbestimmung,Ist 2013,2014 id,2014 Zweckbestimmung,Ist 2014,2015 id,2015 Zweckbestimmung,Ist 2015,2016 id,2016 Zweckbestimmung,Ist 2016,2017 id,2017 Zweckbestimmung,Ist 2017,2018 id,2018 Zweckbestimmung,Ist 2018,2019 id,2019 Zweckbestimmung,Ist 2019,2020 id,2020 Zweckbestimmung,Ist 2020,2021 id,2021 Zweckbestimmung,Ist 2021,2022 id,2022 Zweckbestimmung,Ist 2022,Mapper
10,2588,11,1,63613,6318377623.75,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,Bundesministerium für Arbeit und Soziales,110163613,Bundesministerium für Arbeit und Soziales nulleins sechsdreisechseinsdrei ,Bundesministerium für Arbeit und Soziales nulleins sechsdreisechseinsdrei  Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,111263613,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,4209092656.72,111263613,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,4495355163.04,110163613,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,4696056449.99,110163613,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,4809520646.89,110163613,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,5130855682.36,110163613,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,5347506706.84,110163613,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,5584736641.07,110163613,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,5767823907.61,110163613,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,5811953101.43,110163613,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,5856834791.19,110163613,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,6007084034.65,nlp
11,2923,12,1,89111,5943542745.86,"Investitionen der ""Die Autobahn GmbH des Bundes""",Bundesministerium für Digitales und Verkehr,120189111,Bundesministerium für Digitales und Verkehr nulleins achtneuneinseinseins ,"Bundesministerium für Digitales und Verkehr nulleins achtneuneinseinseins  Investitionen der ""Die Autobahn GmbH des Bundes""",121052111,"Investitionen der ""Die Autobahn GmbH des Bundes""",490255230.9,120974111,"Investitionen der ""Die Autobahn GmbH des Bundes""",494455058.09,121052111,"Investitionen der ""Die Autobahn GmbH des Bundes""",528149558.32,121052111,"Investitionen der ""Die Autobahn GmbH des Bundes""",586525482.23,120152111,"Investitionen der ""Die Autobahn GmbH des Bundes""",595661693.39,120152111,"Investitionen der ""Die Autobahn GmbH des Bundes""",607015988.4,120152111,"Investitionen der ""Die Autobahn GmbH des Bundes""",650586447.34,120152111,"Investitionen der ""Die Autobahn GmbH des Bundes""",661956149.38,120152111,"Investitionen der ""Die Autobahn GmbH des Bundes""",728645987.71,120189111,"Investitionen der ""Die Autobahn GmbH des Bundes""",4881468107.89,120189111,"Investitionen der ""Die Autobahn GmbH des Bundes""",5306534692.07,nlp
12,2972,12,2,89111,5364604000.0,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,Bundesministerium für Digitales und Verkehr,120289111,Bundesministerium für Digitales und Verkehr nullzwei achtneuneinseinseins ,Bundesministerium für Digitales und Verkehr nullzwei achtneuneinseinseins  Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,122289111,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,2500000000.0,122289111,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,2750000000.0,122289111,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,2750000000.0,122289111,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,3350000000.0,120289111,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,3653000000.0,120289111,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,3675000000.0,120289111,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,3950000000.0,120289111,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,4150000000.0,120289111,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,5292500000.0,120289111,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,5292500000.0,120289111,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,5307500000.0,nlp
13,3270,12,16,63401,5218166000.0,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,Bundesministerium für Digitales und Verkehr,121663401,Bundesministerium für Digitales und Verkehr einssechs sechsdreiviernulleins ,Bundesministerium für Digitales und Verkehr einssechs sechsdreiviernulleins  Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,122263401,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,5104600000.0,122263401,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,5239800000.0,122263401,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,5279100000.0,122263401,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,5253800000.0,121663401,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,5231100000.0,121663401,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,5249000000.0,121663401,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,5281443000.0,121663401,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,5162140000.0,121663401,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,5163735000.0,121663401,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,5055630000.0,121663401,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,5045810000.0,nlp
14,2604,11,2,63616,4948454325.56,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,Bundesministerium für Arbeit und Soziales,110263616,Bundesministerium für Arbeit und Soziales nullzwei sechsdreisechseinssechs ,Bundesministerium für Arbeit und Soziales nullzwei sechsdreisechseinssechs  Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,111363626,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,5546282741.76,111363626,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,5430756762.72,110263616,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,5278586288.22,110263616,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,5265531726.45,110263616,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,5265135288.57,110263616,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,5226767073.03,110263616,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,5276260311.49,110263616,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,5256480408.8,110263616,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,5223284943.16,110263616,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,5097760904.62,110263616,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,5175194904.72,nlp
15,2590,11,1,68511,3814147386.72,Leistungen zur Eingliederung in Arbeit,Bundesministerium für Arbeit und Soziales,110168511,Bundesministerium für Arbeit und Soziales nulleins sechsachtfünfeinseins ,Bundesministerium für Arbeit und Soziales nulleins sechsachtfünfeinseins  Leistungen zur Eingliederung in Arbeit,111268511,Leistungen zur Eingliederung in Arbeit,3751175344.57,111268511,Leistungen zur Eingliederung in Arbeit,3534047002.1,110168511,Leistungen zur Eingliederung in Arbeit,3419737041.98,110168511,Leistungen zur Eingliederung in Arbeit,3234392462.03,110168511,Leistungen zur Eingliederung in Arbeit,3368090025.82,110168511,Leistungen zur Eingliederung in Arbeit,3659047740.17,110168511,Leistungen zur Eingliederung in Arbeit,3380096013.64,110168511,Leistungen zur Eingliederung in Arbeit,3896307262.93,110168511,Leistungen zur Eingliederung in Arbeit,3998445237.01,110168511,Leistungen zur Eingliederung in Arbeit,4040692188.82,110168511,Leistungen zur Eingliederung in Arbeit,3986475062.42,nlp
16,3629,14,3,43353,3545180230.18,Versorgungsbezüge,Bundesministerium der Verteidigung,140343353,Bundesministerium der Verteidigung nulldrei vierdreidreifünfdrei ,Bundesministerium der Verteidigung nulldrei vierdreidreifünfdrei  Versorgungsbezüge,146843353,Versorgungsbezüge,2714969755.79,146843353,Versorgungsbezüge,2803949060.54,146843353,Versorgungsbezüge,2917919272.2,146843353,Versorgungsbezüge,3020918954.74,140343353,Versorgungsbezüge,3098249088.9,140343353,Versorgungsbezüge,3160207855.92,140343353,Versorgungsbezüge,3247622855.01,140343353,Versorgungsbezüge,3321883080.48,140343353,Versorgungsbezüge,3344489135.02,140343353,Versorgungsbezüge,3343588862.05,140343353,Versorgungsbezüge,3420503666.14,nlp
17,2602,11,2,63612,3542804000.0,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,Bundesministerium für Arbeit und Soziales,110263612,Bundesministerium für Arbeit und Soziales nullzwei sechsdreisechseinszwei ,Bundesministerium für Arbeit und Soziales nullzwei sechsdreisechseinszwei  Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,111363622,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,2908908552.21,111363622,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,2953415604.63,110263612,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,3014052920.04,110263612,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,3077976895.94,110263612,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,3173388106.48,110263612,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,3281990117.27,110263612,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,3336103003.77,110263612,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,3412251690.9,110263612,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,3477070763.82,110263612,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,3463915000.0,110263612,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,3469525000.0,nlp
18,3704,14,6,55311,2952729182.95,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",Bundesministerium der Verteidigung,140655311,Bundesministerium der Verteidigung nullsechs fünffünfdreieinseins ,"Bundesministerium der Verteidigung nullsechs fünffünfdreieinseins  Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",140955311,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",1234553703.54,140955311,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",1293832848.4,140955311,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",1374819216.77,140955311,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",1534034688.4,140655311,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",1695502498.2,140655311,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",1879785178.18,140655311,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",2012870247.4,140655311,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",2148429465.45,140655311,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",2301170981.33,140655311,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",2712929198.53,140655311,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",2892868129.36,nlp
19,3744,14,8,51802,2846770269.25,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium der Verteidigung,140851802,Bundesministerium der Verteidigung nullacht fünfeinsachtnullzwei ,Bundesministerium der Verteidigung nullacht fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,141251802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,1923802347.41,141251802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2609851742.27,141251802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2602082003.51,141251802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2556222016.42,140851802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2536593108.68,140851802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2529486070.84,140851802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2577685417.77,140851802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2591668979.19,140851802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2623375554.22,140851802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2703771223.97,140851802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2754523882.32,nlp
20,531,5,1,68732,2685092753.12,Humanitäre Hilfsmaßnahmen im Ausland,Auswärtiges Amt,50168732,Auswärtiges Amt nulleins sechsachtsiebendreizwei ,Auswärtiges Amt nulleins sechsachtsiebendreizwei  Humanitäre Hilfsmaßnahmen im Ausland,50268772,Humanitäre Hilfsmaßnahmen im Ausland,158331956.46,50268772,Humanitäre Hilfsmaßnahmen im Ausland,335161092.36,50168732,Humanitäre Hilfsmaßnahmen im Ausland,411982155.0,50168732,Humanitäre Hilfsmaßnahmen im Ausland,488638622.65,50168732,Humanitäre Hilfsmaßnahmen im Ausland,1284190417.42,50168732,Humanitäre Hilfsmaßnahmen im Ausland,1725991144.85,50168732,Humanitäre Hilfsmaßnahmen im Ausland,1504871431.52,50168732,Humanitäre Hilfsmaßnahmen im Ausland,1581351132.13,50168732,Humanitäre Hilfsmaßnahmen im Ausland,2089167429.95,50168732,Humanitäre Hilfsmaßnahmen im Ausland,2565031662.51,50168732,Humanitäre Hilfsmaßnahmen im Ausland,3138838141.74,nlp
21,2240,10,1,63601,2406144953.24,Zuschüsse zur Alterssicherung der Landwirte,Bundesministerium für Ernährung und Landwirtschaft,100163601,Bundesministerium für Ernährung und Landwirtschaft nulleins sechsdreisechsnulleins ,Bundesministerium für Ernährung und Landwirtschaft nulleins sechsdreisechsnulleins  Zuschüsse zur Alterssicherung der Landwirte,100263651,Zuschüsse zur Alterssicherung der Landwirte,2194217695.08,100163601,Zuschüsse zur Alterssicherung der Landwirte,2195899125.72,100163601,Zuschüsse zur Alterssicherung der Landwirte,2174527991.97,100163601,Zuschüsse zur Alterssicherung der Landwirte,2168524566.1,100163601,Zuschüsse zur Alterssicherung der Landwirte,2221317921.41,100163601,Zuschüsse zur Alterssicherung der Landwirte,2251756430.01,100163601,Zuschüsse zur Alterssicherung der Landwirte,2260435034.53,100163601,Zuschüsse zur Alterssicherung der Landwirte,2359227665.51,100163601,Zuschüsse zur Alterssicherung der Landwirte,2334713537.85,100163601,Zuschüsse zur Alterssicherung der Landwirte,2323537621.96,100163601,Zuschüsse zur Alterssicherung der Landwirte,2290304248.28,nlp
22,3846,14,13,42801,2354934802.39,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium der Verteidigung,141342801,Bundesministerium der Verteidigung einsdrei vierzweiachtnulleins ,Bundesministerium der Verteidigung einsdrei vierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,140442801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2683181795.55,140442801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2677401739.84,140442801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2658673012.45,140442801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2595281937.06,141342801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2481532891.11,141342801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2443625829.85,141342801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2427155554.72,141342801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2398861217.82,141342801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2376923572.78,141342801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2337985768.86,141342801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2305128540.67,nlp
23,1751,8,13,42201,1925551706.27,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium der Finanzen,81342201,Bundesministerium der Finanzen einsdrei vierzweizweinulleins ,Bundesministerium der Finanzen einsdrei vierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,80142201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,80101962.19,81342201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1244363594.43,81342201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1300305355.97,81342201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1364356228.9,81342201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1409653581.8,81342201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1446148062.29,81342201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1500803238.8,81342201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1569983206.91,81342201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1640767048.11,81342201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1726305305.39,81342201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1775968904.06,nlp
24,4743,23,1,89603,1876017320.04,Bilaterale Technische Zusammenarbeit,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230189603,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins achtneunsechsnulldrei ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins achtneunsechsnulldrei  Bilaterale Technische Zusammenarbeit,230289603,Bilaterale Technische Zusammenarbeit,1315979663.24,230289603,Bilaterale Technische Zusammenarbeit,1123317711.46,230189603,Bilaterale Technische Zusammenarbeit,1245350550.91,230189603,Bilaterale Technische Zusammenarbeit,1152496351.81,230189603,Bilaterale Technische Zusammenarbeit,1155153492.29,230189603,Bilaterale Technische Zusammenarbeit,1253668146.37,230189603,Bilaterale Technische Zusammenarbeit,1505131753.61,230189603,Bilaterale Technische Zusammenarbeit,1534367649.97,230189603,Bilaterale Technische Zusammenarbeit,1526998818.28,230189603,Bilaterale Technische Zusammenarbeit,1756614159.5,230189603,Bilaterale Technische Zusammenarbeit,1963763803.83,nlp
25,4432,17,1,68113,1864338116.22,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,"Bundesministerium für Familie, Senioren, Frauen und Jugend",170168113,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulleins sechsachteinseinsdrei ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulleins sechsachteinseinsdrei  Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz",171068113,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,371501625.67,171068113,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,352038702.7,170168113,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,323803002.22,170168113,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,283322497.3,170168113,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,306394474.63,170168113,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,396788541.45,170168113,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,382706339.03,170168113,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,431492957.88,170168113,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,1001146508.49,170168113,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,1262641907.34,170168113,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,1280513416.82,nlp
26,3834,14,13,53201,1627952000.0,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium der Verteidigung,141353201,Bundesministerium der Verteidigung einsdrei fünfdreizweinulleins ,Bundesministerium der Verteidigung einsdrei fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,142254501,Aufträge und Dienstleistungen im Bereich Informationstechnik,300128.3,142254501,Aufträge und Dienstleistungen im Bereich Informationstechnik,222348.48,142254501,Aufträge und Dienstleistungen im Bereich Informationstechnik,281410.88,142254501,Aufträge und Dienstleistungen im Bereich Informationstechnik,530389.6,141367102,Aufträge und Dienstleistungen im Bereich Informationstechnik,1370266.36,141367102,Aufträge und Dienstleistungen im Bereich Informationstechnik,1314627.89,141367102,Aufträge und Dienstleistungen im Bereich Informationstechnik,1501759.35,141353201,Aufträge und Dienstleistungen im Bereich Informationstechnik,941326054.7,141353201,Aufträge und Dienstleistungen im Bereich Informationstechnik,1049483340.33,141353201,Aufträge und Dienstleistungen im Bereich Informationstechnik,1230795886.8,141353201,Aufträge und Dienstleistungen im Bereich Informationstechnik,1502648374.7,nlp
27,3842,14,13,42201,1549255391.98,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium der Verteidigung,141342201,Bundesministerium der Verteidigung einsdrei vierzweizweinulleins ,Bundesministerium der Verteidigung einsdrei vierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,140142201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,74292314.76,140142201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,64958110.91,140142201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,65292624.44,140142201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,62483583.03,141342201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1068427382.55,141342201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1112795272.87,141342201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1165798563.95,141342201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1235668982.8,141342201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1315107632.09,141342201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1372656626.58,141342201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1453448097.57,nlp
28,2912,12,1,74142,1506710539.02,Erhaltung (Bundesstraßen),Bundesministerium für Digitales und Verkehr,120174142,Bundesministerium für Digitales und Verkehr nulleins siebenviereinsvierzwei ,Bundesministerium für Digitales und Verkehr nulleins siebenviereinsvierzwei  Erhaltung (Bundesstraßen),121074142,Erhaltung (Bundesstraßen),569591733.42,121074142,Erhaltung (Bundesstraßen),544088481.28,121074142,Erhaltung (Bundesstraßen),751583506.92,121074142,Erhaltung (Bundesstraßen),867663508.11,120174142,Erhaltung (Bundesstraßen),1248450969.08,120174142,Erhaltung (Bundesstraßen),1359933051.98,120174142,Erhaltung (Bundesstraßen),1353928364.69,120174142,Erhaltung (Bundesstraßen),1292129651.9,120174142,Erhaltung (Bundesstraßen),1169550580.89,120174142,Erhaltung (Bundesstraßen),1252900653.5,120174142,Erhaltung (Bundesstraßen),1330448673.77,nlp
29,2243,10,1,63604,1467666000.0,Zuschüsse zur Krankenversicherung der Landwirte,Bundesministerium für Ernährung und Landwirtschaft,100163604,Bundesministerium für Ernährung und Landwirtschaft nulleins sechsdreisechsnullvier ,Bundesministerium für Ernährung und Landwirtschaft nulleins sechsdreisechsnullvier  Zuschüsse zur Krankenversicherung der Landwirte,100263655,Zuschüsse zur Krankenversicherung der Landwirte,1225748058.32,100163604,Zuschüsse zur Krankenversicherung der Landwirte,1252574288.16,100163604,Zuschüsse zur Krankenversicherung der Landwirte,1357027000.0,100163604,Zuschüsse zur Krankenversicherung der Landwirte,1371130000.0,100163604,Zuschüsse zur Krankenversicherung der Landwirte,1351062000.0,100163604,Zuschüsse zur Krankenversicherung der Landwirte,1330846000.0,100163604,Zuschüsse zur Krankenversicherung der Landwirte,1368026000.0,100163604,Zuschüsse zur Krankenversicherung der Landwirte,1406980000.0,100163604,Zuschüsse zur Krankenversicherung der Landwirte,1384255000.0,100163604,Zuschüsse zur Krankenversicherung der Landwirte,1386715000.0,100163604,Zuschüsse zur Krankenversicherung der Landwirte,1366748000.0,nlp
