,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,ministries,id,id_nlp_help,id_nlp
5063,17,3,18203,8997.63,Tilgung von Darlehen zur Förderung von gesellschaftspolitischen Maßnahmen für die ältere Generation und sonstigen Darlehen,"Bundesministerium für Familie, Senioren, Frauen und Jugend",182031703,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulldreieinsachtzweinulldrei ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulldreieinsachtzweinulldrei  Tilgung von Darlehen zur Förderung von gesellschaftspolitischen Maßnahmen für die ältere Generation und sonstigen Darlehen"
5064,6,14,68409,8839.95,"Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs",Bundesministerium des Innern und für Heimat,684090614,Bundesministerium des Innern und für Heimat einsviersechsachtviernullneun ,"Bundesministerium des Innern und für Heimat einsviersechsachtviernullneun  Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs"
5065,20,11,52901,8679.95,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,Bundesrechnungshof,529012011,Bundesrechnungshof einseinsfünfzweineunnulleins ,Bundesrechnungshof einseinsfünfzweineunnulleins  Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen
5066,7,15,11999,8609.99,Vermischte Einnahmen,Bundesministerium der Justiz,119990715,Bundesministerium der Justiz einsfünfeinseinsneunneunneun ,Bundesministerium der Justiz einsfünfeinseinsneunneunneun  Vermischte Einnahmen
5067,25,14,81221,8537.83,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",812212514,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einsvierachteinszweizweieins ","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einsvierachteinszweizweieins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)"
5068,6,19,38101,8525.82,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium des Innern und für Heimat,381010619,Bundesministerium des Innern und für Heimat einsneundreiachteinsnulleins ,Bundesministerium des Innern und für Heimat einsneundreiachteinsnulleins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen
5069,3,12,45301,8395.2,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesrat,453010312,Bundesrat einszweivierfünfdreinulleins ,"Bundesrat einszweivierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen"
5070,4,54,81202,8367.99,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundeskanzler und Bundeskanzleramt,812020454,Bundeskanzler und Bundeskanzleramt fünfvierachteinszweinullzwei ,"Bundeskanzler und Bundeskanzleramt fünfvierachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik"
5071,5,11,68409,8245.51,"Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs",Auswärtiges Amt,684090511,Auswärtiges Amt einseinssechsachtviernullneun ,"Auswärtiges Amt einseinssechsachtviernullneun  Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs"
5073,22,11,54201,8120.7,Öffentlichkeitsarbeit,Unabhängiger Kontrollrat,542012211,Unabhängiger Kontrollrat einseinsfünfvierzweinulleins ,Unabhängiger Kontrollrat einseinsfünfvierzweinulleins  Öffentlichkeitsarbeit
5074,12,19,26101,8014.36,Erstattung von Reisekosten und sonstigen Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,261011219,Bundesministerium für Digitales und Verkehr einsneunzweisechseinsnulleins ,Bundesministerium für Digitales und Verkehr einsneunzweisechseinsnulleins  Erstattung von Reisekosten und sonstigen Verwaltungsausgaben
5075,16,16,68709,7800.0,Mitgliedsbeiträge und sonstige Zuschüsse für laufende Zwecke im Ausland geringeren Umfangs,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",687091616,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechssechsachtsiebennullneun ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechssechsachtsiebennullneun  Mitgliedsbeiträge und sonstige Zuschüsse für laufende Zwecke im Ausland geringeren Umfangs"
5076,10,13,68409,7678.02,"Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs",Bundesministerium für Ernährung und Landwirtschaft,684091013,Bundesministerium für Ernährung und Landwirtschaft einsdreisechsachtviernullneun ,"Bundesministerium für Ernährung und Landwirtschaft einsdreisechsachtviernullneun  Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs"
5077,1,13,42709,7674.24,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundespräsident und Bundespräsidialamt,427090113,Bundespräsident und Bundespräsidialamt einsdreivierzweisiebennullneun ,"Bundespräsident und Bundespräsidialamt einsdreivierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
5078,12,10,68261,7629.37,Verwaltungsausgaben Projektträger,Bundesministerium für Digitales und Verkehr,682611210,Bundesministerium für Digitales und Verkehr einsnullsechsachtzweisechseins ,Bundesministerium für Digitales und Verkehr einsnullsechsachtzweisechseins  Verwaltungsausgaben Projektträger
5079,9,14,45301,7567.28,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium für Wirtschaft und Klimaschutz,453010914,Bundesministerium für Wirtschaft und Klimaschutz einsviervierfünfdreinulleins ,"Bundesministerium für Wirtschaft und Klimaschutz einsviervierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen"
5080,6,14,98101,7500.0,Leistungen an Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium des Innern und für Heimat,981010614,Bundesministerium des Innern und für Heimat einsvierneunachteinsnulleins ,Bundesministerium des Innern und für Heimat einsvierneunachteinsnulleins  Leistungen an Bundesbehörden zur Durchführung von Aufträgen
5081,16,12,68409,7487.76,"Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",684091612,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einszweisechsachtviernullneun ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einszweisechsachtviernullneun  Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs"
5082,10,17,45301,7478.5,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium für Ernährung und Landwirtschaft,453011017,Bundesministerium für Ernährung und Landwirtschaft einssiebenvierfünfdreinulleins ,"Bundesministerium für Ernährung und Landwirtschaft einssiebenvierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen"
5083,8,2,88302,7374.0,Erschließungsbeiträge,Bundesministerium der Finanzen,883020802,Bundesministerium der Finanzen nullzweiachtachtdreinullzwei ,Bundesministerium der Finanzen nullzweiachtachtdreinullzwei  Erschließungsbeiträge
5084,20,12,12401,7297.32,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Bundesrechnungshof,124012012,Bundesrechnungshof einszweieinszweiviernulleins ,"Bundesrechnungshof einszweieinszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung"
5086,12,22,51801,7177.5,Mieten und Pachten,Bundesministerium für Digitales und Verkehr,518011222,Bundesministerium für Digitales und Verkehr zweizweifünfeinsachtnulleins ,Bundesministerium für Digitales und Verkehr zweizweifünfeinsachtnulleins  Mieten und Pachten
5087,16,13,38103,6935.0,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",381031613,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreidreiachteinsnulldrei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreidreiachteinsnulldrei  Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7"
5088,16,16,71101,6906.28,"Kleine Neu-, Um- und Erweiterungsbauten","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",711011616,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechssiebeneinseinsnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechssiebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten"
5089,6,28,63201,6905.85,Auslandseinsätze im Rahmen des Gemeinschaftsverfahrens für Katastrophenschutz auf europäischer Ebene und im besonderen Interesse des Bundes,Bundesministerium des Innern und für Heimat,632010628,Bundesministerium des Innern und für Heimat zweiachtsechsdreizweinulleins ,Bundesministerium des Innern und für Heimat zweiachtsechsdreizweinulleins  Auslandseinsätze im Rahmen des Gemeinschaftsverfahrens für Katastrophenschutz auf europäischer Ebene und im besonderen Interesse des Bundes
5090,19,12,11901,6867.31,Einnahmen aus Veröffentlichungen,Bundesverfassungsgericht,119011912,Bundesverfassungsgericht einszweieinseinsneunnulleins ,Bundesverfassungsgericht einszweieinseinsneunnulleins  Einnahmen aus Veröffentlichungen
5091,8,15,12401,6855.96,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Bundesministerium der Finanzen,124010815,Bundesministerium der Finanzen einsfünfeinszweiviernulleins ,"Bundesministerium der Finanzen einsfünfeinszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung"
5092,8,1,68712,6835.44,Beihilfen an Vertriebene im Ausland,Bundesministerium der Finanzen,687120801,Bundesministerium der Finanzen nulleinssechsachtsiebeneinszwei ,Bundesministerium der Finanzen nulleinssechsachtsiebeneinszwei  Beihilfen an Vertriebene im Ausland
5093,1,12,13201,6813.36,Erlöse aus der Veräußerung von beweglichen Sachen,Bundespräsident und Bundespräsidialamt,132010112,Bundespräsident und Bundespräsidialamt einszweieinsdreizweinulleins ,Bundespräsident und Bundespräsidialamt einszweieinsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen
5094,9,16,81252,6763.69,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Wirtschaft und Klimaschutz,812520916,Bundesministerium für Wirtschaft und Klimaschutz einssechsachteinszweifünfzwei ,"Bundesministerium für Wirtschaft und Klimaschutz einssechsachteinszweifünfzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik"
5095,7,15,68709,6718.0,Mitgliedsbeiträge und sonstige Zuschüsse für laufende Zwecke im Ausland geringeren Umfangs,Bundesministerium der Justiz,687090715,Bundesministerium der Justiz einsfünfsechsachtsiebennullneun ,Bundesministerium der Justiz einsfünfsechsachtsiebennullneun  Mitgliedsbeiträge und sonstige Zuschüsse für laufende Zwecke im Ausland geringeren Umfangs
5096,12,21,81221,6688.7,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Digitales und Verkehr,812211221,Bundesministerium für Digitales und Verkehr zweieinsachteinszweizweieins ,"Bundesministerium für Digitales und Verkehr zweieinsachteinszweizweieins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)"
5097,12,19,52521,6684.95,Aus- und Fortbildung,Bundesministerium für Digitales und Verkehr,525211219,Bundesministerium für Digitales und Verkehr einsneunfünfzweifünfzweieins ,Bundesministerium für Digitales und Verkehr einsneunfünfzweifünfzweieins  Aus- und Fortbildung
5098,12,22,54501,6601.45,"Konferenzen, Tagungen, Messen und Ausstellungen",Bundesministerium für Digitales und Verkehr,545011222,Bundesministerium für Digitales und Verkehr zweizweifünfvierfünfnulleins ,"Bundesministerium für Digitales und Verkehr zweizweifünfvierfünfnulleins  Konferenzen, Tagungen, Messen und Ausstellungen"
5099,11,13,41241,6519.53,Aufwandsentschädigungen für den Vorsitzenden und die Mitglieder der Mindestlohnkommission,Bundesministerium für Arbeit und Soziales,412411113,Bundesministerium für Arbeit und Soziales einsdreiviereinszweiviereins ,Bundesministerium für Arbeit und Soziales einsdreiviereinszweiviereins  Aufwandsentschädigungen für den Vorsitzenden und die Mitglieder der Mindestlohnkommission
5100,4,12,11101,6513.13,"Gebühren, sonstige Entgelte",Bundeskanzler und Bundeskanzleramt,111010412,Bundeskanzler und Bundeskanzleramt einszweieinseinseinsnulleins ,"Bundeskanzler und Bundeskanzleramt einszweieinseinseinsnulleins  Gebühren, sonstige Entgelte"
5101,11,15,98103,6428.23,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Arbeit und Soziales,981031115,Bundesministerium für Arbeit und Soziales einsfünfneunachteinsnulldrei ,Bundesministerium für Arbeit und Soziales einsfünfneunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7
5102,11,16,81201,6425.94,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Arbeit und Soziales,812011116,Bundesministerium für Arbeit und Soziales einssechsachteinszweinulleins ,"Bundesministerium für Arbeit und Soziales einssechsachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)"
5103,14,8,15301,6275.39,Zinseinnahmen aus Darlehen an Gemeinden und Gemeindeverbände,Bundesministerium der Verteidigung,153011408,Bundesministerium der Verteidigung nullachteinsfünfdreinulleins ,Bundesministerium der Verteidigung nullachteinsfünfdreinulleins  Zinseinnahmen aus Darlehen an Gemeinden und Gemeindeverbände
5104,15,12,81201,6225.96,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Gesundheit,812011512,Bundesministerium für Gesundheit einszweiachteinszweinulleins ,"Bundesministerium für Gesundheit einszweiachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)"
5105,3,11,52601,6191.73,Gerichts- und ähnliche Kosten,Bundesrat,526010311,Bundesrat einseinsfünfzweisechsnulleins ,Bundesrat einseinsfünfzweisechsnulleins  Gerichts- und ähnliche Kosten
5106,7,14,81201,6191.59,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium der Justiz,812010714,Bundesministerium der Justiz einsvierachteinszweinulleins ,"Bundesministerium der Justiz einsvierachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)"
5107,11,12,51411,6156.75,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium für Arbeit und Soziales,514111112,Bundesministerium für Arbeit und Soziales einszweifünfeinsviereinseins ,"Bundesministerium für Arbeit und Soziales einszweifünfeinsviereinseins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl."
5108,12,19,51121,6154.95,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Digitales und Verkehr,511211219,Bundesministerium für Digitales und Verkehr einsneunfünfeinseinszweieins ,"Bundesministerium für Digitales und Verkehr einsneunfünfeinseinszweieins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung"
5109,7,15,98103,6149.93,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium der Justiz,981030715,Bundesministerium der Justiz einsfünfneunachteinsnulldrei ,Bundesministerium der Justiz einsfünfneunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7
5110,7,12,38103,6140.4,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Bundesministerium der Justiz,381030712,Bundesministerium der Justiz einszweidreiachteinsnulldrei ,Bundesministerium der Justiz einszweidreiachteinsnulldrei  Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7
5111,17,11,44357,6078.0,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,"Bundesministerium für Familie, Senioren, Frauen und Jugend",443571711,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsviervierdreifünfsieben ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsviervierdreifünfsieben  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften"
5112,16,11,44357,6056.74,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",443571611,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einseinsviervierdreifünfsieben ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einseinsviervierdreifünfsieben  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften"
5113,5,13,12401,6040.0,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Auswärtiges Amt,124010513,Auswärtiges Amt einsdreieinszweiviernulleins ,"Auswärtiges Amt einsdreieinszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung"
5114,8,12,11101,6008.75,"Gebühren, sonstige Entgelte",Bundesministerium der Finanzen,111010812,Bundesministerium der Finanzen einszweieinseinseinsnulleins ,"Bundesministerium der Finanzen einszweieinseinseinsnulleins  Gebühren, sonstige Entgelte"
5115,12,13,63209,6000.0,Erstattungen des Bundes für Verwaltungsleistungen der Länder geringeren Umfangs,Bundesministerium für Digitales und Verkehr,632091213,Bundesministerium für Digitales und Verkehr einsdreisechsdreizweinullneun ,Bundesministerium für Digitales und Verkehr einsdreisechsdreizweinullneun  Erstattungen des Bundes für Verwaltungsleistungen der Länder geringeren Umfangs
5116,15,15,45919,5999.7,Vermischte Personalausgaben,Bundesministerium für Gesundheit,459191515,Bundesministerium für Gesundheit einsfünfvierfünfneuneinsneun ,Bundesministerium für Gesundheit einsfünfvierfünfneuneinsneun  Vermischte Personalausgaben
5117,6,33,11201,5986.4,"Geldstrafen, Geldbußen und Gerichtskosten",Bundesministerium des Innern und für Heimat,112010633,Bundesministerium des Innern und für Heimat dreidreieinseinszweinulleins ,"Bundesministerium des Innern und für Heimat dreidreieinseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten"
5118,12,21,63413,5984.86,Zuweisungen an den Versorgungsfonds,Bundesministerium für Digitales und Verkehr,634131221,Bundesministerium für Digitales und Verkehr zweieinssechsdreiviereinsdrei ,Bundesministerium für Digitales und Verkehr zweieinssechsdreiviereinsdrei  Zuweisungen an den Versorgungsfonds
5119,4,15,54501,5979.37,"Konferenzen, Tagungen, Messen und Ausstellungen",Bundeskanzler und Bundeskanzleramt,545010415,Bundeskanzler und Bundeskanzleramt einsfünffünfvierfünfnulleins ,"Bundeskanzler und Bundeskanzleramt einsfünffünfvierfünfnulleins  Konferenzen, Tagungen, Messen und Ausstellungen"
5120,15,13,68709,5953.0,Mitgliedsbeiträge und sonstige Zuschüsse für laufende Zwecke im Ausland geringeren Umfangs,Bundesministerium für Gesundheit,687091513,Bundesministerium für Gesundheit einsdreisechsachtsiebennullneun ,Bundesministerium für Gesundheit einsdreisechsachtsiebennullneun  Mitgliedsbeiträge und sonstige Zuschüsse für laufende Zwecke im Ausland geringeren Umfangs
5121,3,11,52602,5950.0,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",Bundesrat,526020311,Bundesrat einseinsfünfzweisechsnullzwei ,"Bundesrat einseinsfünfzweisechsnullzwei  Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen"
5123,6,20,51801,5932.81,Mieten und Pachten,Bundesministerium des Innern und für Heimat,518010620,Bundesministerium des Innern und für Heimat zweinullfünfeinsachtnulleins ,Bundesministerium des Innern und für Heimat zweinullfünfeinsachtnulleins  Mieten und Pachten
5124,12,19,13201,5900.8,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium für Digitales und Verkehr,132011219,Bundesministerium für Digitales und Verkehr einsneuneinsdreizweinulleins ,Bundesministerium für Digitales und Verkehr einsneuneinsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen
5125,7,19,16202,5895.32,Sonstige Zinseinnahmen aus dem Inland,Bundesministerium der Justiz,162020719,Bundesministerium der Justiz einsneuneinssechszweinullzwei ,Bundesministerium der Justiz einsneuneinssechszweinullzwei  Sonstige Zinseinnahmen aus dem Inland
5126,12,23,51801,5881.4,Mieten und Pachten,Bundesministerium für Digitales und Verkehr,518011223,Bundesministerium für Digitales und Verkehr zweidreifünfeinsachtnulleins ,Bundesministerium für Digitales und Verkehr zweidreifünfeinsachtnulleins  Mieten und Pachten
5127,6,23,68609,5878.5,Mitgliedsbeiträge und sonstige Zuschüsse für laufende Zwecke im Inland geringeren Umfangs,Bundesministerium des Innern und für Heimat,686090623,Bundesministerium des Innern und für Heimat zweidreisechsachtsechsnullneun ,Bundesministerium des Innern und für Heimat zweidreisechsachtsechsnullneun  Mitgliedsbeiträge und sonstige Zuschüsse für laufende Zwecke im Inland geringeren Umfangs
5128,5,14,51901,5844.71,Unterhaltung der Grundstücke und baulichen Anlagen,Auswärtiges Amt,519010514,Auswärtiges Amt einsvierfünfeinsneunnulleins ,Auswärtiges Amt einsvierfünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen
5130,21,12,11101,5656.37,"Gebühren, sonstige Entgelte",Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,111012112,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einszweieinseinseinsnulleins ,"Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einszweieinseinseinsnulleins  Gebühren, sonstige Entgelte"
5131,15,17,13201,5648.55,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium für Gesundheit,132011517,Bundesministerium für Gesundheit einssiebeneinsdreizweinulleins ,Bundesministerium für Gesundheit einssiebeneinsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen
5132,15,15,68409,5630.0,"Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs",Bundesministerium für Gesundheit,684091515,Bundesministerium für Gesundheit einsfünfsechsachtviernullneun ,"Bundesministerium für Gesundheit einsfünfsechsachtviernullneun  Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs"
5133,10,14,68409,5620.0,"Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs",Bundesministerium für Ernährung und Landwirtschaft,684091014,Bundesministerium für Ernährung und Landwirtschaft einsviersechsachtviernullneun ,"Bundesministerium für Ernährung und Landwirtschaft einsviersechsachtviernullneun  Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs"
5134,14,12,98103,5600.0,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium der Verteidigung,981031412,Bundesministerium der Verteidigung einszweineunachteinsnulldrei ,Bundesministerium der Verteidigung einszweineunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7
5135,21,12,11201,5565.5,"Geldstrafen, Geldbußen und Gerichtskosten",Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,112012112,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einszweieinseinszweinulleins ,"Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einszweieinseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten"
5136,9,12,68609,5525.0,Mitgliedsbeiträge und sonstige Zuschüsse für laufende Zwecke im Inland geringeren Umfangs,Bundesministerium für Wirtschaft und Klimaschutz,686090912,Bundesministerium für Wirtschaft und Klimaschutz einszweisechsachtsechsnullneun ,Bundesministerium für Wirtschaft und Klimaschutz einszweisechsachtsechsnullneun  Mitgliedsbeiträge und sonstige Zuschüsse für laufende Zwecke im Inland geringeren Umfangs
5137,6,3,68105,5517.74,Leistungen für ehemalige deutsche zivile Zwangsarbeiter,Bundesministerium des Innern und für Heimat,681050603,Bundesministerium des Innern und für Heimat nulldreisechsachteinsnullfünf ,Bundesministerium des Innern und für Heimat nulldreisechsachteinsnullfünf  Leistungen für ehemalige deutsche zivile Zwangsarbeiter
5138,30,2,18221,5437.77,Tilgung,Bundesministerium für Bildung und Forschung,182213002,Bundesministerium für Bildung und Forschung nullzweieinsachtzweizweieins ,Bundesministerium für Bildung und Forschung nullzweieinsachtzweizweieins  Tilgung
5139,9,14,53959,5412.76,Vermischte Verwaltungsausgaben,Bundesministerium für Wirtschaft und Klimaschutz,539590914,Bundesministerium für Wirtschaft und Klimaschutz einsvierfünfdreineunfünfneun ,Bundesministerium für Wirtschaft und Klimaschutz einsvierfünfdreineunfünfneun  Vermischte Verwaltungsausgaben
5140,17,11,98103,5296.14,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,"Bundesministerium für Familie, Senioren, Frauen und Jugend",981031711,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsneunachteinsnulldrei ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsneunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7"
5141,15,16,13201,5169.1,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium für Gesundheit,132011516,Bundesministerium für Gesundheit einssechseinsdreizweinulleins ,Bundesministerium für Gesundheit einssechseinsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen
5142,16,3,12401,5132.31,"Einnahmen aus Vermietung, Verpachtung und Nutzung","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",124011603,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldreieinszweiviernulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldreieinszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung"
5143,9,10,68304,5117.0,Entschädigungen nach dem Kriegswaffenkontrollgesetz,Bundesministerium für Wirtschaft und Klimaschutz,683040910,Bundesministerium für Wirtschaft und Klimaschutz einsnullsechsachtdreinullvier ,Bundesministerium für Wirtschaft und Klimaschutz einsnullsechsachtdreinullvier  Entschädigungen nach dem Kriegswaffenkontrollgesetz
