,Epl.,Kap.,Tit.,Ist 2016,Zweckbestimmung,ministries,2016 id,id_nlp_help,id_nlp,2016 Zweck,id
3587,2,12,11901,174625.91,Einnahmen aus Veröffentlichungen,Deutscher Bundestag,119010212,Deutscher Bundestag einszweieinseinsneunnulleins ,Deutscher Bundestag einszweieinseinsneunnulleins  Einnahmen aus Veröffentlichungen,Deutscher Bundestag,119010212.0
3588,4,55,52701,174301.38,Dienstreisen,Bundeskanzler und Bundeskanzleramt,527010455,Bundeskanzler und Bundeskanzleramt fünffünffünfzweisiebennulleins ,Bundeskanzler und Bundeskanzleramt fünffünffünfzweisiebennulleins  Dienstreisen,Bundeskanzler und Bundeskanzleramt,527010456.0
3589,6,2,63233,174300.0,Zuschuss an das Land Rheinland-Pfalz für die Deutsche Universität für Verwaltungswissenschaften in Speyer,Bundesministerium des Innern und für Heimat,632330602,Bundesministerium des Innern und für Heimat nullzweisechsdreizweidreidrei ,Bundesministerium des Innern und für Heimat nullzweisechsdreizweidreidrei  Zuschuss an das Land Rheinland-Pfalz für die Deutsche Universität für Verwaltungswissenschaften in Speyer,Bundesministerium des Innern und für Heimat,632330602.0
3590,7,18,53999,174265.35,Vermischte Verwaltungsausgaben,Bundesministerium der Justiz,539990718,Bundesministerium der Justiz einsachtfünfdreineunneunneun ,Bundesministerium der Justiz einsachtfünfdreineunneunneun  Vermischte Verwaltungsausgaben,Bundesministerium der Justiz,539990718.0
3591,20,12,53204,174090.23,Internationale Prüfungsmandate und dgl. (ohne UN BoA),Bundesrechnungshof,532042012,Bundesrechnungshof einszweifünfdreizweinullvier ,Bundesrechnungshof einszweifünfdreizweinullvier  Internationale Prüfungsmandate und dgl. (ohne UN BoA),,
3592,6,34,52701,173631.37,Dienstreisen,Bundesministerium des Innern und für Heimat,527010634,Bundesministerium des Innern und für Heimat dreivierfünfzweisiebennulleins ,Bundesministerium des Innern und für Heimat dreivierfünfzweisiebennulleins  Dienstreisen,Bundesministerium des Innern und für Heimat,527010634.0
3593,10,13,71201,173402.93,Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Bundesministerium für Ernährung und Landwirtschaft,712011013,Bundesministerium für Ernährung und Landwirtschaft einsdreisiebeneinszweinulleins ,Bundesministerium für Ernährung und Landwirtschaft einsdreisiebeneinszweinulleins  Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Bundesministerium für Ernährung und Landwirtschaft,712011013.0
3594,5,11,52901,173388.67,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,Auswärtiges Amt,529010511,Auswärtiges Amt einseinsfünfzweineunnulleins ,Auswärtiges Amt einseinsfünfzweineunnulleins  Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,Auswärtiges Amt,529010511.0
3597,2,13,42101,172344.98,Bezüge des Wehrbeauftragten,Deutscher Bundestag,421010213,Deutscher Bundestag einsdreivierzweieinsnulleins ,Deutscher Bundestag einsdreivierzweieinsnulleins  Bezüge des Wehrbeauftragten,Deutscher Bundestag,421010213.0
3598,16,6,68701,172000.0,Internationale Zusammenarbeit - Zentrum für Architektur und Denkmalschutz zum Erhalt der Weißen Stadt Tel Aviv,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",687011606,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechssechsachtsiebennulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechssechsachtsiebennulleins  Internationale Zusammenarbeit - Zentrum für Architektur und Denkmalschutz zum Erhalt der Weißen Stadt Tel Aviv","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",687012502.0
3599,7,12,53999,171584.54,Vermischte Verwaltungsausgaben,Bundesministerium der Justiz,539990712,Bundesministerium der Justiz einszweifünfdreineunneunneun ,Bundesministerium der Justiz einszweifünfdreineunneunneun  Vermischte Verwaltungsausgaben,Bundesministerium der Justiz,539990712.0
3600,9,16,51852,170724.67,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Wirtschaft und Klimaschutz,518520916,Bundesministerium für Wirtschaft und Klimaschutz einssechsfünfeinsachtfünfzwei ,Bundesministerium für Wirtschaft und Klimaschutz einssechsfünfeinsachtfünfzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Wirtschaft und Klimaschutz,518520916.0
3602,11,6,42749,170358.37,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Arbeit und Soziales,427491106,Bundesministerium für Arbeit und Soziales nullsechsvierzweisiebenvierneun ,"Bundesministerium für Arbeit und Soziales nullsechsvierzweisiebenvierneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Arbeit und Soziales,427491106.0
3604,14,8,17301,170052.25,Darlehensrückflüsse von Gemeinden und Gemeindeverbänden,Bundesministerium der Verteidigung,173011408,Bundesministerium der Verteidigung nullachteinssiebendreinulleins ,Bundesministerium der Verteidigung nullachteinssiebendreinulleins  Darlehensrückflüsse von Gemeinden und Gemeindeverbänden,Bundesministerium der Verteidigung,173011408.0
3605,17,11,52602,169997.35,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen","Bundesministerium für Familie, Senioren, Frauen und Jugend",526021711,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsfünfzweisechsnullzwei ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsfünfzweisechsnullzwei  Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen","Bundesministerium für Familie, Senioren, Frauen und Jugend",526021711.0
3606,12,22,51701,169908.26,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Digitales und Verkehr,517011222,Bundesministerium für Digitales und Verkehr zweizweifünfeinssiebennulleins ,"Bundesministerium für Digitales und Verkehr zweizweifünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Digitales und Verkehr,517011222.0
3607,6,19,81202,169799.0,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium des Innern und für Heimat,812020619,Bundesministerium des Innern und für Heimat einsneunachteinszweinullzwei ,"Bundesministerium des Innern und für Heimat einsneunachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium des Innern und für Heimat,812020619.0
3608,11,5,68406,169376.53,"Zuschüsse im Rahmen der beruflichen und medizinischen Rehabilitation zu den Kosten von Einrichtungen, der Erarbeitung von Planungsgrundlagen und der Dokumentation, Tagungen",Bundesministerium für Arbeit und Soziales,684061105,Bundesministerium für Arbeit und Soziales nullfünfsechsachtviernullsechs ,"Bundesministerium für Arbeit und Soziales nullfünfsechsachtviernullsechs  Zuschüsse im Rahmen der beruflichen und medizinischen Rehabilitation zu den Kosten von Einrichtungen, der Erarbeitung von Planungsgrundlagen und der Dokumentation, Tagungen",,
3609,16,1,12901,169197.0,Erlöse aus dem Verkauf von Sonderpostwertzeichen mit Zuschlag zugunsten des Umweltschutzes,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",129011601,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleinseinszweineunnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleinseinszweineunnulleins  Erlöse aus dem Verkauf von Sonderpostwertzeichen mit Zuschlag zugunsten des Umweltschutzes","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",129011601.0
3610,12,10,54431,169138.32,"Forschung, Untersuchungen und Ähnliches",Bundesministerium für Digitales und Verkehr,544311210,Bundesministerium für Digitales und Verkehr einsnullfünfviervierdreieins ,"Bundesministerium für Digitales und Verkehr einsnullfünfviervierdreieins  Forschung, Untersuchungen und Ähnliches",Bundesministerium für Digitales und Verkehr,544311210.0
3612,20,12,53201,168654.34,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesrechnungshof,532012012,Bundesrechnungshof einszweifünfdreizweinulleins ,Bundesrechnungshof einszweifünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesrechnungshof,532012012.0
3613,12,13,53202,168619.42,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),Bundesministerium für Digitales und Verkehr,532021213,Bundesministerium für Digitales und Verkehr einsdreifünfdreizweinullzwei ,Bundesministerium für Digitales und Verkehr einsdreifünfdreizweinullzwei  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),Bundesministerium für Digitales und Verkehr,532021213.0
3615,21,11,44101,168322.66,Beihilfen aufgrund der Beihilfevorschriften,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,441012111,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einseinsvierviereinsnulleins ,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einseinsvierviereinsnulleins  Beihilfen aufgrund der Beihilfevorschriften,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,441012111.0
3616,11,10,63206,167996.21,Leistungen aufgrund rechtlicher Verpflichtungen des Bundes für Fürsorgezwecke,Bundesministerium für Arbeit und Soziales,632061110,Bundesministerium für Arbeit und Soziales einsnullsechsdreizweinullsechs ,Bundesministerium für Arbeit und Soziales einsnullsechsdreizweinullsechs  Leistungen aufgrund rechtlicher Verpflichtungen des Bundes für Fürsorgezwecke,Bundesministerium für Arbeit und Soziales,632061110.0
3617,19,12,71101,167980.81,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesverfassungsgericht,711011912,Bundesverfassungsgericht einszweisiebeneinseinsnulleins ,"Bundesverfassungsgericht einszweisiebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten",Bundesverfassungsgericht,711011912.0
3618,4,12,45301,167884.15,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundeskanzler und Bundeskanzleramt,453010412,Bundeskanzler und Bundeskanzleramt einszweivierfünfdreinulleins ,"Bundeskanzler und Bundeskanzleramt einszweivierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundeskanzler und Bundeskanzleramt,453010412.0
3619,11,3,85201,167822.88,Kriegsopferfürsorgedarlehen und gleichartige Darlehen,Bundesministerium für Arbeit und Soziales,852011103,Bundesministerium für Arbeit und Soziales nulldreiachtfünfzweinulleins ,Bundesministerium für Arbeit und Soziales nulldreiachtfünfzweinulleins  Kriegsopferfürsorgedarlehen und gleichartige Darlehen,Bundesministerium für Arbeit und Soziales,852011103.0
3620,2,12,52556,167339.67,Aus- und Fortbildung,Deutscher Bundestag,525560212,Deutscher Bundestag einszweifünfzweifünffünfsechs ,Deutscher Bundestag einszweifünfzweifünffünfsechs  Aus- und Fortbildung,Deutscher Bundestag,525560212.0
3621,16,7,73201,167253.58,Baumaßnahmen zur Unterbringung der Bundesregierung außerhalb des Parlamentsviertels in Berlin,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",732011607,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsiebensiebendreizweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsiebensiebendreizweinulleins  Baumaßnahmen zur Unterbringung der Bundesregierung außerhalb des Parlamentsviertels in Berlin","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",732012503.0
3622,6,24,98103,166763.21,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium des Innern und für Heimat,981030624,Bundesministerium des Innern und für Heimat zweivierneunachteinsnulldrei ,Bundesministerium des Innern und für Heimat zweivierneunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium des Innern und für Heimat,981030624.0
3623,30,11,44301,166725.12,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Bundesministerium für Bildung und Forschung,443013011,Bundesministerium für Bildung und Forschung einseinsviervierdreinulleins ,Bundesministerium für Bildung und Forschung einseinsviervierdreinulleins  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Bundesministerium für Bildung und Forschung,443013011.0
3624,5,13,51901,166373.13,Unterhaltung der Grundstücke und baulichen Anlagen,Auswärtiges Amt,519010513,Auswärtiges Amt einsdreifünfeinsneunnulleins ,Auswärtiges Amt einsdreifünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Auswärtiges Amt,519010513.0
3626,7,12,81201,165509.12,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium der Justiz,812010712,Bundesministerium der Justiz einszweiachteinszweinulleins ,"Bundesministerium der Justiz einszweiachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium der Justiz,812010712.0
3629,11,16,81211,165184.12,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Arbeit und Soziales,812111116,Bundesministerium für Arbeit und Soziales einssechsachteinszweieinseins ,"Bundesministerium für Arbeit und Soziales einssechsachteinszweieinseins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Arbeit und Soziales,812111116.0
3630,17,11,52703,165023.43,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,"Bundesministerium für Familie, Senioren, Frauen und Jugend",527031711,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsfünfzweisiebennulldrei ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsfünfzweisiebennulldrei  Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen","Bundesministerium für Familie, Senioren, Frauen und Jugend",527031711.0
3631,21,12,42101,162216.06,Bezüge der/des Bundesbeauftragten für den Datenschutz und die Informationsfreiheit,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,421012112,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einszweivierzweieinsnulleins ,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einszweivierzweieinsnulleins  Bezüge der/des Bundesbeauftragten für den Datenschutz und die Informationsfreiheit,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,421012112.0
3632,4,51,52703,161624.82,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,Bundeskanzler und Bundeskanzleramt,527030451,Bundeskanzler und Bundeskanzleramt fünfeinsfünfzweisiebennulldrei ,Bundeskanzler und Bundeskanzleramt fünfeinsfünfzweisiebennulldrei  Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,Bundeskanzler und Bundeskanzleramt,527030451.0
3633,7,14,53999,161319.82,Vermischte Verwaltungsausgaben,Bundesministerium der Justiz,539990714,Bundesministerium der Justiz einsvierfünfdreineunneunneun ,Bundesministerium der Justiz einsvierfünfdreineunneunneun  Vermischte Verwaltungsausgaben,Bundesministerium der Justiz,539990714.0
3634,8,12,13201,160389.06,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium der Finanzen,132010812,Bundesministerium der Finanzen einszweieinsdreizweinulleins ,Bundesministerium der Finanzen einszweieinsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium der Finanzen,132010802.0
3635,5,13,51801,160301.39,Mieten und Pachten,Auswärtiges Amt,518010513,Auswärtiges Amt einsdreifünfeinsachtnulleins ,Auswärtiges Amt einsdreifünfeinsachtnulleins  Mieten und Pachten,Auswärtiges Amt,518010513.0
3637,6,24,53205,159960.45,Ausgaben zur Durchführung von finanzteiligen Vorhaben von Bund und Ländern im Bereich der inneren Sicherheit sowie zur Durchführung von Aufträgen Dritter,Bundesministerium des Innern und für Heimat,532050624,Bundesministerium des Innern und für Heimat zweivierfünfdreizweinullfünf ,Bundesministerium des Innern und für Heimat zweivierfünfdreizweinullfünf  Ausgaben zur Durchführung von finanzteiligen Vorhaben von Bund und Ländern im Bereich der inneren Sicherheit sowie zur Durchführung von Aufträgen Dritter,Bundesministerium des Innern und für Heimat,532050624.0
3639,11,11,45202,159587.14,Unfallversicherung Bund und Bahn,Bundesministerium für Arbeit und Soziales,452021111,Bundesministerium für Arbeit und Soziales einseinsvierfünfzweinullzwei ,Bundesministerium für Arbeit und Soziales einseinsvierfünfzweinullzwei  Unfallversicherung Bund und Bahn,Bundesministerium für Arbeit und Soziales,452021111.0
3640,17,14,53201,159282.91,Aufträge und Dienstleistungen im Bereich Informationstechnik,"Bundesministerium für Familie, Senioren, Frauen und Jugend",532011714,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsvierfünfdreizweinulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsvierfünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik","Bundesministerium für Familie, Senioren, Frauen und Jugend",532011714.0
3641,6,16,42739,159221.22,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium des Innern und für Heimat,427390616,Bundesministerium des Innern und für Heimat einssechsvierzweisiebendreineun ,"Bundesministerium des Innern und für Heimat einssechsvierzweisiebendreineun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium des Innern und für Heimat,427390616.0
3642,9,11,11957,159049.74,Vermischte Einnahmen,Bundesministerium für Wirtschaft und Klimaschutz,119570911,Bundesministerium für Wirtschaft und Klimaschutz einseinseinseinsneunfünfsieben ,Bundesministerium für Wirtschaft und Klimaschutz einseinseinseinsneunfünfsieben  Vermischte Einnahmen,Bundesministerium für Wirtschaft und Klimaschutz,119570911.0
3643,17,2,23202,159000.03,Einnahmen aus sonstigen Zuweisungen der Länder zu besonderen Maßnahmen,"Bundesministerium für Familie, Senioren, Frauen und Jugend",232021702,"Bundesministerium für Familie, Senioren, Frauen und Jugend nullzweizweidreizweinullzwei ","Bundesministerium für Familie, Senioren, Frauen und Jugend nullzweizweidreizweinullzwei  Einnahmen aus sonstigen Zuweisungen der Länder zu besonderen Maßnahmen","Bundesministerium für Familie, Senioren, Frauen und Jugend",232021702.0
3644,2,12,81204,158617.5,Erwerb zeitgenössischer Kunstwerke,Deutscher Bundestag,812040212,Deutscher Bundestag einszweiachteinszweinullvier ,Deutscher Bundestag einszweiachteinszweinullvier  Erwerb zeitgenössischer Kunstwerke,Deutscher Bundestag,812040212.0
3645,12,13,81201,157907.25,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Digitales und Verkehr,812011213,Bundesministerium für Digitales und Verkehr einsdreiachteinszweinulleins ,"Bundesministerium für Digitales und Verkehr einsdreiachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Digitales und Verkehr,812011213.0
3646,4,53,71101,157636.73,"Kleine Neu-, Um- und Erweiterungsbauten",Bundeskanzler und Bundeskanzleramt,711010453,Bundeskanzler und Bundeskanzleramt fünfdreisiebeneinseinsnulleins ,"Bundeskanzler und Bundeskanzleramt fünfdreisiebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten",Bundeskanzler und Bundeskanzleramt,711010453.0
3647,16,7,52614,157515.09,Planungskosten,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",526141607,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsiebenfünfzweisechseinsvier ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsiebenfünfzweisechseinsvier  Planungskosten",,
3648,15,15,54751,157287.61,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Gesundheit,547511515,Bundesministerium für Gesundheit einsfünffünfviersiebenfünfeins ,Bundesministerium für Gesundheit einsfünffünfviersiebenfünfeins  Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Gesundheit,547511515.0
3649,1,11,43457,157135.9,Zuführung an die Versorgungsrücklage,Bundespräsident und Bundespräsidialamt,434570111,Bundespräsident und Bundespräsidialamt einseinsvierdreivierfünfsieben ,Bundespräsident und Bundespräsidialamt einseinsvierdreivierfünfsieben  Zuführung an die Versorgungsrücklage,Bundespräsident und Bundespräsidialamt,434570111.0
3650,5,13,45301,157112.01,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Auswärtiges Amt,453010513,Auswärtiges Amt einsdreivierfünfdreinulleins ,"Auswärtiges Amt einsdreivierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Auswärtiges Amt,453010513.0
3651,15,13,42251,156961.09,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Gesundheit,422511513,Bundesministerium für Gesundheit einsdreivierzweizweifünfeins ,Bundesministerium für Gesundheit einsdreivierzweizweifünfeins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Gesundheit,422511513.0
3652,12,1,11121,156757.77,"Gebühren, sonstige Entgelte",Bundesministerium für Digitales und Verkehr,111211201,Bundesministerium für Digitales und Verkehr nulleinseinseinseinszweieins ,"Bundesministerium für Digitales und Verkehr nulleinseinseinseinszweieins  Gebühren, sonstige Entgelte",Bundesministerium für Digitales und Verkehr,111211201.0
3653,7,13,81202,156700.53,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium der Justiz,812020713,Bundesministerium der Justiz einsdreiachteinszweinullzwei ,"Bundesministerium der Justiz einsdreiachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium der Justiz,812020713.0
3654,8,11,54301,156327.9,Veröffentlichungen und Fachinformationen,Bundesministerium der Finanzen,543010811,Bundesministerium der Finanzen einseinsfünfvierdreinulleins ,Bundesministerium der Finanzen einseinsfünfvierdreinulleins  Veröffentlichungen und Fachinformationen,Bundesministerium der Finanzen,543010811.0
3655,8,13,51901,155928.93,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium der Finanzen,519010813,Bundesministerium der Finanzen einsdreifünfeinsneunnulleins ,Bundesministerium der Finanzen einsdreifünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium der Finanzen,519010813.0
3656,5,11,44357,155896.43,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Auswärtiges Amt,443570511,Auswärtiges Amt einseinsviervierdreifünfsieben ,Auswärtiges Amt einseinsviervierdreifünfsieben  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Auswärtiges Amt,443570511.0
3657,16,14,11999,155830.72,Vermischte Einnahmen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",119991614,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsviereinseinsneunneunneun ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsviereinseinsneunneunneun  Vermischte Einnahmen","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",119991614.0
3658,23,5,89441,155102.48,Institutionelle Förderung von Einrichtungen der Forschung und Evaluierung in der entwicklungspolitischen Zusammenarbeit - Zuschüsse für Investitionen,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,894412305,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullfünfachtneunvierviereins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullfünfachtneunvierviereins  Institutionelle Förderung von Einrichtungen der Forschung und Evaluierung in der entwicklungspolitischen Zusammenarbeit - Zuschüsse für Investitionen,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,894412305.0
3659,12,17,53929,154531.68,Vermischte Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,539291217,Bundesministerium für Digitales und Verkehr einssiebenfünfdreineunzweineun ,Bundesministerium für Digitales und Verkehr einssiebenfünfdreineunzweineun  Vermischte Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,539291217.0
3660,11,13,81231,154297.07,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Arbeit und Soziales,812311113,Bundesministerium für Arbeit und Soziales einsdreiachteinszweidreieins ,"Bundesministerium für Arbeit und Soziales einsdreiachteinszweidreieins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Arbeit und Soziales,812311113.0
3661,9,13,53201,154190.01,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Wirtschaft und Klimaschutz,532010913,Bundesministerium für Wirtschaft und Klimaschutz einsdreifünfdreizweinulleins ,Bundesministerium für Wirtschaft und Klimaschutz einsdreifünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Wirtschaft und Klimaschutz,532010913.0
3662,12,18,42202,154157.56,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium für Digitales und Verkehr,422021218,Bundesministerium für Digitales und Verkehr einsachtvierzweizweinullzwei ,Bundesministerium für Digitales und Verkehr einsachtvierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium für Digitales und Verkehr,422021218.0
3664,11,6,68622,153281.84,"Kofinanzierung der Zuschüsse des Europäischen Fonds für die Anpassung an die Globalisierung (Globalisierungsfonds, EGF)",Bundesministerium für Arbeit und Soziales,686221106,Bundesministerium für Arbeit und Soziales nullsechssechsachtsechszweizwei ,"Bundesministerium für Arbeit und Soziales nullsechssechsachtsechszweizwei  Kofinanzierung der Zuschüsse des Europäischen Fonds für die Anpassung an die Globalisierung (Globalisierungsfonds, EGF)",Bundesministerium für Arbeit und Soziales,686221106.0
3665,7,16,42709,153275.15,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium der Justiz,427090716,Bundesministerium der Justiz einssechsvierzweisiebennullneun ,"Bundesministerium der Justiz einssechsvierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium der Justiz,427090716.0
