,index,Epl.,Kap.,Tit.,Ist 2020,Zweckbestimmung,ministries,2020 id,id_nlp_help,id_nlp,2020 Zweck,id
4055,2895,11,16,42739,109212.54,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Arbeit und Soziales,427391116,Bundesministerium für Arbeit und Soziales einssechsvierzweisiebendreineun ,"Bundesministerium für Arbeit und Soziales einssechsvierzweisiebendreineun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427191116.0
4056,459,4,54,51802,108864.12,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundeskanzler und Bundeskanzleramt,518020454,Bundeskanzler und Bundeskanzleramt fünfvierfünfeinsachtnullzwei ,Bundeskanzler und Bundeskanzleramt fünfvierfünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518020456.0
4058,921,6,11,54709,108473.68,"Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden",Bundesministerium des Innern und für Heimat,547090611,Bundesministerium des Innern und für Heimat einseinsfünfviersiebennullneun ,"Bundesministerium des Innern und für Heimat einseinsfünfviersiebennullneun  Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden","Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden",547090611.0
4059,28,1,12,51401,108329.68,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundespräsident und Bundespräsidialamt,514010112,Bundespräsident und Bundespräsidialamt einszweifünfeinsviernulleins ,"Bundespräsident und Bundespräsidialamt einszweifünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",514010112.0
4060,1590,7,15,45301,108306.86,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium der Justiz,453010715,Bundesministerium der Justiz einsfünfvierfünfdreinulleins ,"Bundesministerium der Justiz einsfünfvierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen","Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",453010715.0
4061,3983,15,12,52501,108267.39,Aus- und Fortbildung,Bundesministerium für Gesundheit,525011512,Bundesministerium für Gesundheit einszweifünfzweifünfnulleins ,Bundesministerium für Gesundheit einszweifünfzweifünfnulleins  Aus- und Fortbildung,Aus- und Fortbildung,525011512.0
4062,2899,11,16,42202,108168.85,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium für Arbeit und Soziales,422021116,Bundesministerium für Arbeit und Soziales einssechsvierzweizweinullzwei ,Bundesministerium für Arbeit und Soziales einssechsvierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bezüge und Nebenleistungen der beamteten Hilfskräfte,422021116.0
4063,3524,12,21,42202,108065.52,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium für Digitales und Verkehr,422021221,Bundesministerium für Digitales und Verkehr zweieinsvierzweizweinullzwei ,Bundesministerium für Digitales und Verkehr zweieinsvierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,,
4064,1845,8,13,89101,108008.28,Zuschüsse an Dritte zur Durchführung von Baumaßnahmen für die Bundesfinanzverwaltung,Bundesministerium der Finanzen,891010813,Bundesministerium der Finanzen einsdreiachtneuneinsnulleins ,Bundesministerium der Finanzen einsdreiachtneuneinsnulleins  Zuschüsse an Dritte zur Durchführung von Baumaßnahmen für die Bundesfinanzverwaltung,Zuschüsse an Dritte zur Durchführung von Baumaßnahmen für die Bundesfinanzverwaltung,891010813.0
4065,32,1,12,52501,107806.76,Aus- und Fortbildung,Bundespräsident und Bundespräsidialamt,525010112,Bundespräsident und Bundespräsidialamt einszweifünfzweifünfnulleins ,Bundespräsident und Bundespräsidialamt einszweifünfzweifünfnulleins  Aus- und Fortbildung,Aus- und Fortbildung,525010112.0
4067,2147,9,15,54471,107385.34,"Forschung, Untersuchungen und Ähnliches",Bundesministerium für Wirtschaft und Klimaschutz,544710915,Bundesministerium für Wirtschaft und Klimaschutz einsfünffünfvierviersiebeneins ,"Bundesministerium für Wirtschaft und Klimaschutz einsfünffünfvierviersiebeneins  Forschung, Untersuchungen und Ähnliches","Forschung, Untersuchungen und Ähnliches",544710915.0
4070,1612,7,16,53999,106329.02,Vermischte Verwaltungsausgaben,Bundesministerium der Justiz,539990716,Bundesministerium der Justiz einssechsfünfdreineunneunneun ,Bundesministerium der Justiz einssechsfünfdreineunneunneun  Vermischte Verwaltungsausgaben,Vermischte Verwaltungsausgaben,539990716.0
4071,4595,19,12,71201,106228.8,Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Bundesverfassungsgericht,712011912,Bundesverfassungsgericht einszweisiebeneinszweinulleins ,Bundesverfassungsgericht einszweisiebeneinszweinulleins  Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,,
4073,2185,9,16,11251,106000.0,"Geldstrafen, Geldbußen und Gerichtskosten",Bundesministerium für Wirtschaft und Klimaschutz,112510916,Bundesministerium für Wirtschaft und Klimaschutz einssechseinseinszweifünfeins ,"Bundesministerium für Wirtschaft und Klimaschutz einssechseinseinszweifünfeins  Geldstrafen, Geldbußen und Gerichtskosten","Geldstrafen, Geldbußen und Gerichtskosten",112510916.0
4074,2014,9,12,98103,105895.57,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Wirtschaft und Klimaschutz,981030912,Bundesministerium für Wirtschaft und Klimaschutz einszweineunachteinsnulldrei ,Bundesministerium für Wirtschaft und Klimaschutz einszweineunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,981030912.0
4075,3895,15,1,63602,105655.67,Erstattung der Aufwendungen für Leistungen der Krankenkassen an Aussiedler,Bundesministerium für Gesundheit,636021501,Bundesministerium für Gesundheit nulleinssechsdreisechsnullzwei ,Bundesministerium für Gesundheit nulleinssechsdreisechsnullzwei  Erstattung der Aufwendungen für Leistungen der Krankenkassen an Aussiedler,Ergänzender Bundeszuschuss an den Gesundheitsfonds,636081501.0
4076,167,3,11,43457,105583.46,Zuführung an die Versorgungsrücklage,Bundesrat,434570311,Bundesrat einseinsvierdreivierfünfsieben ,Bundesrat einseinsvierdreivierfünfsieben  Zuführung an die Versorgungsrücklage,Zuführung an die Versorgungsrücklage,434570311.0
4077,3587,12,23,81101,105361.2,Erwerb von Fahrzeugen,Bundesministerium für Digitales und Verkehr,811011223,Bundesministerium für Digitales und Verkehr zweidreiachteinseinsnulleins ,Bundesministerium für Digitales und Verkehr zweidreiachteinseinsnulleins  Erwerb von Fahrzeugen,Erwerb von Fahrzeugen,811011223.0
4078,4156,15,17,81211,104483.04,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Gesundheit,812111517,Bundesministerium für Gesundheit einssiebenachteinszweieinseins ,"Bundesministerium für Gesundheit einssiebenachteinszweieinseins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",812311515.0
4079,2715,11,10,63206,104312.74,Leistungen aufgrund rechtlicher Verpflichtungen des Bundes für Fürsorgezwecke,Bundesministerium für Arbeit und Soziales,632061110,Bundesministerium für Arbeit und Soziales einsnullsechsdreizweinullsechs ,Bundesministerium für Arbeit und Soziales einsnullsechsdreizweinullsechs  Leistungen aufgrund rechtlicher Verpflichtungen des Bundes für Fürsorgezwecke,Leistungen aufgrund rechtlicher Verpflichtungen des Bundes für Fürsorgezwecke,632061110.0
4080,37,1,12,53999,104296.76,Vermischte Verwaltungsausgaben,Bundespräsident und Bundespräsidialamt,539990112,Bundespräsident und Bundespräsidialamt einszweifünfdreineunneunneun ,Bundespräsident und Bundespräsidialamt einszweifünfdreineunneunneun  Vermischte Verwaltungsausgaben,Vermischte Verwaltungsausgaben,539990112.0
4081,3353,12,17,81121,103778.31,Erwerb von Fahrzeugen,Bundesministerium für Digitales und Verkehr,811211217,Bundesministerium für Digitales und Verkehr einssiebenachteinseinszweieins ,Bundesministerium für Digitales und Verkehr einssiebenachteinseinszweieins  Erwerb von Fahrzeugen,,
4082,4618,20,12,13201,103414.3,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesrechnungshof,132012012,Bundesrechnungshof einszweieinsdreizweinulleins ,Bundesrechnungshof einszweieinsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen,Erlöse aus der Veräußerung von beweglichen Sachen,132012012.0
4083,33,1,12,52701,103179.55,Dienstreisen,Bundespräsident und Bundespräsidialamt,527010112,Bundespräsident und Bundespräsidialamt einszweifünfzweisiebennulleins ,Bundespräsident und Bundespräsidialamt einszweifünfzweisiebennulleins  Dienstreisen,Dienstreisen,527010112.0
4084,4009,15,13,98103,103027.7,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Gesundheit,981031513,Bundesministerium für Gesundheit einsdreineunachteinsnulldrei ,Bundesministerium für Gesundheit einsdreineunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,981031513.0
4085,4462,17,11,23257,102861.35,Beteiligung an den Versorgungslasten des Bundes,"Bundesministerium für Familie, Senioren, Frauen und Jugend",232571711,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseinszweidreizweifünfsieben ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseinszweidreizweifünfsieben  Beteiligung an den Versorgungslasten des Bundes",Beteiligung an den Versorgungslasten des Bundes,232571711.0
4086,3979,15,12,51401,102855.85,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium für Gesundheit,514011512,Bundesministerium für Gesundheit einszweifünfeinsviernulleins ,"Bundesministerium für Gesundheit einszweifünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",514011512.0
4087,1177,6,22,45301,102791.46,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium des Innern und für Heimat,453010622,Bundesministerium des Innern und für Heimat zweizweivierfünfdreinulleins ,"Bundesministerium des Innern und für Heimat zweizweivierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen","Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",453010622.0
4088,442,4,53,51801,102694.1,Mieten und Pachten,Bundeskanzler und Bundeskanzleramt,518010453,Bundeskanzler und Bundeskanzleramt fünfdreifünfeinsachtnulleins ,Bundeskanzler und Bundeskanzleramt fünfdreifünfeinsachtnulleins  Mieten und Pachten,Mieten und Pachten,518010453.0
4089,4593,19,12,53999,102375.34,Vermischte Verwaltungsausgaben,Bundesverfassungsgericht,539991912,Bundesverfassungsgericht einszweifünfdreineunneunneun ,Bundesverfassungsgericht einszweifünfdreineunneunneun  Vermischte Verwaltungsausgaben,Vermischte Verwaltungsausgaben,539991912.0
4090,2606,11,1,68402,102019.14,Zusätzliche Mittel für die modellhafte Erprobung innovativer Integrationsansätze für ausgewählte Zielgruppen,Bundesministerium für Arbeit und Soziales,684021101,Bundesministerium für Arbeit und Soziales nulleinssechsachtviernullzwei ,Bundesministerium für Arbeit und Soziales nulleinssechsachtviernullzwei  Zusätzliche Mittel für die modellhafte Erprobung innovativer Integrationsansätze für ausgewählte Zielgruppen,,
4091,2363,10,10,68601,102007.62,Förderung von Wettbewerben und Vergabe von Ehrenpreisen,Bundesministerium für Ernährung und Landwirtschaft,686011010,Bundesministerium für Ernährung und Landwirtschaft einsnullsechsachtsechsnulleins ,Bundesministerium für Ernährung und Landwirtschaft einsnullsechsachtsechsnulleins  Förderung von Wettbewerben und Vergabe von Ehrenpreisen,Förderung von Wettbewerben und Vergabe von Ehrenpreisen,686011010.0
4092,3988,15,12,81101,101696.14,Erwerb von Fahrzeugen,Bundesministerium für Gesundheit,811011512,Bundesministerium für Gesundheit einszweiachteinseinsnulleins ,Bundesministerium für Gesundheit einszweiachteinseinsnulleins  Erwerb von Fahrzeugen,Erwerb von Fahrzeugen,811011515.0
4094,4738,23,11,45202,100486.79,Unfallversicherung Bund und Bahn,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,452022311,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseinsvierfünfzweinullzwei ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseinsvierfünfzweinullzwei  Unfallversicherung Bund und Bahn,Unfallversicherung Bund und Bahn,452022311.0
4095,4178,15,17,42821,100452.87,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Gesundheit,428211517,Bundesministerium für Gesundheit einssiebenvierzweiachtzweieins ,Bundesministerium für Gesundheit einssiebenvierzweiachtzweieins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428211517.0
4096,1216,6,23,42211,100449.3,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium des Innern und für Heimat,422110623,Bundesministerium des Innern und für Heimat zweidreivierzweizweieinseins ,Bundesministerium des Innern und für Heimat zweidreivierzweizweieinseins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422110623.0
4098,6,1,11,23257,100234.2,Beteiligung an den Versorgungslasten des Bundes,Bundespräsident und Bundespräsidialamt,232570111,Bundespräsident und Bundespräsidialamt einseinszweidreizweifünfsieben ,Bundespräsident und Bundespräsidialamt einseinszweidreizweifünfsieben  Beteiligung an den Versorgungslasten des Bundes,Beteiligung an den Versorgungslasten des Bundes,232570111.0
4099,1473,7,1,68602,100139.57,Corporate Digital Responsibility,Bundesministerium der Justiz,686020701,Bundesministerium der Justiz nulleinssechsachtsechsnullzwei ,Bundesministerium der Justiz nulleinssechsachtsechsnullzwei  Corporate Digital Responsibility,Corporate Digital Responsibility,686021608.0
4100,151,2,15,41105,100002.7,Übergangsgeld für ausgeschiedene Mitglieder des Europäischen Parlaments nach § 10 b Europaabgeordnetengesetz,Deutscher Bundestag,411050215,Deutscher Bundestag einsfünfviereinseinsnullfünf ,Deutscher Bundestag einsfünfviereinseinsnullfünf  Übergangsgeld für ausgeschiedene Mitglieder des Europäischen Parlaments nach § 10 b Europaabgeordnetengesetz,,
4101,1074,6,16,81231,100000.0,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium des Innern und für Heimat,812310616,Bundesministerium des Innern und für Heimat einssechsachteinszweidreieins ,"Bundesministerium des Innern und für Heimat einssechsachteinszweidreieins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",,
4102,2968,12,1,86122,100000.0,"Vorfinanzierung des Baues, der Änderung oder Beseitigung von Versorgungs- und Abwasseranlagen (Bundesstraßen)",Bundesministerium für Digitales und Verkehr,861221201,Bundesministerium für Digitales und Verkehr nulleinsachtsechseinszweizwei ,"Bundesministerium für Digitales und Verkehr nulleinsachtsechseinszweizwei  Vorfinanzierung des Baues, der Änderung oder Beseitigung von Versorgungs- und Abwasseranlagen (Bundesstraßen)",,
4103,4596,19,12,81101,99987.7,Erwerb von Fahrzeugen,Bundesverfassungsgericht,811011912,Bundesverfassungsgericht einszweiachteinseinsnulleins ,Bundesverfassungsgericht einszweiachteinseinsnulleins  Erwerb von Fahrzeugen,Erwerb von Fahrzeugen,811010312.0
4104,1221,6,24,12401,99891.21,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Bundesministerium des Innern und für Heimat,124010624,Bundesministerium des Innern und für Heimat zweiviereinszweiviernulleins ,"Bundesministerium des Innern und für Heimat zweiviereinszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung","Einnahmen aus Vermietung, Verpachtung und Nutzung",124010624.0
4106,2228,9,17,42202,98943.42,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium für Wirtschaft und Klimaschutz,422020917,Bundesministerium für Wirtschaft und Klimaschutz einssiebenvierzweizweinullzwei ,Bundesministerium für Wirtschaft und Klimaschutz einssiebenvierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bezüge und Nebenleistungen der beamteten Hilfskräfte,422020917.0
4108,473,4,55,11101,98437.89,"Gebühren, sonstige Entgelte",Bundeskanzler und Bundeskanzleramt,111010455,Bundeskanzler und Bundeskanzleramt fünffünfeinseinseinsnulleins ,"Bundeskanzler und Bundeskanzleramt fünffünfeinseinseinsnulleins  Gebühren, sonstige Entgelte",Mieten und Pachten,518010456.0
4109,4762,23,12,81101,98349.55,Erwerb von Fahrzeugen,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,811012312,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszweiachteinseinsnulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszweiachteinseinsnulleins  Erwerb von Fahrzeugen,,
4110,1531,7,12,52501,98259.72,Aus- und Fortbildung,Bundesministerium der Justiz,525010712,Bundesministerium der Justiz einszweifünfzweifünfnulleins ,Bundesministerium der Justiz einszweifünfzweifünfnulleins  Aus- und Fortbildung,Aus- und Fortbildung,525010712.0
4111,4958,60,1,4902,97808.24,Restzahlungen aus entfallenen Steuerarten und Abführungen,Allgemeine Finanzverwaltung,49026001,Allgemeine Finanzverwaltung nulleinsnullvierneunnullzwei ,Allgemeine Finanzverwaltung nulleinsnullvierneunnullzwei  Restzahlungen aus entfallenen Steuerarten und Abführungen,Restzahlungen aus entfallenen Steuerarten und Abführungen,49026001.0
4112,1075,6,17,11999,97406.98,Vermischte Einnahmen,Bundesministerium des Innern und für Heimat,119990617,Bundesministerium des Innern und für Heimat einssiebeneinseinsneunneunneun ,Bundesministerium des Innern und für Heimat einssiebeneinseinsneunneunneun  Vermischte Einnahmen,Vermischte Einnahmen,119990617.0
4114,1151,6,21,51401,97211.2,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium des Innern und für Heimat,514010621,Bundesministerium des Innern und für Heimat zweieinsfünfeinsviernulleins ,"Bundesministerium des Innern und für Heimat zweieinsfünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",514010622.0
4115,503,5,1,52511,96997.0,Aus- und Fortbildung,Auswärtiges Amt,525110501,Auswärtiges Amt nulleinsfünfzweifünfeinseins ,Auswärtiges Amt nulleinsfünfzweifünfeinseins  Aus- und Fortbildung,Aus- und Fortbildung,525110501.0
4116,762,6,2,27202,96656.72,Zuschüsse der Europäischen Union,Bundesministerium des Innern und für Heimat,272020602,Bundesministerium des Innern und für Heimat nullzweizweisiebenzweinullzwei ,Bundesministerium des Innern und für Heimat nullzweizweisiebenzweinullzwei  Zuschüsse der Europäischen Union,,
4117,1981,9,10,68601,96578.53,Zukunft der Industrie,Bundesministerium für Wirtschaft und Klimaschutz,686010910,Bundesministerium für Wirtschaft und Klimaschutz einsnullsechsachtsechsnulleins ,Bundesministerium für Wirtschaft und Klimaschutz einsnullsechsachtsechsnulleins  Zukunft der Industrie,Zukunft der Industrie,686010910.0
4118,3548,12,21,81222,96522.23,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Digitales und Verkehr,812221221,Bundesministerium für Digitales und Verkehr zweieinsachteinszweizweizwei ,"Bundesministerium für Digitales und Verkehr zweieinsachteinszweizweizwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812221221.0
4119,1149,6,21,45301,96393.27,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium des Innern und für Heimat,453010621,Bundesministerium des Innern und für Heimat zweieinsvierfünfdreinulleins ,"Bundesministerium des Innern und für Heimat zweieinsvierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen","Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",453010635.0
4120,2808,11,13,51421,96267.71,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium für Arbeit und Soziales,514211113,Bundesministerium für Arbeit und Soziales einsdreifünfeinsvierzweieins ,"Bundesministerium für Arbeit und Soziales einsdreifünfeinsvierzweieins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",514211113.0
4122,1109,6,19,52501,96202.21,Aus- und Fortbildung,Bundesministerium des Innern und für Heimat,525010619,Bundesministerium des Innern und für Heimat einsneunfünfzweifünfnulleins ,Bundesministerium des Innern und für Heimat einsneunfünfzweifünfnulleins  Aus- und Fortbildung,Aus- und Fortbildung,525010619.0
4123,2132,9,15,42261,95937.6,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Wirtschaft und Klimaschutz,422610915,Bundesministerium für Wirtschaft und Klimaschutz einsfünfvierzweizweisechseins ,Bundesministerium für Wirtschaft und Klimaschutz einsfünfvierzweizweisechseins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422610915.0
4124,682,5,13,27201,95454.2,Zuschüsse von der EU zur Durchführung von Aufträgen,Auswärtiges Amt,272010513,Auswärtiges Amt einsdreizweisiebenzweinulleins ,Auswärtiges Amt einsdreizweisiebenzweinulleins  Zuschüsse von der EU zur Durchführung von Aufträgen,Zuschüsse von der EU zur Durchführung von Aufträgen,272010513.0
4125,4136,15,16,51901,94737.67,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium für Gesundheit,519011516,Bundesministerium für Gesundheit einssechsfünfeinsneunnulleins ,Bundesministerium für Gesundheit einssechsfünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Unterhaltung der Grundstücke und baulichen Anlagen,519011516.0
4127,702,5,13,52501,94406.15,Aus- und Fortbildung,Auswärtiges Amt,525010513,Auswärtiges Amt einsdreifünfzweifünfnulleins ,Auswärtiges Amt einsdreifünfzweifünfnulleins  Aus- und Fortbildung,Aus- und Fortbildung,525010513.0
4129,492,4,55,52701,93996.44,Dienstreisen,Bundeskanzler und Bundeskanzleramt,527010455,Bundeskanzler und Bundeskanzleramt fünffünffünfzweisiebennulleins ,Bundeskanzler und Bundeskanzleramt fünffünffünfzweisiebennulleins  Dienstreisen,Dienstreisen,527010456.0
4130,1181,6,22,51801,93816.79,Mieten und Pachten,Bundesministerium des Innern und für Heimat,518010622,Bundesministerium des Innern und für Heimat zweizweifünfeinsachtnulleins ,Bundesministerium des Innern und für Heimat zweizweifünfeinsachtnulleins  Mieten und Pachten,Mieten und Pachten,518010620.0
4131,408,4,52,51801,93797.64,Mieten und Pachten,Bundeskanzler und Bundeskanzleramt,518010452,Bundeskanzler und Bundeskanzleramt fünfzweifünfeinsachtnulleins ,Bundeskanzler und Bundeskanzleramt fünfzweifünfeinsachtnulleins  Mieten und Pachten,Mieten und Pachten,518010452.0
4132,3156,12,10,89182,93666.64,Hardware-Nachrüstung von schweren Kommunaldieselfahrzeugen,Bundesministerium für Digitales und Verkehr,891821210,Bundesministerium für Digitales und Verkehr einsnullachtneuneinsachtzwei ,Bundesministerium für Digitales und Verkehr einsnullachtneuneinsachtzwei  Hardware-Nachrüstung von schweren Kommunaldieselfahrzeugen,Dienstreisen,527211218.0
4133,624,5,12,41211,93499.99,Dienstaufwandsentschädigung für Beauftragte,Auswärtiges Amt,412110512,Auswärtiges Amt einszweiviereinszweieinseins ,Auswärtiges Amt einszweiviereinszweieinseins  Dienstaufwandsentschädigung für Beauftragte,Dienstaufwandsentschädigung für Beauftragte,412110512.0
4134,4032,15,13,42759,93438.52,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Gesundheit,427591513,Bundesministerium für Gesundheit einsdreivierzweisiebenfünfneun ,"Bundesministerium für Gesundheit einsdreivierzweisiebenfünfneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427591513.0
4137,1924,9,1,89231,92568.0,Beschleunigte Modernisierung von Luftfahrzeugflotten - Innovationsprämie Luftfahrt,Bundesministerium für Wirtschaft und Klimaschutz,892310901,Bundesministerium für Wirtschaft und Klimaschutz nulleinsachtneunzweidreieins ,Bundesministerium für Wirtschaft und Klimaschutz nulleinsachtneunzweidreieins  Beschleunigte Modernisierung von Luftfahrzeugflotten - Innovationsprämie Luftfahrt,,
4138,1676,7,19,71101,92547.55,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium der Justiz,711010719,Bundesministerium der Justiz einsneunsiebeneinseinsnulleins ,"Bundesministerium der Justiz einsneunsiebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten","Kleine Neu-, Um- und Erweiterungsbauten",711010715.0
4139,4041,15,14,42811,92372.24,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Gesundheit,428111514,Bundesministerium für Gesundheit einsviervierzweiachteinseins ,Bundesministerium für Gesundheit einsviervierzweiachteinseins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428111517.0
4140,1142,6,21,68101,92161.92,Pensionszahlungen an ehemalige Bedienstete der Bundesbaugesellschaft Berlin mbH,Bundesministerium des Innern und für Heimat,681010621,Bundesministerium des Innern und für Heimat zweieinssechsachteinsnulleins ,Bundesministerium des Innern und für Heimat zweieinssechsachteinsnulleins  Pensionszahlungen an ehemalige Bedienstete der Bundesbaugesellschaft Berlin mbH,Pensionszahlungen an ehemalige Bedienstete der Bundesbaugesellschaft Berlin mbH,681012514.0
4141,642,5,12,71211,91996.88,Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Auswärtiges Amt,712110512,Auswärtiges Amt einszweisiebeneinszweieinseins ,Auswärtiges Amt einszweisiebeneinszweieinseins  Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,,
