,Epl.,Kap.,Tit.,Ist 2018,Zweckbestimmung,ministries,2018 id,id_nlp_help,id_nlp,2018 Zweck,id
3444,9,16,42739,242221.74,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Wirtschaft und Klimaschutz,427390916,Bundesministerium für Wirtschaft und Klimaschutz einssechsvierzweisiebendreineun ,"Bundesministerium für Wirtschaft und Klimaschutz einssechsvierzweisiebendreineun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Wirtschaft und Klimaschutz,427390916.0
3445,6,17,38101,241873.39,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium des Innern und für Heimat,381010617,Bundesministerium des Innern und für Heimat einssiebendreiachteinsnulleins ,Bundesministerium des Innern und für Heimat einssiebendreiachteinsnulleins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium des Innern und für Heimat,381010617.0
3446,17,13,51401,241873.11,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Bundesministerium für Familie, Senioren, Frauen und Jugend",514011713,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsdreifünfeinsviernulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsdreifünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Bundesministerium für Familie, Senioren, Frauen und Jugend",514011713.0
3447,4,31,63257,241663.17,Erstattungen des Bundes für Versorgungslasten,Bundeskanzler und Bundeskanzleramt,632570431,Bundeskanzler und Bundeskanzleramt dreieinssechsdreizweifünfsieben ,Bundeskanzler und Bundeskanzleramt dreieinssechsdreizweifünfsieben  Erstattungen des Bundes für Versorgungslasten,Bundeskanzler und Bundeskanzleramt,632570431.0
3449,15,17,51801,241326.98,Mieten und Pachten,Bundesministerium für Gesundheit,518011517,Bundesministerium für Gesundheit einssiebenfünfeinsachtnulleins ,Bundesministerium für Gesundheit einssiebenfünfeinsachtnulleins  Mieten und Pachten,Bundesministerium für Gesundheit,518011517.0
3450,5,4,98103,240159.1,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Auswärtiges Amt,981030504,Auswärtiges Amt nullvierneunachteinsnulldrei ,Auswärtiges Amt nullvierneunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Auswärtiges Amt,981030502.0
3451,16,1,98103,239737.47,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",981031601,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleinsneunachteinsnulldrei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleinsneunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",981031601.0
3452,15,15,54761,238958.8,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Gesundheit,547611515,Bundesministerium für Gesundheit einsfünffünfviersiebensechseins ,Bundesministerium für Gesundheit einsfünffünfviersiebensechseins  Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Gesundheit,547611515.0
3455,7,16,42709,236756.0,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium der Justiz,427090716,Bundesministerium der Justiz einssechsvierzweisiebennullneun ,"Bundesministerium der Justiz einssechsvierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium der Justiz,427090716.0
3456,6,15,81101,236194.17,Erwerb von Fahrzeugen,Bundesministerium des Innern und für Heimat,811010615,Bundesministerium des Innern und für Heimat einsfünfachteinseinsnulleins ,Bundesministerium des Innern und für Heimat einsfünfachteinseinsnulleins  Erwerb von Fahrzeugen,Bundesministerium des Innern und für Heimat,811010633.0
3458,5,13,54411,235630.04,"Forschung, Untersuchungen und Ähnliches",Auswärtiges Amt,544110513,Auswärtiges Amt einsdreifünfvierviereinseins ,"Auswärtiges Amt einsdreifünfvierviereinseins  Forschung, Untersuchungen und Ähnliches",Auswärtiges Amt,544110513.0
3459,10,12,52501,235297.55,Aus- und Fortbildung,Bundesministerium für Ernährung und Landwirtschaft,525011012,Bundesministerium für Ernährung und Landwirtschaft einszweifünfzweifünfnulleins ,Bundesministerium für Ernährung und Landwirtschaft einszweifünfzweifünfnulleins  Aus- und Fortbildung,Bundesministerium für Ernährung und Landwirtschaft,525011012.0
3460,17,11,52602,235237.07,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen","Bundesministerium für Familie, Senioren, Frauen und Jugend",526021711,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsfünfzweisechsnullzwei ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsfünfzweisechsnullzwei  Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen","Bundesministerium für Familie, Senioren, Frauen und Jugend",526021711.0
3461,16,12,81201,234818.76,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",812011612,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einszweiachteinszweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einszweiachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",812011612.0
3462,6,21,42203,234651.56,Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,Bundesministerium des Innern und für Heimat,422030621,Bundesministerium des Innern und für Heimat zweieinsvierzweizweinulldrei ,Bundesministerium des Innern und für Heimat zweieinsvierzweizweinulldrei  Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,Bundesministerium für Arbeit und Soziales,422131116.0
3463,6,2,53215,234552.24,"Ressort-CIO, IT-Steuerung und IT-Controlling im BMI und im Geschäftsbereich",Bundesministerium des Innern und für Heimat,532150602,Bundesministerium des Innern und für Heimat nullzweifünfdreizweieinsfünf ,"Bundesministerium des Innern und für Heimat nullzweifünfdreizweieinsfünf  Ressort-CIO, IT-Steuerung und IT-Controlling im BMI und im Geschäftsbereich",Bundesministerium des Innern und für Heimat,532150602.0
3465,6,5,66361,232781.94,Zuschüsse zur Deckung laufender Aufwendungen,Bundesministerium des Innern und für Heimat,663610605,Bundesministerium des Innern und für Heimat nullfünfsechssechsdreisechseins ,Bundesministerium des Innern und für Heimat nullfünfsechssechsdreisechseins  Zuschüsse zur Deckung laufender Aufwendungen,Bundesministerium des Innern und für Heimat,532130602.0
3466,17,3,89322,232757.92,"Zuschüsse zum Bau, zur Modernisierung sowie für Sanierungsmaßnahmen und zur Einrichtung von Familienferienstätten","Bundesministerium für Familie, Senioren, Frauen und Jugend",893221703,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulldreiachtneundreizweizwei ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulldreiachtneundreizweizwei  Zuschüsse zum Bau, zur Modernisierung sowie für Sanierungsmaßnahmen und zur Einrichtung von Familienferienstätten","Bundesministerium für Familie, Senioren, Frauen und Jugend",893221703.0
3467,2,12,42203,232559.3,Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,Deutscher Bundestag,422030212,Deutscher Bundestag einszweivierzweizweinulldrei ,Deutscher Bundestag einszweivierzweizweinulldrei  Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,Deutscher Bundestag,422030212.0
3468,12,11,38107,232535.32,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Bundesministerium für Digitales und Verkehr,381071211,Bundesministerium für Digitales und Verkehr einseinsdreiachteinsnullsieben ,Bundesministerium für Digitales und Verkehr einseinsdreiachteinsnullsieben  Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Bundesministerium für Digitales und Verkehr,381071211.0
3469,7,19,51801,232504.48,Mieten und Pachten,Bundesministerium der Justiz,518010719,Bundesministerium der Justiz einsneunfünfeinsachtnulleins ,Bundesministerium der Justiz einsneunfünfeinsachtnulleins  Mieten und Pachten,Bundesministerium der Justiz,518010719.0
3470,6,16,53919,232305.39,Vermischte Verwaltungsausgaben,Bundesministerium des Innern und für Heimat,539190616,Bundesministerium des Innern und für Heimat einssechsfünfdreineuneinsneun ,Bundesministerium des Innern und für Heimat einssechsfünfdreineuneinsneun  Vermischte Verwaltungsausgaben,Bundesministerium des Innern und für Heimat,539190616.0
3471,6,2,53204,232026.02,Ausgaben im Zusammenhang mit Projekten der Europäischen Union,Bundesministerium des Innern und für Heimat,532040602,Bundesministerium des Innern und für Heimat nullzweifünfdreizweinullvier ,Bundesministerium des Innern und für Heimat nullzweifünfdreizweinullvier  Ausgaben im Zusammenhang mit Projekten der Europäischen Union,Bundesministerium des Innern und für Heimat,272020615.0
3472,11,16,81202,231786.48,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Arbeit und Soziales,812021116,Bundesministerium für Arbeit und Soziales einssechsachteinszweinullzwei ,"Bundesministerium für Arbeit und Soziales einssechsachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Arbeit und Soziales,812021116.0
3473,15,14,42211,231715.14,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Gesundheit,422111514,Bundesministerium für Gesundheit einsviervierzweizweieinseins ,Bundesministerium für Gesundheit einsviervierzweizweieinseins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,,
3475,16,2,98103,231368.35,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",981031602,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweineunachteinsnulldrei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweineunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",981031613.0
3476,4,13,54501,230555.11,"Konferenzen, Tagungen, Messen und Ausstellungen",Bundeskanzler und Bundeskanzleramt,545010413,Bundeskanzler und Bundeskanzleramt einsdreifünfvierfünfnulleins ,"Bundeskanzler und Bundeskanzleramt einsdreifünfvierfünfnulleins  Konferenzen, Tagungen, Messen und Ausstellungen",Bundeskanzler und Bundeskanzleramt,545010413.0
3477,6,2,27202,230302.24,Zuschüsse der Europäischen Union,Bundesministerium des Innern und für Heimat,272020602,Bundesministerium des Innern und für Heimat nullzweizweisiebenzweinullzwei ,Bundesministerium des Innern und für Heimat nullzweizweisiebenzweinullzwei  Zuschüsse der Europäischen Union,,
3478,6,29,38101,230097.58,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium des Innern und für Heimat,381010629,Bundesministerium des Innern und für Heimat zweineundreiachteinsnulleins ,Bundesministerium des Innern und für Heimat zweineundreiachteinsnulleins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium des Innern und für Heimat,381010629.0
3479,15,12,53999,229988.53,Vermischte Verwaltungsausgaben,Bundesministerium für Gesundheit,539991512,Bundesministerium für Gesundheit einszweifünfdreineunneunneun ,Bundesministerium für Gesundheit einszweifünfdreineunneunneun  Vermischte Verwaltungsausgaben,Bundesministerium für Gesundheit,539991512.0
3480,11,3,63641,229803.08,Heil- und Krankenbehandlung für Berechtigte nach dem ZDG,Bundesministerium für Arbeit und Soziales,636411103,Bundesministerium für Arbeit und Soziales nulldreisechsdreisechsviereins ,Bundesministerium für Arbeit und Soziales nulldreisechsdreisechsviereins  Heil- und Krankenbehandlung für Berechtigte nach dem ZDG,Bundesministerium für Arbeit und Soziales,636411103.0
3481,23,11,63257,228705.44,Erstattungen des Bundes für Versorgungslasten,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,632572311,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseinssechsdreizweifünfsieben ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseinssechsdreizweifünfsieben  Erstattungen des Bundes für Versorgungslasten,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,632572311.0
3482,17,15,42709,228128.38,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Bundesministerium für Familie, Senioren, Frauen und Jugend",427091715,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsfünfvierzweisiebennullneun ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsfünfvierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Bundesministerium für Familie, Senioren, Frauen und Jugend",427091715.0
3484,20,12,51901,228057.16,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesrechnungshof,519012012,Bundesrechnungshof einszweifünfeinsneunnulleins ,Bundesrechnungshof einszweifünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Bundesrechnungshof,519012012.0
3485,4,53,51901,227793.38,Unterhaltung der Grundstücke und baulichen Anlagen,Bundeskanzler und Bundeskanzleramt,519010453,Bundeskanzler und Bundeskanzleramt fünfdreifünfeinsneunnulleins ,Bundeskanzler und Bundeskanzleramt fünfdreifünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Bundeskanzler und Bundeskanzleramt,519010453.0
3486,4,32,51801,227676.05,Mieten und Pachten,Bundeskanzler und Bundeskanzleramt,518010432,Bundeskanzler und Bundeskanzleramt dreizweifünfeinsachtnulleins ,Bundeskanzler und Bundeskanzleramt dreizweifünfeinsachtnulleins  Mieten und Pachten,Bundeskanzler und Bundeskanzleramt,518010432.0
3487,11,6,42719,227223.45,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Arbeit und Soziales,427191106,Bundesministerium für Arbeit und Soziales nullsechsvierzweisiebeneinsneun ,"Bundesministerium für Arbeit und Soziales nullsechsvierzweisiebeneinsneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Arbeit und Soziales,427191106.0
3488,11,6,38103,226581.32,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Bundesministerium für Arbeit und Soziales,381031106,Bundesministerium für Arbeit und Soziales nullsechsdreiachteinsnulldrei ,Bundesministerium für Arbeit und Soziales nullsechsdreiachteinsnulldrei  Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Bundesministerium für Arbeit und Soziales,981031107.0
3489,12,4,89403,225794.85,Unterstützung des flächendeckenden Breitbandausbaus,Bundesministerium für Digitales und Verkehr,894031204,Bundesministerium für Digitales und Verkehr nullvierachtneunviernulldrei ,Bundesministerium für Digitales und Verkehr nullvierachtneunviernulldrei  Unterstützung des flächendeckenden Breitbandausbaus,Bundesministerium für Digitales und Verkehr,544011220.0
3490,11,6,54211,225704.29,Öffentlichkeitsarbeit,Bundesministerium für Arbeit und Soziales,542111106,Bundesministerium für Arbeit und Soziales nullsechsfünfvierzweieinseins ,Bundesministerium für Arbeit und Soziales nullsechsfünfvierzweieinseins  Öffentlichkeitsarbeit,Bundesministerium für Arbeit und Soziales,542111106.0
3491,19,12,81202,225430.17,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesverfassungsgericht,812021912,Bundesverfassungsgericht einszweiachteinszweinullzwei ,"Bundesverfassungsgericht einszweiachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesverfassungsgericht,812021912.0
3492,12,20,54411,225363.21,"Forschung, Untersuchungen und Ähnliches",Bundesministerium für Digitales und Verkehr,544111220,Bundesministerium für Digitales und Verkehr zweinullfünfvierviereinseins ,"Bundesministerium für Digitales und Verkehr zweinullfünfvierviereinseins  Forschung, Untersuchungen und Ähnliches",Bundesministerium für Digitales und Verkehr,544111220.0
3495,16,16,52501,225009.18,Aus- und Fortbildung,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",525011616,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechsfünfzweifünfnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechsfünfzweifünfnulleins  Aus- und Fortbildung","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",525011616.0
3497,4,52,68512,223000.0,Zuschuss für den Beschwerdeausschuss des Deutschen Presserates,Bundeskanzler und Bundeskanzleramt,685120452,Bundeskanzler und Bundeskanzleramt fünfzweisechsachtfünfeinszwei ,Bundeskanzler und Bundeskanzleramt fünfzweisechsachtfünfeinszwei  Zuschuss für den Beschwerdeausschuss des Deutschen Presserates,Bundeskanzler und Bundeskanzleramt,685120452.0
3498,11,11,52703,222604.12,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,Bundesministerium für Arbeit und Soziales,527031111,Bundesministerium für Arbeit und Soziales einseinsfünfzweisiebennulldrei ,Bundesministerium für Arbeit und Soziales einseinsfünfzweisiebennulldrei  Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,Bundesministerium für Arbeit und Soziales,527031111.0
3499,4,12,71201,222301.81,Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Bundeskanzler und Bundeskanzleramt,712010412,Bundeskanzler und Bundeskanzleramt einszweisiebeneinszweinulleins ,Bundeskanzler und Bundeskanzleramt einszweisiebeneinszweinulleins  Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Bundeskanzler und Bundeskanzleramt,712010412.0
3502,4,31,42401,221902.61,Zuführung an die Versorgungsrücklage,Bundeskanzler und Bundeskanzleramt,424010431,Bundeskanzler und Bundeskanzleramt dreieinsvierzweiviernulleins ,Bundeskanzler und Bundeskanzleramt dreieinsvierzweiviernulleins  Zuführung an die Versorgungsrücklage,Bundeskanzler und Bundeskanzleramt,424010431.0
3503,2,12,11901,221809.03,Einnahmen aus Veröffentlichungen,Deutscher Bundestag,119010212,Deutscher Bundestag einszweieinseinsneunnulleins ,Deutscher Bundestag einszweieinseinsneunnulleins  Einnahmen aus Veröffentlichungen,Deutscher Bundestag,119010212.0
3504,6,28,68102,221045.88,Erstattung von Schadenersatzleistungen an Dritte sowie Erstattung von Unfallversicherungsleistungen,Bundesministerium des Innern und für Heimat,681020628,Bundesministerium des Innern und für Heimat zweiachtsechsachteinsnullzwei ,Bundesministerium des Innern und für Heimat zweiachtsechsachteinsnullzwei  Erstattung von Schadenersatzleistungen an Dritte sowie Erstattung von Unfallversicherungsleistungen,Bundesministerium des Innern und für Heimat,681020628.0
3505,6,14,42811,220895.92,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium des Innern und für Heimat,428110614,Bundesministerium des Innern und für Heimat einsviervierzweiachteinseins ,Bundesministerium des Innern und für Heimat einsviervierzweiachteinseins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium des Innern und für Heimat,428110614.0
3506,6,23,42811,220720.21,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium des Innern und für Heimat,428110623,Bundesministerium des Innern und für Heimat zweidreivierzweiachteinseins ,Bundesministerium des Innern und für Heimat zweidreivierzweiachteinseins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium des Innern und für Heimat,428110623.0
3507,6,25,45101,220567.14,Zuschüsse an Kantineneinrichtungen Dritter,Bundesministerium des Innern und für Heimat,451010625,Bundesministerium des Innern und für Heimat zweifünfvierfünfeinsnulleins ,Bundesministerium des Innern und für Heimat zweifünfvierfünfeinsnulleins  Zuschüsse an Kantineneinrichtungen Dritter,,
3508,8,1,63633,220363.12,Zahlungen gemäß Art. 6 §§ 18 und 21 des Fremdrenten- und Auslandsrenten-Neuregelungsgesetzes vom 25. Februar 1960,Bundesministerium der Finanzen,636330801,Bundesministerium der Finanzen nulleinssechsdreisechsdreidrei ,Bundesministerium der Finanzen nulleinssechsdreisechsdreidrei  Zahlungen gemäß Art. 6 §§ 18 und 21 des Fremdrenten- und Auslandsrenten-Neuregelungsgesetzes vom 25. Februar 1960,Bundesministerium der Finanzen,636330801.0
3509,11,11,52601,218358.89,Gerichts- und ähnliche Kosten,Bundesministerium für Arbeit und Soziales,526011111,Bundesministerium für Arbeit und Soziales einseinsfünfzweisechsnulleins ,Bundesministerium für Arbeit und Soziales einseinsfünfzweisechsnulleins  Gerichts- und ähnliche Kosten,Bundesministerium für Arbeit und Soziales,526011111.0
3510,5,12,51411,218140.43,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Auswärtiges Amt,514110512,Auswärtiges Amt einszweifünfeinsviereinseins ,"Auswärtiges Amt einszweifünfeinsviereinseins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Auswärtiges Amt,514110512.0
3511,4,11,23257,218117.03,Beteiligung an den Versorgungslasten des Bundes,Bundeskanzler und Bundeskanzleramt,232570411,Bundeskanzler und Bundeskanzleramt einseinszweidreizweifünfsieben ,Bundeskanzler und Bundeskanzleramt einseinszweidreizweifünfsieben  Beteiligung an den Versorgungslasten des Bundes,Bundeskanzler und Bundeskanzleramt,232570411.0
3512,12,20,53909,217803.21,Vermischte Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,539091220,Bundesministerium für Digitales und Verkehr zweinullfünfdreineunnullneun ,Bundesministerium für Digitales und Verkehr zweinullfünfdreineunnullneun  Vermischte Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,539091220.0
3513,4,55,81201,217403.34,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundeskanzler und Bundeskanzleramt,812010455,Bundeskanzler und Bundeskanzleramt fünffünfachteinszweinulleins ,"Bundeskanzler und Bundeskanzleramt fünffünfachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundeskanzler und Bundeskanzleramt,812010452.0
3514,6,19,98103,217282.33,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium des Innern und für Heimat,981030619,Bundesministerium des Innern und für Heimat einsneunneunachteinsnulldrei ,Bundesministerium des Innern und für Heimat einsneunneunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium des Innern und für Heimat,981030619.0
3515,12,10,68608,215664.0,Förderung des Normenwesens,Bundesministerium für Digitales und Verkehr,686081210,Bundesministerium für Digitales und Verkehr einsnullsechsachtsechsnullacht ,Bundesministerium für Digitales und Verkehr einsnullsechsachtsechsnullacht  Förderung des Normenwesens,Bundesministerium für Digitales und Verkehr,686081210.0
3516,6,14,38103,215504.17,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Bundesministerium des Innern und für Heimat,381030614,Bundesministerium des Innern und für Heimat einsvierdreiachteinsnulldrei ,Bundesministerium des Innern und für Heimat einsvierdreiachteinsnulldrei  Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Bundesministerium des Innern und für Heimat,381030634.0
3518,12,17,98103,214919.64,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Digitales und Verkehr,981031217,Bundesministerium für Digitales und Verkehr einssiebenneunachteinsnulldrei ,Bundesministerium für Digitales und Verkehr einssiebenneunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Digitales und Verkehr,981031217.0
3520,7,11,52703,212479.12,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,Bundesministerium der Justiz,527030711,Bundesministerium der Justiz einseinsfünfzweisiebennulldrei ,Bundesministerium der Justiz einseinsfünfzweisiebennulldrei  Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,Bundesministerium der Justiz,527030711.0
3521,2,11,52901,212338.54,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,Deutscher Bundestag,529010211,Deutscher Bundestag einseinsfünfzweineunnulleins ,Deutscher Bundestag einseinsfünfzweineunnulleins  Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,Deutscher Bundestag,529010211.0
3522,6,1,53249,212140.28,Ausgaben aus Anlass von Verfassungsjubiläen und Gedenktagen,Bundesministerium des Innern und für Heimat,532490601,Bundesministerium des Innern und für Heimat nulleinsfünfdreizweivierneun ,Bundesministerium des Innern und für Heimat nulleinsfünfdreizweivierneun  Ausgaben aus Anlass von Verfassungsjubiläen und Gedenktagen,Bundesministerium des Innern und für Heimat,532490601.0
3523,11,16,53999,211883.48,Vermischte Verwaltungsausgaben,Bundesministerium für Arbeit und Soziales,539991116,Bundesministerium für Arbeit und Soziales einssechsfünfdreineunneunneun ,Bundesministerium für Arbeit und Soziales einssechsfünfdreineunneunneun  Vermischte Verwaltungsausgaben,Bundesministerium für Arbeit und Soziales,539991116.0
3525,10,18,81201,210926.12,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Ernährung und Landwirtschaft,812011018,Bundesministerium für Ernährung und Landwirtschaft einsachtachteinszweinulleins ,"Bundesministerium für Ernährung und Landwirtschaft einsachtachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Ernährung und Landwirtschaft,812011018.0
