,index,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,ministries,id,id_nlp_help,id_nlp
4008,873,6,10,11999,187622.98,Vermischte Einnahmen,Bundesministerium des Innern und für Heimat,061011999,Bundesministerium des Innern und für Heimat einsnull einseinsneunneunneun ,Bundesministerium des Innern und für Heimat einsnull einseinsneunneunneun  Vermischte Einnahmen
4009,13,1,11,43457,186772.13,Zuführung an die Versorgungsrücklage,Bundespräsident und Bundespräsidialamt,011143457,Bundespräsident und Bundespräsidialamt einseins vierdreivierfünfsieben ,Bundespräsident und Bundespräsidialamt einseins vierdreivierfünfsieben  Zuführung an die Versorgungsrücklage
4010,4602,19,11,42401,186463.79,Zuführung an die Versorgungsrücklage,Bundesverfassungsgericht,191142401,Bundesverfassungsgericht einseins vierzweiviernulleins ,Bundesverfassungsgericht einseins vierzweiviernulleins  Zuführung an die Versorgungsrücklage
4011,211,3,12,53205,186213.82,Ausgaben zur Förderung der zwischenstaatlichen Zusammenarbeit,Bundesrat,031253205,Bundesrat einszwei fünfdreizweinullfünf ,Bundesrat einszwei fünfdreizweinullfünf  Ausgaben zur Förderung der zwischenstaatlichen Zusammenarbeit
4012,4509,17,11,52703,185711.69,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171152703,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseins fünfzweisiebennulldrei ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseins fünfzweisiebennulldrei  Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen"
4013,1973,9,12,45999,185443.53,Vermischte Personalausgaben,Bundesministerium für Wirtschaft und Klimaschutz,091245999,Bundesministerium für Wirtschaft und Klimaschutz einszwei vierfünfneunneunneun ,Bundesministerium für Wirtschaft und Klimaschutz einszwei vierfünfneunneunneun  Vermischte Personalausgaben
4014,2370,10,12,13201,185316.89,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium für Ernährung und Landwirtschaft,101213201,Bundesministerium für Ernährung und Landwirtschaft einszwei einsdreizweinulleins ,Bundesministerium für Ernährung und Landwirtschaft einszwei einsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen
4015,1041,6,16,42739,185316.16,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium des Innern und für Heimat,061642739,Bundesministerium des Innern und für Heimat einssechs vierzweisiebendreineun ,"Bundesministerium des Innern und für Heimat einssechs vierzweisiebendreineun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
4016,1631,8,1,68123,185124.7,Abschließende Leistungen zur Abgeltung von Härten in Einzelfällen nach dem AKG,Bundesministerium der Finanzen,080168123,Bundesministerium der Finanzen nulleins sechsachteinszweidrei ,Bundesministerium der Finanzen nulleins sechsachteinszweidrei  Abschließende Leistungen zur Abgeltung von Härten in Einzelfällen nach dem AKG
4017,3579,12,28,81202,185079.75,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Digitales und Verkehr,122881202,Bundesministerium für Digitales und Verkehr zweiacht achteinszweinullzwei ,"Bundesministerium für Digitales und Verkehr zweiacht achteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik"
4018,1045,6,17,54711,184185.52,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium des Innern und für Heimat,061754711,Bundesministerium des Innern und für Heimat einssieben fünfviersiebeneinseins ,Bundesministerium des Innern und für Heimat einssieben fünfviersiebeneinseins  Nicht aufteilbare sächliche Verwaltungsausgaben
4019,2617,11,3,68701,184023.06,Versorgungsleistungen aufgrund inter- und supranationaler Verträge und Übereinkommen,Bundesministerium für Arbeit und Soziales,110368701,Bundesministerium für Arbeit und Soziales nulldrei sechsachtsiebennulleins ,Bundesministerium für Arbeit und Soziales nulldrei sechsachtsiebennulleins  Versorgungsleistungen aufgrund inter- und supranationaler Verträge und Übereinkommen
4020,4055,15,15,42749,183898.48,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Gesundheit,151542749,Bundesministerium für Gesundheit einsfünf vierzweisiebenvierneun ,"Bundesministerium für Gesundheit einsfünf vierzweisiebenvierneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
4021,3448,12,20,54741,183842.79,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,122054741,Bundesministerium für Digitales und Verkehr zweinull fünfviersiebenviereins ,Bundesministerium für Digitales und Verkehr zweinull fünfviersiebenviereins  Nicht aufteilbare sächliche Verwaltungsausgaben
4022,4507,17,11,52601,183515.17,Gerichts- und ähnliche Kosten,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171152601,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseins fünfzweisechsnulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseins fünfzweisechsnulleins  Gerichts- und ähnliche Kosten"
4024,3535,12,22,81202,181851.43,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Digitales und Verkehr,122281202,Bundesministerium für Digitales und Verkehr zweizwei achteinszweinullzwei ,"Bundesministerium für Digitales und Verkehr zweizwei achteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik"
4025,608,5,11,98101,181776.07,Leistungen an Bundesbehörden zur Durchführung von Aufträgen,Auswärtiges Amt,051198101,Auswärtiges Amt einseins neunachteinsnulleins ,Auswärtiges Amt einseins neunachteinsnulleins  Leistungen an Bundesbehörden zur Durchführung von Aufträgen
4026,5133,30,12,81201,181594.59,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Bildung und Forschung,301281201,Bundesministerium für Bildung und Forschung einszwei achteinszweinulleins ,"Bundesministerium für Bildung und Forschung einszwei achteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)"
4027,4126,15,16,51901,181221.2,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium für Gesundheit,151651901,Bundesministerium für Gesundheit einssechs fünfeinsneunnulleins ,Bundesministerium für Gesundheit einssechs fünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen
4029,1382,6,34,53999,180604.81,Vermischte Verwaltungsausgaben,Bundesministerium des Innern und für Heimat,063453999,Bundesministerium des Innern und für Heimat dreivier fünfdreineunneunneun ,Bundesministerium des Innern und für Heimat dreivier fünfdreineunneunneun  Vermischte Verwaltungsausgaben
4031,4801,23,11,44301,180337.29,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,231144301,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseins viervierdreinulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseins viervierdreinulleins  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften
4032,2246,10,2,38103,179514.5,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Bundesministerium für Ernährung und Landwirtschaft,100238103,Bundesministerium für Ernährung und Landwirtschaft nullzwei dreiachteinsnulldrei ,Bundesministerium für Ernährung und Landwirtschaft nullzwei dreiachteinsnulldrei  Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7
4033,1532,7,15,53999,179416.2,Vermischte Verwaltungsausgaben,Bundesministerium der Justiz,071553999,Bundesministerium der Justiz einsfünf fünfdreineunneunneun ,Bundesministerium der Justiz einsfünf fünfdreineunneunneun  Vermischte Verwaltungsausgaben
4034,2851,11,16,45919,179411.28,Vermischte Personalausgaben,Bundesministerium für Arbeit und Soziales,111645919,Bundesministerium für Arbeit und Soziales einssechs vierfünfneuneinsneun ,Bundesministerium für Arbeit und Soziales einssechs vierfünfneuneinsneun  Vermischte Personalausgaben
4035,4089,15,16,11901,179237.3,Einnahmen aus Veröffentlichungen,Bundesministerium für Gesundheit,151611901,Bundesministerium für Gesundheit einssechs einseinsneunnulleins ,Bundesministerium für Gesundheit einssechs einseinsneunnulleins  Einnahmen aus Veröffentlichungen
4036,31,1,12,51401,179118.66,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundespräsident und Bundespräsidialamt,011251401,Bundespräsident und Bundespräsidialamt einszwei fünfeinsviernulleins ,"Bundespräsident und Bundespräsidialamt einszwei fünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl."
4037,2443,10,14,81221,179080.98,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Ernährung und Landwirtschaft,101481221,Bundesministerium für Ernährung und Landwirtschaft einsvier achteinszweizweieins ,"Bundesministerium für Ernährung und Landwirtschaft einsvier achteinszweizweieins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)"
4038,82,2,12,11901,178975.6,Einnahmen aus Veröffentlichungen,Deutscher Bundestag,021211901,Deutscher Bundestag einszwei einseinsneunnulleins ,Deutscher Bundestag einszwei einseinsneunnulleins  Einnahmen aus Veröffentlichungen
4041,4871,25,2,88222,178164.85,Förderung von Investitionen in nationale Projekte des Städtebaus,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",250288222,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen nullzwei achtachtzweizweizwei ","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen nullzwei achtachtzweizweizwei  Förderung von Investitionen in nationale Projekte des Städtebaus"
4043,4829,25,1,17207,177322.13,Tilgungsbeträge von Ländern,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",250117207,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen nulleins einssiebenzweinullsieben ","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen nulleins einssiebenzweinullsieben  Tilgungsbeträge von Ländern"
4044,1065,6,19,11999,175530.0,Vermischte Einnahmen,Bundesministerium des Innern und für Heimat,061911999,Bundesministerium des Innern und für Heimat einsneun einseinsneunneunneun ,Bundesministerium des Innern und für Heimat einsneun einseinsneunneunneun  Vermischte Einnahmen
4045,5043,30,3,89490,175000.0,StIL - Investitionen,Bundesministerium für Bildung und Forschung,300389490,Bundesministerium für Bildung und Forschung nulldrei achtneunvierneunnull ,Bundesministerium für Bildung und Forschung nulldrei achtneunvierneunnull  StIL - Investitionen
4046,715,5,13,42749,174809.19,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Auswärtiges Amt,051342749,Auswärtiges Amt einsdrei vierzweisiebenvierneun ,"Auswärtiges Amt einsdrei vierzweisiebenvierneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
4047,4838,25,1,53204,174671.3,Fortentwicklung von IT-Standards für den Datenaustausch in der öffentlichen Verwaltung (XÖV-Standards),"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",250153204,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen nulleins fünfdreizweinullvier ","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen nulleins fünfdreizweinullvier  Fortentwicklung von IT-Standards für den Datenaustausch in der öffentlichen Verwaltung (XÖV-Standards)"
4048,823,6,2,63233,174300.0,Zuschuss an das Land Rheinland-Pfalz für die Deutsche Universität für Verwaltungswissenschaften in Speyer,Bundesministerium des Innern und für Heimat,060263233,Bundesministerium des Innern und für Heimat nullzwei sechsdreizweidreidrei ,Bundesministerium des Innern und für Heimat nullzwei sechsdreizweidreidrei  Zuschuss an das Land Rheinland-Pfalz für die Deutsche Universität für Verwaltungswissenschaften in Speyer
4049,3747,14,8,63301,173494.01,Zuweisungen an Gemeinden und Gemeindeverbände zur Straßenunterhaltung,Bundesministerium der Verteidigung,140863301,Bundesministerium der Verteidigung nullacht sechsdreidreinulleins ,Bundesministerium der Verteidigung nullacht sechsdreidreinulleins  Zuweisungen an Gemeinden und Gemeindeverbände zur Straßenunterhaltung
4050,289,4,15,68502,173226.79,Zukunftszentrum für Deutsche Einheit und Europäische Transformation - Betrieb,Bundeskanzler und Bundeskanzleramt,041568502,Bundeskanzler und Bundeskanzleramt einsfünf sechsachtfünfnullzwei ,Bundeskanzler und Bundeskanzleramt einsfünf sechsachtfünfnullzwei  Zukunftszentrum für Deutsche Einheit und Europäische Transformation - Betrieb
4051,4692,21,11,54501,173215.64,"Konferenzen, Tagungen, Messen und Ausstellungen",Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,211154501,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einseins fünfvierfünfnulleins ,"Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einseins fünfvierfünfnulleins  Konferenzen, Tagungen, Messen und Ausstellungen"
4052,2521,10,16,53201,173179.13,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Ernährung und Landwirtschaft,101653201,Bundesministerium für Ernährung und Landwirtschaft einssechs fünfdreizweinulleins ,Bundesministerium für Ernährung und Landwirtschaft einssechs fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik
4053,4527,17,12,52501,173178.27,Aus- und Fortbildung,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171252501,"Bundesministerium für Familie, Senioren, Frauen und Jugend einszwei fünfzweifünfnulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einszwei fünfzweifünfnulleins  Aus- und Fortbildung"
4056,4887,25,2,88271,172980.0,Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL),"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",250288271,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen nullzwei achtachtzweisiebeneins ","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen nullzwei achtachtzweisiebeneins  Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL)"
4057,2838,11,16,23604,172794.97,"Erstattung der Aufwendungen für die Begleitung der Weiterentwicklung der Informationstechnik der Sozialversicherung für Landwirtschaft, Forsten und Gartenbau",Bundesministerium für Arbeit und Soziales,111623604,Bundesministerium für Arbeit und Soziales einssechs zweidreisechsnullvier ,"Bundesministerium für Arbeit und Soziales einssechs zweidreisechsnullvier  Erstattung der Aufwendungen für die Begleitung der Weiterentwicklung der Informationstechnik der Sozialversicherung für Landwirtschaft, Forsten und Gartenbau"
4058,4125,15,16,51801,172745.67,Mieten und Pachten,Bundesministerium für Gesundheit,151651801,Bundesministerium für Gesundheit einssechs fünfeinsachtnulleins ,Bundesministerium für Gesundheit einssechs fünfeinsachtnulleins  Mieten und Pachten
4059,1587,7,18,81201,172671.4,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium der Justiz,071881201,Bundesministerium der Justiz einsacht achteinszweinulleins ,"Bundesministerium der Justiz einsacht achteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)"
4060,3754,14,8,98103,172242.17,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium der Verteidigung,140898103,Bundesministerium der Verteidigung nullacht neunachteinsnulldrei ,Bundesministerium der Verteidigung nullacht neunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7
4061,4931,25,12,51801,171450.41,Mieten und Pachten,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",251251801,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einszwei fünfeinsachtnulleins ","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einszwei fünfeinsachtnulleins  Mieten und Pachten"
4062,4152,15,17,42749,171276.2,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Gesundheit,151742749,Bundesministerium für Gesundheit einssieben vierzweisiebenvierneun ,"Bundesministerium für Gesundheit einssieben vierzweisiebenvierneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
4063,2216,9,18,42821,171207.58,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Wirtschaft und Klimaschutz,091842821,Bundesministerium für Wirtschaft und Klimaschutz einsacht vierzweiachtzweieins ,Bundesministerium für Wirtschaft und Klimaschutz einsacht vierzweiachtzweieins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
4065,4019,15,13,54781,170433.97,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Gesundheit,151354781,Bundesministerium für Gesundheit einsdrei fünfviersiebenachteins ,Bundesministerium für Gesundheit einsdrei fünfviersiebenachteins  Nicht aufteilbare sächliche Verwaltungsausgaben
4068,336,4,32,51901,169930.33,Unterhaltung der Grundstücke und baulichen Anlagen,Bundeskanzler und Bundeskanzleramt,043251901,Bundeskanzler und Bundeskanzleramt dreizwei fünfeinsneunnulleins ,Bundeskanzler und Bundeskanzleramt dreizwei fünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen
4069,951,6,14,38103,169916.9,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Bundesministerium des Innern und für Heimat,061438103,Bundesministerium des Innern und für Heimat einsvier dreiachteinsnulldrei ,Bundesministerium des Innern und für Heimat einsvier dreiachteinsnulldrei  Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7
4070,2612,11,3,15201,169878.19,Zinsen und Tilgung von Darlehen im Rahmen der Kriegsopferfürsorge und von entsprechenden Darlehen,Bundesministerium für Arbeit und Soziales,110315201,Bundesministerium für Arbeit und Soziales nulldrei einsfünfzweinulleins ,Bundesministerium für Arbeit und Soziales nulldrei einsfünfzweinulleins  Zinsen und Tilgung von Darlehen im Rahmen der Kriegsopferfürsorge und von entsprechenden Darlehen
4071,4394,16,16,81211,169674.65,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161681211,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechs achteinszweieinseins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechs achteinszweieinseins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)"
4073,5001,30,2,66150,168949.06,Darlehen als Soforthilfe für Studierende in pandemiebedingten Notlagen - Zinszuschüsse und Sicherheitsleistungen an die Kreditanstalt für Wiederaufbau (KfW) - und Nothilfemechanismus im BAföG,Bundesministerium für Bildung und Forschung,300266150,Bundesministerium für Bildung und Forschung nullzwei sechssechseinsfünfnull ,Bundesministerium für Bildung und Forschung nullzwei sechssechseinsfünfnull  Darlehen als Soforthilfe für Studierende in pandemiebedingten Notlagen - Zinszuschüsse und Sicherheitsleistungen an die Kreditanstalt für Wiederaufbau (KfW) - und Nothilfemechanismus im BAföG
4074,916,6,12,98103,168360.31,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium des Innern und für Heimat,061298103,Bundesministerium des Innern und für Heimat einszwei neunachteinsnulldrei ,Bundesministerium des Innern und für Heimat einszwei neunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7
4076,4847,25,1,68604,167307.58,Maßnahmen auf dem Gebiet der Baukultur sowie andere Maßnahmen im Aufgabenbereich des Wohnungswesens und Städtebaus,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",250168604,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen nulleins sechsachtsechsnullvier ","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen nulleins sechsachtsechsnullvier  Maßnahmen auf dem Gebiet der Baukultur sowie andere Maßnahmen im Aufgabenbereich des Wohnungswesens und Städtebaus"
4077,2391,10,12,81201,167138.17,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Ernährung und Landwirtschaft,101281201,Bundesministerium für Ernährung und Landwirtschaft einszwei achteinszweinulleins ,"Bundesministerium für Ernährung und Landwirtschaft einszwei achteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)"
4078,456,4,53,28201,167134.32,Einnahmen aus zweckgebundenen Zuschüssen,Bundeskanzler und Bundeskanzleramt,045328201,Bundeskanzler und Bundeskanzleramt fünfdrei zweiachtzweinulleins ,Bundeskanzler und Bundeskanzleramt fünfdrei zweiachtzweinulleins  Einnahmen aus zweckgebundenen Zuschüssen
4079,3866,14,13,51855,167127.26,"Miete für Datenverarbeitungsanlagen, Geräte, Ausstattungs- und Ausrüstungsgegenstände, Maschinen, Software",Bundesministerium der Verteidigung,141351855,Bundesministerium der Verteidigung einsdrei fünfeinsachtfünffünf ,"Bundesministerium der Verteidigung einsdrei fünfeinsachtfünffünf  Miete für Datenverarbeitungsanlagen, Geräte, Ausstattungs- und Ausrüstungsgegenstände, Maschinen, Software"
4080,3970,15,12,45301,167123.1,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium für Gesundheit,151245301,Bundesministerium für Gesundheit einszwei vierfünfdreinulleins ,"Bundesministerium für Gesundheit einszwei vierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen"
4081,3275,12,17,11999,166762.58,Vermischte Einnahmen,Bundesministerium für Digitales und Verkehr,121711999,Bundesministerium für Digitales und Verkehr einssieben einseinsneunneunneun ,Bundesministerium für Digitales und Verkehr einssieben einseinsneunneunneun  Vermischte Einnahmen
4083,2645,11,5,68408,166372.22,Bundesinitiative Barrierefreiheit,Bundesministerium für Arbeit und Soziales,110568408,Bundesministerium für Arbeit und Soziales nullfünf sechsachtviernullacht ,Bundesministerium für Arbeit und Soziales nullfünf sechsachtviernullacht  Bundesinitiative Barrierefreiheit
4084,3411,12,19,51901,166049.95,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium für Digitales und Verkehr,121951901,Bundesministerium für Digitales und Verkehr einsneun fünfeinsneunnulleins ,Bundesministerium für Digitales und Verkehr einsneun fünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen
4085,2956,12,2,28101,165790.62,Einnahmen aus der Nutzung und Vermietung von vorgehaltenen Einrichtungen der zivilen Notfallvorsorge und des Krisenmanagements,Bundesministerium für Digitales und Verkehr,120228101,Bundesministerium für Digitales und Verkehr nullzwei zweiachteinsnulleins ,Bundesministerium für Digitales und Verkehr nullzwei zweiachteinsnulleins  Einnahmen aus der Nutzung und Vermietung von vorgehaltenen Einrichtungen der zivilen Notfallvorsorge und des Krisenmanagements
4086,1783,8,15,98103,165698.19,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium der Finanzen,081598103,Bundesministerium der Finanzen einsfünf neunachteinsnulldrei ,Bundesministerium der Finanzen einsfünf neunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7
4087,440,4,52,51801,165611.6,Mieten und Pachten,Bundeskanzler und Bundeskanzleramt,045251801,Bundeskanzler und Bundeskanzleramt fünfzwei fünfeinsachtnulleins ,Bundeskanzler und Bundeskanzleramt fünfzwei fünfeinsachtnulleins  Mieten und Pachten
4088,2775,11,13,81201,165399.17,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Arbeit und Soziales,111381201,Bundesministerium für Arbeit und Soziales einsdrei achteinszweinulleins ,"Bundesministerium für Arbeit und Soziales einsdrei achteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)"
4089,2347,10,11,23257,165367.21,Beteiligung an den Versorgungslasten des Bundes,Bundesministerium für Ernährung und Landwirtschaft,101123257,Bundesministerium für Ernährung und Landwirtschaft einseins zweidreizweifünfsieben ,Bundesministerium für Ernährung und Landwirtschaft einseins zweidreizweifünfsieben  Beteiligung an den Versorgungslasten des Bundes
4090,4025,15,13,51701,164826.53,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Gesundheit,151351701,Bundesministerium für Gesundheit einsdrei fünfeinssiebennulleins ,"Bundesministerium für Gesundheit einsdrei fünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume"
4091,4333,16,14,38101,164771.3,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161438101,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsvier dreiachteinsnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsvier dreiachteinsnulleins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen"
4093,2161,9,16,54751,164056.31,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Wirtschaft und Klimaschutz,091654751,Bundesministerium für Wirtschaft und Klimaschutz einssechs fünfviersiebenfünfeins ,Bundesministerium für Wirtschaft und Klimaschutz einssechs fünfviersiebenfünfeins  Nicht aufteilbare sächliche Verwaltungsausgaben
4094,4347,16,14,51901,163664.14,Unterhaltung der Grundstücke und baulichen Anlagen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161451901,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsvier fünfeinsneunnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsvier fünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen"
4095,235,4,11,52601,163616.61,Gerichts- und ähnliche Kosten,Bundeskanzler und Bundeskanzleramt,041152601,Bundeskanzler und Bundeskanzleramt einseins fünfzweisechsnulleins ,Bundeskanzler und Bundeskanzleramt einseins fünfzweisechsnulleins  Gerichts- und ähnliche Kosten
