,index,Epl.,Kap.,Tit.,Ist 2019,Zweckbestimmung,ministries,2019 id,id_nlp_help,id_nlp,2019 Zweckbestimmung,id
4217,3270,12,17,38103,65022.51,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Bundesministerium für Digitales und Verkehr,121738103,Bundesministerium für Digitales und Verkehr einssieben dreiachteinsnulldrei ,Bundesministerium für Digitales und Verkehr einssieben dreiachteinsnulldrei  Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,122838103
4218,4564,21,11,43257,64732.8,Versorgungsbezüge,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,211143257,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einseins vierdreizweifünfsieben ,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einseins vierdreizweifünfsieben  Versorgungsbezüge,Zuführung an die Versorgungsrücklage,211143457
4220,54,1,13,63403,64290.52,Zuweisungen an den Versorgungsfonds,Bundespräsident und Bundespräsidialamt,011363403,Bundespräsident und Bundespräsidialamt einsdrei sechsdreiviernulldrei ,Bundespräsident und Bundespräsidialamt einsdrei sechsdreiviernulldrei  Zuweisungen an den Versorgungsfonds,Zuweisungen an den Versorgungsfonds,011363403
4221,3486,12,21,42729,64079.22,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Digitales und Verkehr,122142729,Bundesministerium für Digitales und Verkehr zweieins vierzweisiebenzweineun ,"Bundesministerium für Digitales und Verkehr zweieins vierzweisiebenzweineun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",122142729
4222,244,4,12,53204,64057.37,Kosten für Ausstellungen,Bundeskanzler und Bundeskanzleramt,041253204,Bundeskanzler und Bundeskanzleramt einszwei fünfdreizweinullvier ,Bundeskanzler und Bundeskanzleramt einszwei fünfdreizweinullvier  Kosten für Ausstellungen,"Einnahmen aus Vermietung, Verpachtung und Nutzung",045312401
4223,4530,20,11,52602,63738.5,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",Bundesrechnungshof,201152602,Bundesrechnungshof einseins fünfzweisechsnullzwei ,"Bundesrechnungshof einseins fünfzweisechsnullzwei  Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen","Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",031152602
4224,1127,6,21,68501,63557.54,"Zuschüsse zur Beteiligung am Projekt ""Concerted Action"" der Europäischen Union",Bundesministerium des Innern und für Heimat,062168501,Bundesministerium des Innern und für Heimat zweieins sechsachtfünfnulleins ,"Bundesministerium des Innern und für Heimat zweieins sechsachtfünfnulleins  Zuschüsse zur Beteiligung am Projekt ""Concerted Action"" der Europäischen Union",,
4225,1195,6,23,42211,63548.7,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium des Innern und für Heimat,062342211,Bundesministerium des Innern und für Heimat zweidrei vierzweizweieinseins ,Bundesministerium des Innern und für Heimat zweidrei vierzweizweieinseins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,,
4227,2125,9,15,81201,62858.65,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Wirtschaft und Klimaschutz,091581201,Bundesministerium für Wirtschaft und Klimaschutz einsfünf achteinszweinulleins ,"Bundesministerium für Wirtschaft und Klimaschutz einsfünf achteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",091581201
4228,3047,12,6,11999,62757.4,Vermischte Einnahmen,Bundesministerium für Digitales und Verkehr,120611999,Bundesministerium für Digitales und Verkehr nullsechs einseinsneunneunneun ,Bundesministerium für Digitales und Verkehr nullsechs einseinsneunneunneun  Vermischte Einnahmen,Vermischte Einnahmen,120511999
4229,2832,11,16,42719,62736.17,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Arbeit und Soziales,111642719,Bundesministerium für Arbeit und Soziales einssechs vierzweisiebeneinsneun ,"Bundesministerium für Arbeit und Soziales einssechs vierzweisiebeneinsneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",110642749
4230,148,2,13,53999,62731.03,Vermischte Verwaltungsausgaben,Deutscher Bundestag,021353999,Deutscher Bundestag einsdrei fünfdreineunneunneun ,Deutscher Bundestag einsdrei fünfdreineunneunneun  Vermischte Verwaltungsausgaben,Vermischte Verwaltungsausgaben,021353999
4231,3031,12,4,68621,62665.88,Zuschüsse für innovative Forschung im Bereich Building Information Modeling,Bundesministerium für Digitales und Verkehr,120468621,Bundesministerium für Digitales und Verkehr nullvier sechsachtsechszweieins ,Bundesministerium für Digitales und Verkehr nullvier sechsachtsechszweieins  Zuschüsse für innovative Forschung im Bereich Building Information Modeling,Zuschüsse für innovative Forschung im Bereich Building Information Modeling,120468621
4232,289,4,32,12401,62645.2,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Bundeskanzler und Bundeskanzleramt,043212401,Bundeskanzler und Bundeskanzleramt dreizwei einszweiviernulleins ,"Bundeskanzler und Bundeskanzleramt dreizwei einszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung","Einnahmen aus Vermietung, Verpachtung und Nutzung",043212401
4233,1101,6,20,38103,62550.0,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Bundesministerium des Innern und für Heimat,062038103,Bundesministerium des Innern und für Heimat zweinull dreiachteinsnulldrei ,Bundesministerium des Innern und für Heimat zweinull dreiachteinsnulldrei  Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,
4234,4000,15,15,13201,62486.53,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium für Gesundheit,151513201,Bundesministerium für Gesundheit einsfünf einsdreizweinulleins ,Bundesministerium für Gesundheit einsfünf einsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen,Erlöse aus der Veräußerung von beweglichen Sachen,151513201
4235,1967,9,12,41201,62000.0,Aufwandsentschädigung für die Koordinatoren der Bundesregierung für Maritime Wirtschaft sowie die deutsche Luft- und Raumfahrt,Bundesministerium für Wirtschaft und Klimaschutz,091241201,Bundesministerium für Wirtschaft und Klimaschutz einszwei viereinszweinulleins ,Bundesministerium für Wirtschaft und Klimaschutz einszwei viereinszweinulleins  Aufwandsentschädigung für die Koordinatoren der Bundesregierung für Maritime Wirtschaft sowie die deutsche Luft- und Raumfahrt,Aufwandsentschädigung für die Koordinatorinnen der Bundesregierung für Luft- und Raumfahrt sowie Maritime Wirtschaft und Tourismus,091241201
4236,879,6,5,89401,61680.54,Zuschüsse für Investitionen zur Sanierung und Umbau der St. Hedwigs-Kathedrale und des Bernhard-Lichtenberg-Hauses,Bundesministerium des Innern und für Heimat,060589401,Bundesministerium des Innern und für Heimat nullfünf achtneunviernulleins ,Bundesministerium des Innern und für Heimat nullfünf achtneunviernulleins  Zuschüsse für Investitionen zur Sanierung und Umbau der St. Hedwigs-Kathedrale und des Bernhard-Lichtenberg-Hauses,,
4237,2102,9,15,71171,61526.46,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium für Wirtschaft und Klimaschutz,091571171,Bundesministerium für Wirtschaft und Klimaschutz einsfünf siebeneinseinssiebeneins ,"Bundesministerium für Wirtschaft und Klimaschutz einsfünf siebeneinseinssiebeneins  Kleine Neu-, Um- und Erweiterungsbauten","Kleine Neu-, Um- und Erweiterungsbauten",091571171
4238,4017,15,15,42851,61432.7,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Gesundheit,151542851,Bundesministerium für Gesundheit einsfünf vierzweiachtfünfeins ,Bundesministerium für Gesundheit einsfünf vierzweiachtfünfeins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,151542871
4239,3359,12,19,13201,61332.78,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium für Digitales und Verkehr,121913201,Bundesministerium für Digitales und Verkehr einsneun einsdreizweinulleins ,Bundesministerium für Digitales und Verkehr einsneun einsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen,Erlöse aus der Veräußerung von beweglichen Sachen,121913201
4240,3934,15,12,53929,61185.18,Vermischte Verwaltungsausgaben,Bundesministerium für Gesundheit,151253929,Bundesministerium für Gesundheit einszwei fünfdreineunzweineun ,Bundesministerium für Gesundheit einszwei fünfdreineunzweineun  Vermischte Verwaltungsausgaben,Vermischte Verwaltungsausgaben,151253929
4241,3322,12,18,98103,60906.95,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Digitales und Verkehr,121898103,Bundesministerium für Digitales und Verkehr einsacht neunachteinsnulldrei ,Bundesministerium für Digitales und Verkehr einsacht neunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,121898103
4242,4042,15,16,11201,60852.0,"Geldstrafen, Geldbußen und Gerichtskosten",Bundesministerium für Gesundheit,151611201,Bundesministerium für Gesundheit einssechs einseinszweinulleins ,"Bundesministerium für Gesundheit einssechs einseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten","Geldstrafen, Geldbußen und Gerichtskosten",151611201
4243,1516,7,13,13201,60789.0,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium der Justiz,071313201,Bundesministerium der Justiz einsdrei einsdreizweinulleins ,Bundesministerium der Justiz einsdrei einsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen,Erlöse aus der Veräußerung von beweglichen Sachen,071313201
4244,3311,12,18,28101,60731.24,Erstattung der Bauleitungsausgaben zur Beseitigung von Bergschäden an den westdeutschen Kanälen und am Niederrhein,Bundesministerium für Digitales und Verkehr,121828101,Bundesministerium für Digitales und Verkehr einsacht zweiachteinsnulleins ,Bundesministerium für Digitales und Verkehr einsacht zweiachteinsnulleins  Erstattung der Bauleitungsausgaben zur Beseitigung von Bergschäden an den westdeutschen Kanälen und am Niederrhein,,
4245,3446,12,20,68709,60652.0,Mitgliedsbeiträge und sonstige Zuschüsse für laufende Zwecke im Ausland geringeren Umfangs,Bundesministerium für Digitales und Verkehr,122068709,Bundesministerium für Digitales und Verkehr zweinull sechsachtsiebennullneun ,Bundesministerium für Digitales und Verkehr zweinull sechsachtsiebennullneun  Mitgliedsbeiträge und sonstige Zuschüsse für laufende Zwecke im Ausland geringeren Umfangs,Mitgliedsbeiträge und sonstige Zuschüsse für laufende Zwecke im Ausland geringeren Umfangs,122068709
4246,2729,11,12,54711,60478.93,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Arbeit und Soziales,111254711,Bundesministerium für Arbeit und Soziales einszwei fünfviersiebeneinseins ,Bundesministerium für Arbeit und Soziales einszwei fünfviersiebeneinseins  Nicht aufteilbare sächliche Verwaltungsausgaben,Nicht aufteilbare sächliche Verwaltungsausgaben,111254711
4247,56,2,11,23257,60352.5,Beteiligung an den Versorgungslasten des Bundes,Deutscher Bundestag,021123257,Deutscher Bundestag einseins zweidreizweifünfsieben ,Deutscher Bundestag einseins zweidreizweifünfsieben  Beteiligung an den Versorgungslasten des Bundes,Beteiligung an den Versorgungslasten des Bundes,021123257
4248,1079,6,18,51701,60199.8,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium des Innern und für Heimat,061851701,Bundesministerium des Innern und für Heimat einsacht fünfeinssiebennulleins ,"Bundesministerium des Innern und für Heimat einsacht fünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume",,
4249,3350,12,18,71201,59997.23,Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Bundesministerium für Digitales und Verkehr,121871201,Bundesministerium für Digitales und Verkehr einsacht siebeneinszweinulleins ,Bundesministerium für Digitales und Verkehr einsacht siebeneinszweinulleins  Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Baumaßnahmen von mehr als 6 000 000 € im Einzelfall,121871201
4250,2745,11,13,51401,59617.53,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium für Arbeit und Soziales,111351401,Bundesministerium für Arbeit und Soziales einsdrei fünfeinsviernulleins ,"Bundesministerium für Arbeit und Soziales einsdrei fünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",111351421
4251,2856,11,16,45301,59563.03,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium für Arbeit und Soziales,111645301,Bundesministerium für Arbeit und Soziales einssechs vierfünfdreinulleins ,"Bundesministerium für Arbeit und Soziales einssechs vierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen","Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",111645301
4252,1230,6,24,68108,59496.6,Studienbeihilfen für Nachwuchskräfte geringeren Umfangs,Bundesministerium des Innern und für Heimat,062468108,Bundesministerium des Innern und für Heimat zweivier sechsachteinsnullacht ,Bundesministerium des Innern und für Heimat zweivier sechsachteinsnullacht  Studienbeihilfen für Nachwuchskräfte geringeren Umfangs,Studienbeihilfen für Nachwuchskräfte geringeren Umfangs,062568108
4253,4499,19,12,41101,59480.0,Kostenerstattung an die Deutsche Bahn AG für die Benutzung ihrer Verkehrsmittel durch die Mitglieder des Bundesverfassungsgerichts,Bundesverfassungsgericht,191241101,Bundesverfassungsgericht einszwei viereinseinsnulleins ,Bundesverfassungsgericht einszwei viereinseinsnulleins  Kostenerstattung an die Deutsche Bahn AG für die Benutzung ihrer Verkehrsmittel durch die Mitglieder des Bundesverfassungsgerichts,Kostenerstattung an die Deutsche Bahn AG für die Benutzung ihrer Verkehrsmittel durch die Mitglieder des Bundesverfassungsgerichts,191241101
4254,3515,12,22,81202,59343.42,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Digitales und Verkehr,122281202,Bundesministerium für Digitales und Verkehr zweizwei achteinszweinullzwei ,"Bundesministerium für Digitales und Verkehr zweizwei achteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",,
4255,609,5,11,52703,59305.4,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,Auswärtiges Amt,051152703,Auswärtiges Amt einseins fünfzweisiebennulldrei ,Auswärtiges Amt einseins fünfzweisiebennulldrei  Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,051152703
4256,822,6,4,17207,59263.2,Tilgungsbeträge von Ländern,Bundesministerium des Innern und für Heimat,060417207,Bundesministerium des Innern und für Heimat nullvier einssiebenzweinullsieben ,Bundesministerium des Innern und für Heimat nullvier einssiebenzweinullsieben  Tilgungsbeträge von Ländern,,
4257,3745,14,10,26611,59161.43,Erstattungen Dritter - Ausland -,Bundesministerium der Verteidigung,141026611,Bundesministerium der Verteidigung einsnull zweisechssechseinseins ,Bundesministerium der Verteidigung einsnull zweisechssechseinseins  Erstattungen Dritter - Ausland -,"Forschung, Untersuchungen und Ähnliches",141354401
4258,4411,17,11,54301,58930.54,Veröffentlichungen und Fachinformationen,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171154301,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseins fünfvierdreinulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseins fünfvierdreinulleins  Veröffentlichungen und Fachinformationen",Veröffentlichungen und Fachinformationen,171154301
4259,2762,11,13,51121,58829.81,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Arbeit und Soziales,111351121,Bundesministerium für Arbeit und Soziales einsdrei fünfeinseinszweieins ,"Bundesministerium für Arbeit und Soziales einsdrei fünfeinseinszweieins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",111351121
4260,4012,15,15,81231,58591.58,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Gesundheit,151581231,Bundesministerium für Gesundheit einsfünf achteinszweidreieins ,"Bundesministerium für Gesundheit einsfünf achteinszweidreieins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",151781241
4261,2763,11,13,51421,58375.04,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium für Arbeit und Soziales,111351421,Bundesministerium für Arbeit und Soziales einsdrei fünfeinsvierzweieins ,"Bundesministerium für Arbeit und Soziales einsdrei fünfeinsvierzweieins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",111651401
4262,143,2,13,42202,58205.35,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Deutscher Bundestag,021342202,Deutscher Bundestag einsdrei vierzweizweinullzwei ,Deutscher Bundestag einsdrei vierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,,
4263,304,4,32,45301,58145.88,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundeskanzler und Bundeskanzleramt,043245301,Bundeskanzler und Bundeskanzleramt dreizwei vierfünfdreinulleins ,"Bundeskanzler und Bundeskanzleramt dreizwei vierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen","Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",043245301
4265,4556,20,12,71201,57876.42,Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Bundesrechnungshof,201271201,Bundesrechnungshof einszwei siebeneinszweinulleins ,Bundesrechnungshof einszwei siebeneinszweinulleins  Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,,
4266,904,6,11,98107,57775.0,Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Bundesministerium des Innern und für Heimat,061198107,Bundesministerium des Innern und für Heimat einseins neunachteinsnullsieben ,Bundesministerium des Innern und für Heimat einseins neunachteinsnullsieben  Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,061198107
4267,3428,12,20,53242,57763.93,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),Bundesministerium für Digitales und Verkehr,122053242,Bundesministerium für Digitales und Verkehr zweinull fünfdreizweivierzwei ,Bundesministerium für Digitales und Verkehr zweinull fünfdreizweivierzwei  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),122053242
4268,3535,12,23,81101,57646.93,Erwerb von Fahrzeugen,Bundesministerium für Digitales und Verkehr,122381101,Bundesministerium für Digitales und Verkehr zweidrei achteinseinsnulleins ,Bundesministerium für Digitales und Verkehr zweidrei achteinseinsnulleins  Erwerb von Fahrzeugen,Erwerb von Fahrzeugen,122381101
4269,1306,6,28,68403,57560.78,Förderung des Selbstschutzes,Bundesministerium des Innern und für Heimat,062868403,Bundesministerium des Innern und für Heimat zweiacht sechsachtviernulldrei ,Bundesministerium des Innern und für Heimat zweiacht sechsachtviernulldrei  Förderung des Selbstschutzes,Förderung des Selbstschutzes,062868403
4270,3542,12,28,51101,57493.44,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Digitales und Verkehr,122851101,Bundesministerium für Digitales und Verkehr zweiacht fünfeinseinsnulleins ,"Bundesministerium für Digitales und Verkehr zweiacht fünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",121951121
4271,282,4,31,44301,57355.77,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Bundeskanzler und Bundeskanzleramt,043144301,Bundeskanzler und Bundeskanzleramt dreieins viervierdreinulleins ,Bundeskanzler und Bundeskanzleramt dreieins viervierdreinulleins  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,043144301
4272,2882,12,1,28133,57318.68,Einnahmen im Zusammenhang mit der Nutzung von Festbrückengerät,Bundesministerium für Digitales und Verkehr,120128133,Bundesministerium für Digitales und Verkehr nulleins zweiachteinsdreidrei ,Bundesministerium für Digitales und Verkehr nulleins zweiachteinsdreidrei  Einnahmen im Zusammenhang mit der Nutzung von Festbrückengerät,,
4273,1672,8,1,52632,57072.03,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",Bundesministerium der Finanzen,080152632,Bundesministerium der Finanzen nulleins fünfzweisechsdreizwei ,"Bundesministerium der Finanzen nulleins fünfzweisechsdreizwei  Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen","Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",080152632
4274,4662,23,12,13201,56998.46,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,231213201,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszwei einsdreizweinulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszwei einsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen,Erlöse aus der Veräußerung von beweglichen Sachen,231213201
4275,1677,8,1,68136,56881.89,Leistungen aufgrund von Ansprüchen gegen frühere nationalsozialistische Einrichtungen,Bundesministerium der Finanzen,080168136,Bundesministerium der Finanzen nulleins sechsachteinsdreisechs ,Bundesministerium der Finanzen nulleins sechsachteinsdreisechs  Leistungen aufgrund von Ansprüchen gegen frühere nationalsozialistische Einrichtungen,Leistungen aufgrund von Ansprüchen gegen frühere nationalsozialistische Einrichtungen,080168136
4276,4796,30,11,45202,56756.41,Unfallversicherung Bund und Bahn,Bundesministerium für Bildung und Forschung,301145202,Bundesministerium für Bildung und Forschung einseins vierfünfzweinullzwei ,Bundesministerium für Bildung und Forschung einseins vierfünfzweinullzwei  Unfallversicherung Bund und Bahn,Unfallversicherung Bund und Bahn,301145202
4277,4246,16,14,11999,56638.86,Vermischte Einnahmen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161411999,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsvier einseinsneunneunneun ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsvier einseinsneunneunneun  Vermischte Einnahmen",Vermischte Einnahmen,161411999
4278,2772,11,13,53949,56453.53,Vermischte Verwaltungsausgaben,Bundesministerium für Arbeit und Soziales,111353949,Bundesministerium für Arbeit und Soziales einsdrei fünfdreineunvierneun ,Bundesministerium für Arbeit und Soziales einsdrei fünfdreineunvierneun  Vermischte Verwaltungsausgaben,Vermischte Verwaltungsausgaben,111353949
4279,2324,10,10,89201,56300.0,Strukturmaßnahmen für die Seefischerei,Bundesministerium für Ernährung und Landwirtschaft,101089201,Bundesministerium für Ernährung und Landwirtschaft einsnull achtneunzweinulleins ,Bundesministerium für Ernährung und Landwirtschaft einsnull achtneunzweinulleins  Strukturmaßnahmen für die Seefischerei,Strukturmaßnahmen für die Seefischerei,101089201
4280,2106,9,15,42789,56227.53,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Wirtschaft und Klimaschutz,091542789,Bundesministerium für Wirtschaft und Klimaschutz einsfünf vierzweisiebenachtneun ,"Bundesministerium für Wirtschaft und Klimaschutz einsfünf vierzweisiebenachtneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",,
4281,1082,6,18,81101,56156.49,Erwerb von Fahrzeugen,Bundesministerium des Innern und für Heimat,061881101,Bundesministerium des Innern und für Heimat einsacht achteinseinsnulleins ,Bundesministerium des Innern und für Heimat einsacht achteinseinsnulleins  Erwerb von Fahrzeugen,,
4282,2770,11,13,81231,55824.61,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Arbeit und Soziales,111381231,Bundesministerium für Arbeit und Soziales einsdrei achteinszweidreieins ,"Bundesministerium für Arbeit und Soziales einsdrei achteinszweidreieins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",111381231
4283,415,4,52,51801,55752.01,Mieten und Pachten,Bundeskanzler und Bundeskanzleramt,045251801,Bundeskanzler und Bundeskanzleramt fünfzwei fünfeinsachtnulleins ,Bundeskanzler und Bundeskanzleramt fünfzwei fünfeinsachtnulleins  Mieten und Pachten,Mieten und Pachten,045251801
