,index,Epl.,Kap.,Tit.,Ist 2013,Zweckbestimmung,ministries,2013 id,id_nlp_help,id_nlp,2013 Zweck,id
3801,1418,7,1,54201,124446.62,Öffentlichkeitsarbeit,Bundesministerium der Justiz,542010701,Bundesministerium der Justiz nulleinsfünfvierzweinulleins ,Bundesministerium der Justiz nulleinsfünfvierzweinulleins  Öffentlichkeitsarbeit,,
3802,1435,7,1,52601,123949.8,Gerichts- und ähnliche Kosten,Bundesministerium der Justiz,526010701,Bundesministerium der Justiz nulleinsfünfzweisechsnulleins ,Bundesministerium der Justiz nulleinsfünfzweisechsnulleins  Gerichts- und ähnliche Kosten,,
3804,3380,12,14,53171,123265.63,Kosten für Marketing und Darstellung der Dienstleistungen des DWD,Bundesministerium für Digitales und Verkehr,531711214,Bundesministerium für Digitales und Verkehr einsvierfünfdreieinssiebeneins ,Bundesministerium für Digitales und Verkehr einsvierfünfdreieinssiebeneins  Kosten für Marketing und Darstellung der Dienstleistungen des DWD,,
3805,3815,14,3,55401,123089.74,Militärische Beschaffungen zur Rationalisierung des Betriebes,Bundesministerium der Verteidigung,554011403,Bundesministerium der Verteidigung nulldreifünffünfviernulleins ,Bundesministerium der Verteidigung nulldreifünffünfviernulleins  Militärische Beschaffungen zur Rationalisierung des Betriebes,,
3806,4569,17,1,54701,122938.75,Nicht aufteilbare sächliche Verwaltungsausgaben,"Bundesministerium für Familie, Senioren, Frauen und Jugend",547011701,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinsfünfviersiebennulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinsfünfviersiebennulleins  Nicht aufteilbare sächliche Verwaltungsausgaben",,
3807,2907,12,1,52601,122613.13,Gerichts- und ähnliche Kosten,Bundesministerium für Digitales und Verkehr,526011201,Bundesministerium für Digitales und Verkehr nulleinsfünfzweisechsnulleins ,Bundesministerium für Digitales und Verkehr nulleinsfünfzweisechsnulleins  Gerichts- und ähnliche Kosten,,
3808,3408,12,14,71131,122611.86,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium für Digitales und Verkehr,711311214,Bundesministerium für Digitales und Verkehr einsviersiebeneinseinsdreieins ,"Bundesministerium für Digitales und Verkehr einsviersiebeneinseinsdreieins  Kleine Neu-, Um- und Erweiterungsbauten",,
3809,154,2,3,51901,122279.7,Unterhaltung der Grundstücke und baulichen Anlagen,Deutscher Bundestag,519010203,Deutscher Bundestag nulldreifünfeinsneunnulleins ,Deutscher Bundestag nulldreifünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Unterhaltung der Grundstücke und baulichen Anlagen,519010213.0
3810,4040,15,1,51901,122165.09,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium für Gesundheit,519011501,Bundesministerium für Gesundheit nulleinsfünfeinsneunnulleins ,Bundesministerium für Gesundheit nulleinsfünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Unterhaltung der Grundstücke und baulichen Anlagen,519011512.0
3812,5139,60,2,53999,122014.78,Vermischte Verwaltungsausgaben,Allgemeine Finanzverwaltung,539996002,Allgemeine Finanzverwaltung nullzweifünfdreineunneunneun ,Allgemeine Finanzverwaltung nullzweifünfdreineunneunneun  Vermischte Verwaltungsausgaben,,
3814,3121,12,5,81202,121471.26,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie sonstigen Gebrauchsgegenständen für Kontrollzwecke",Bundesministerium für Digitales und Verkehr,812021205,Bundesministerium für Digitales und Verkehr nullfünfachteinszweinullzwei ,"Bundesministerium für Digitales und Verkehr nullfünfachteinszweinullzwei  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie sonstigen Gebrauchsgegenständen für Kontrollzwecke","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie sonstigen Gebrauchsgegenständen für Kontrollzwecke",812031213.0
3815,2174,9,16,67101,121410.75,Ausgaben anlässlich von Inspektionen und Untersuchungen aufgrund des Chemiewaffenübereinkommens,Bundesministerium für Wirtschaft und Klimaschutz,671010916,Bundesministerium für Wirtschaft und Klimaschutz einssechssechssiebeneinsnulleins ,Bundesministerium für Wirtschaft und Klimaschutz einssechssechssiebeneinsnulleins  Ausgaben anlässlich von Inspektionen und Untersuchungen aufgrund des Chemiewaffenübereinkommens,Ausgaben anlässlich von Inspektionen und Untersuchungen aufgrund des Chemiewaffenübereinkommens,671010916.0
3816,485,4,9,42709,121331.49,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundeskanzler und Bundeskanzleramt,427090409,Bundeskanzler und Bundeskanzleramt nullneunvierzweisiebennullneun ,"Bundeskanzler und Bundeskanzleramt nullneunvierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427090456.0
3817,879,6,10,12401,121264.53,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Bundesministerium des Innern und für Heimat,124010610,Bundesministerium des Innern und für Heimat einsnulleinszweiviernulleins ,"Bundesministerium des Innern und für Heimat einsnulleinszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung","Einnahmen aus Vermietung, Verpachtung und Nutzung",124010634.0
3821,4122,15,4,53204,120550.86,"Ausgaben für Lehrgänge, Fort- und Weiterbildungsmaßnahmen auf dem Gebiet der Gesundheitsaufklärung und -erziehung",Bundesministerium für Gesundheit,532041504,Bundesministerium für Gesundheit nullvierfünfdreizweinullvier ,"Bundesministerium für Gesundheit nullvierfünfdreizweinullvier  Ausgaben für Lehrgänge, Fort- und Weiterbildungsmaßnahmen auf dem Gebiet der Gesundheitsaufklärung und -erziehung",,
3823,4713,17,10,11201,120415.66,"Geldstrafen, Geldbußen und Gerichtskosten","Bundesministerium für Familie, Senioren, Frauen und Jugend",112011710,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsnulleinseinszweinulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsnulleinseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten",Gerichts- und ähnliche Kosten,526011715.0
3824,430,4,6,52555,120276.37,Aus- und Fortbildung,Bundeskanzler und Bundeskanzleramt,525550406,Bundeskanzler und Bundeskanzleramt nullsechsfünfzweifünffünffünf ,Bundeskanzler und Bundeskanzleramt nullsechsfünfzweifünffünffünf  Aus- und Fortbildung,Aus- und Fortbildung,525010412.0
3825,4792,20,1,45301,120200.27,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesrechnungshof,453012001,Bundesrechnungshof nulleinsvierfünfdreinulleins ,"Bundesrechnungshof nulleinsvierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",,
3826,4948,30,1,44302,119628.84,"Inanspruchnahme überbetrieblicher betriebsärztlich und sicherheitstechnischer Dienste, von Betriebsärztinnen und Betriebsärzten sowie Fachkräften für Arbeitssicherheit",Bundesministerium für Bildung und Forschung,443023001,Bundesministerium für Bildung und Forschung nulleinsviervierdreinullzwei ,"Bundesministerium für Bildung und Forschung nulleinsviervierdreinullzwei  Inanspruchnahme überbetrieblicher betriebsärztlich und sicherheitstechnischer Dienste, von Betriebsärztinnen und Betriebsärzten sowie Fachkräften für Arbeitssicherheit",,
3827,1455,7,2,68401,119486.6,Zuschüsse für überregionale Förderungsmaßnahmen,Bundesministerium der Justiz,684010702,Bundesministerium der Justiz nullzweisechsachtviernulleins ,Bundesministerium der Justiz nullzweisechsachtviernulleins  Zuschüsse für überregionale Förderungsmaßnahmen,Zuschüsse für überregionale Förderungsmaßnahmen,684010710.0
3828,450,4,8,11101,119449.48,"Gebühren, sonstige Entgelte",Bundeskanzler und Bundeskanzleramt,111010408,Bundeskanzler und Bundeskanzleramt nullachteinseinseinsnulleins ,"Bundeskanzler und Bundeskanzleramt nullachteinseinseinsnulleins  Gebühren, sonstige Entgelte",,
3829,4254,15,10,51801,119346.08,Mieten und Pachten,Bundesministerium für Gesundheit,518011510,Bundesministerium für Gesundheit einsnullfünfeinsachtnulleins ,Bundesministerium für Gesundheit einsnullfünfeinsachtnulleins  Mieten und Pachten,Mieten und Pachten,518011517.0
3831,1787,8,13,11901,118973.05,Einnahmen aus Veröffentlichungen,Bundesministerium der Finanzen,119010813,Bundesministerium der Finanzen einsdreieinseinsneunnulleins ,Bundesministerium der Finanzen einsdreieinseinsneunnulleins  Einnahmen aus Veröffentlichungen,,
3832,4004,14,67,45357,118646.1,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium der Verteidigung,453571467,Bundesministerium der Verteidigung sechssiebenvierfünfdreifünfsieben ,"Bundesministerium der Verteidigung sechssiebenvierfünfdreifünfsieben  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",,
3833,1655,7,10,71101,118477.43,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium der Justiz,711010710,Bundesministerium der Justiz einsnullsiebeneinseinsnulleins ,"Bundesministerium der Justiz einsnullsiebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten","Kleine Neu-, Um- und Erweiterungsbauten",711010715.0
3834,4141,15,5,38101,118466.0,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium für Gesundheit,381011505,Bundesministerium für Gesundheit nullfünfdreiachteinsnulleins ,Bundesministerium für Gesundheit nullfünfdreiachteinsnulleins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,381011517.0
3835,4753,19,1,51901,118053.37,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesverfassungsgericht,519011901,Bundesverfassungsgericht nulleinsfünfeinsneunnulleins ,Bundesverfassungsgericht nulleinsfünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,,
3836,4058,15,1,42759,117670.05,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Gesundheit,427591501,Bundesministerium für Gesundheit nulleinsvierzweisiebenfünfneun ,"Bundesministerium für Gesundheit nulleinsvierzweisiebenfünfneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427191515.0
3837,4344,16,1,51401,117571.68,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",514011601,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleinsfünfeinsviernulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleinsfünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",514011613.0
3838,1493,7,4,11999,116826.13,Vermischte Einnahmen,Bundesministerium der Justiz,119990704,Bundesministerium der Justiz nullviereinseinsneunneunneun ,Bundesministerium der Justiz nullviereinseinsneunneunneun  Vermischte Einnahmen,Vermischte Einnahmen,119990719.0
3839,713,6,1,28209,116815.27,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",Bundesministerium des Innern und für Heimat,282090601,Bundesministerium des Innern und für Heimat nulleinszweiachtzweinullneun ,"Bundesministerium des Innern und für Heimat nulleinszweiachtzweinullneun  Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen","Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",282090611.0
3841,3294,12,11,51801,116530.95,Mieten und Pachten,Bundesministerium für Digitales und Verkehr,518011211,Bundesministerium für Digitales und Verkehr einseinsfünfeinsachtnulleins ,Bundesministerium für Digitales und Verkehr einseinsfünfeinsachtnulleins  Mieten und Pachten,Mieten und Pachten,518011219.0
3842,2276,10,4,11909,116335.88,Vermischte Einnahmen,Bundesministerium für Ernährung und Landwirtschaft,119091004,Bundesministerium für Ernährung und Landwirtschaft nullviereinseinsneunnullneun ,Bundesministerium für Ernährung und Landwirtschaft nullviereinseinsneunnullneun  Vermischte Einnahmen,Vermischte Einnahmen,119091012.0
3843,3538,12,21,52711,116155.85,Dienstreisen,Bundesministerium für Digitales und Verkehr,527111221,Bundesministerium für Digitales und Verkehr zweieinsfünfzweisiebeneinseins ,Bundesministerium für Digitales und Verkehr zweieinsfünfzweisiebeneinseins  Dienstreisen,,
3844,2628,11,2,53201,116082.49,Kosten der internationalen Zusammenarbeit auf dem Gebiet der Arbeits- und Sozialpolitik,Bundesministerium für Arbeit und Soziales,532011102,Bundesministerium für Arbeit und Soziales nullzweifünfdreizweinulleins ,Bundesministerium für Arbeit und Soziales nullzweifünfdreizweinulleins  Kosten der internationalen Zusammenarbeit auf dem Gebiet der Arbeits- und Sozialpolitik,Kosten der internationalen Zusammenarbeit auf dem Gebiet der Arbeits- und Sozialpolitik,532341106.0
3846,4862,23,1,52602,115881.28,Sachverständige,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,526022301,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleinsfünfzweisechsnullzwei ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleinsfünfzweisechsnullzwei  Sachverständige,,
3847,113,2,1,53205,115792.56,Ausgaben für das zeitgeschichtliche Archiv des Deutschen Bundestages,Deutscher Bundestag,532050201,Deutscher Bundestag nulleinsfünfdreizweinullfünf ,Deutscher Bundestag nulleinsfünfdreizweinullfünf  Ausgaben für das zeitgeschichtliche Archiv des Deutschen Bundestages,Ausgaben für das zeitgeschichtliche Archiv des Deutschen Bundestages,532050212.0
3849,4252,15,10,51401,115159.99,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium für Gesundheit,514011510,Bundesministerium für Gesundheit einsnullfünfeinsviernulleins ,"Bundesministerium für Gesundheit einsnullfünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",514011515.0
3851,4656,17,4,13201,115074.0,Erlöse aus der Veräußerung von beweglichen Sachen,"Bundesministerium für Familie, Senioren, Frauen und Jugend",132011704,"Bundesministerium für Familie, Senioren, Frauen und Jugend nullviereinsdreizweinulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend nullviereinsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen",Erlöse aus der Veräußerung von beweglichen Sachen,132011712.0
3852,582,5,2,52511,114980.9,Aus- und Fortbildung,Auswärtiges Amt,525110502,Auswärtiges Amt nullzweifünfzweifünfeinseins ,Auswärtiges Amt nullzweifünfzweifünfeinseins  Aus- und Fortbildung,Aus- und Fortbildung,525110501.0
3854,4952,30,1,51401,114877.55,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium für Bildung und Forschung,514013001,Bundesministerium für Bildung und Forschung nulleinsfünfeinsviernulleins ,"Bundesministerium für Bildung und Forschung nulleinsfünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",514013012.0
3855,4694,17,6,54201,114743.05,Öffentlichkeitsarbeit,"Bundesministerium für Familie, Senioren, Frauen und Jugend",542011706,"Bundesministerium für Familie, Senioren, Frauen und Jugend nullsechsfünfvierzweinulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend nullsechsfünfvierzweinulleins  Öffentlichkeitsarbeit",Öffentlichkeitsarbeit,542011715.0
3856,132,2,1,54791,114595.33,Nicht aufteilbare sächliche Verwaltungsausgaben,Deutscher Bundestag,547910201,Deutscher Bundestag nulleinsfünfviersiebenneuneins ,Deutscher Bundestag nulleinsfünfviersiebenneuneins  Nicht aufteilbare sächliche Verwaltungsausgaben,,
3857,4507,16,7,52731,114488.35,Dienstreisen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",527311607,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsiebenfünfzweisiebendreieins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsiebenfünfzweisiebendreieins  Dienstreisen",,
3858,559,5,1,52555,114435.46,Aus- und Fortbildung,Auswärtiges Amt,525550501,Auswärtiges Amt nulleinsfünfzweifünffünffünf ,Auswärtiges Amt nulleinsfünfzweifünffünffünf  Aus- und Fortbildung,Aus- und Fortbildung,525010513.0
3859,66,2,1,11999,114120.97,Vermischte Einnahmen,Deutscher Bundestag,119990201,Deutscher Bundestag nulleinseinseinsneunneunneun ,Deutscher Bundestag nulleinseinseinsneunneunneun  Vermischte Einnahmen,Vermischte Einnahmen,119990212.0
3860,2766,11,6,81255,113951.17,"Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software",Bundesministerium für Arbeit und Soziales,812551106,Bundesministerium für Arbeit und Soziales nullsechsachteinszweifünffünf ,"Bundesministerium für Arbeit und Soziales nullsechsachteinszweifünffünf  Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software",,
3861,2137,9,15,42799,113776.24,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Wirtschaft und Klimaschutz,427990915,Bundesministerium für Wirtschaft und Klimaschutz einsfünfvierzweisiebenneunneun ,"Bundesministerium für Wirtschaft und Klimaschutz einsfünfvierzweisiebenneunneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427190916.0
3862,3602,12,25,68601,113750.14,Förderung von Wettbewerben sowie andere Maßnahmen im Aufgabenbereich des Bauwesens,Bundesministerium für Digitales und Verkehr,686011225,Bundesministerium für Digitales und Verkehr zweifünfsechsachtsechsnulleins ,Bundesministerium für Digitales und Verkehr zweifünfsechsachtsechsnulleins  Förderung von Wettbewerben sowie andere Maßnahmen im Aufgabenbereich des Bauwesens,,
3863,4578,17,1,44302,113582.54,"Inanspruchnahme überbetrieblicher betriebsärztlich und sicherheitstechnischer Dienste, von Betriebsärztinnen und Betriebsärzten sowie Fachkräften für Arbeitssicherheit","Bundesministerium für Familie, Senioren, Frauen und Jugend",443021701,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinsviervierdreinullzwei ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinsviervierdreinullzwei  Inanspruchnahme überbetrieblicher betriebsärztlich und sicherheitstechnischer Dienste, von Betriebsärztinnen und Betriebsärzten sowie Fachkräften für Arbeitssicherheit",,
3864,2171,9,16,26601,113450.78,Erstattungen durch die internationale Organisation für das Verbot chemischer Waffen,Bundesministerium für Wirtschaft und Klimaschutz,266010916,Bundesministerium für Wirtschaft und Klimaschutz einssechszweisechssechsnulleins ,Bundesministerium für Wirtschaft und Klimaschutz einssechszweisechssechsnulleins  Erstattungen durch die internationale Organisation für das Verbot chemischer Waffen,Erstattungen durch die internationale Organisation für das Verbot chemischer Waffen,266010916.0
3865,3439,12,16,52612,113429.41,Sachverständige,Bundesministerium für Digitales und Verkehr,526121216,Bundesministerium für Digitales und Verkehr einssechsfünfzweisechseinszwei ,Bundesministerium für Digitales und Verkehr einssechsfünfzweisechseinszwei  Sachverständige,,
3866,1425,7,1,44301,113407.52,Fürsorgeleistungen und Unterstützungen,Bundesministerium der Justiz,443010701,Bundesministerium der Justiz nulleinsviervierdreinulleins ,Bundesministerium der Justiz nulleinsviervierdreinulleins  Fürsorgeleistungen und Unterstützungen,,
3867,2364,10,12,51401,113328.87,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium für Ernährung und Landwirtschaft,514011012,Bundesministerium für Ernährung und Landwirtschaft einszweifünfeinsviernulleins ,"Bundesministerium für Ernährung und Landwirtschaft einszweifünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",514011012.0
3868,865,6,8,81101,113270.27,Erwerb von Fahrzeugen,Bundesministerium des Innern und für Heimat,811010608,Bundesministerium des Innern und für Heimat nullachtachteinseinsnulleins ,Bundesministerium des Innern und für Heimat nullachtachteinseinsnulleins  Erwerb von Fahrzeugen,Allgemeine Hilfen,684320603.0
3869,1490,7,3,53255,113192.42,Ausgaben für Aufträge und Dienstleistungen,Bundesministerium der Justiz,532550703,Bundesministerium der Justiz nulldreifünfdreizweifünffünf ,Bundesministerium der Justiz nulldreifünfdreizweifünffünf  Ausgaben für Aufträge und Dienstleistungen,,
3871,4153,15,5,51101,112867.14,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",Bundesministerium für Gesundheit,511011505,Bundesministerium für Gesundheit nullfünffünfeinseinsnulleins ,"Bundesministerium für Gesundheit nullfünffünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",,
3872,3522,12,21,52602,112701.84,Sachverständige,Bundesministerium für Digitales und Verkehr,526021221,Bundesministerium für Digitales und Verkehr zweieinsfünfzweisechsnullzwei ,Bundesministerium für Digitales und Verkehr zweieinsfünfzweisechsnullzwei  Sachverständige,,
3873,1806,8,13,45101,112593.66,Zuschüsse an Kantineneinrichtungen Dritter,Bundesministerium der Finanzen,451010813,Bundesministerium der Finanzen einsdreivierfünfeinsnulleins ,Bundesministerium der Finanzen einsdreivierfünfeinsnulleins  Zuschüsse an Kantineneinrichtungen Dritter,,
3874,4037,15,1,51401,112378.76,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium für Gesundheit,514011501,Bundesministerium für Gesundheit nulleinsfünfeinsviernulleins ,"Bundesministerium für Gesundheit nulleinsfünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",514011512.0
3875,960,6,12,53255,112046.63,Ausgaben für Aufträge und Dienstleistungen,Bundesministerium des Innern und für Heimat,532550612,Bundesministerium des Innern und für Heimat einszweifünfdreizweifünffünf ,Bundesministerium des Innern und für Heimat einszweifünfdreizweifünffünf  Ausgaben für Aufträge und Dienstleistungen,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),532020612.0
3876,4169,15,5,42719,111989.01,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Gesundheit,427191505,Bundesministerium für Gesundheit nullfünfvierzweisiebeneinsneun ,"Bundesministerium für Gesundheit nullfünfvierzweisiebeneinsneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",,
3877,4568,17,1,54201,111835.41,Öffentlichkeitsarbeit,"Bundesministerium für Familie, Senioren, Frauen und Jugend",542011701,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinsfünfvierzweinulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinsfünfvierzweinulleins  Öffentlichkeitsarbeit",Öffentlichkeitsarbeit,542011711.0
3878,881,6,10,27201,111763.5,Zuschüsse der Europäischen Union zu den Kosten innenpolitischer Maßnahmen,Bundesministerium des Innern und für Heimat,272010610,Bundesministerium des Innern und für Heimat einsnullzweisiebenzweinulleins ,Bundesministerium des Innern und für Heimat einsnullzweisiebenzweinulleins  Zuschüsse der Europäischen Union zu den Kosten innenpolitischer Maßnahmen,Einnahmen aus Zuschüssen des Fonds für Innere Sicherheit (ISF Grenzen) der Europäischen Union,272030625.0
3879,2721,11,5,45301,111300.45,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium für Arbeit und Soziales,453011105,Bundesministerium für Arbeit und Soziales nullfünfvierfünfdreinulleins ,"Bundesministerium für Arbeit und Soziales nullfünfvierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",,
3881,4595,17,1,71101,110933.55,"Kleine Neu-, Um- und Erweiterungsbauten","Bundesministerium für Familie, Senioren, Frauen und Jugend",711011701,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinssiebeneinseinsnulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinssiebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten",Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,981031701.0
3882,4689,17,4,52555,110770.56,Aus- und Fortbildung,"Bundesministerium für Familie, Senioren, Frauen und Jugend",525551704,"Bundesministerium für Familie, Senioren, Frauen und Jugend nullvierfünfzweifünffünffünf ","Bundesministerium für Familie, Senioren, Frauen und Jugend nullvierfünfzweifünffünffünf  Aus- und Fortbildung",Aus- und Fortbildung,525011712.0
3883,1511,7,4,81101,110472.93,Erwerb von Fahrzeugen,Bundesministerium der Justiz,811010704,Bundesministerium der Justiz nullvierachteinseinsnulleins ,Bundesministerium der Justiz nullvierachteinseinsnulleins  Erwerb von Fahrzeugen,,
3884,4039,15,1,51801,110453.74,Mieten und Pachten,Bundesministerium für Gesundheit,518011501,Bundesministerium für Gesundheit nulleinsfünfeinsachtnulleins ,Bundesministerium für Gesundheit nulleinsfünfeinsachtnulleins  Mieten und Pachten,Mieten und Pachten,518011512.0
3887,3432,12,16,51111,109977.2,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",Bundesministerium für Digitales und Verkehr,511111216,Bundesministerium für Digitales und Verkehr einssechsfünfeinseinseinseins ,"Bundesministerium für Digitales und Verkehr einssechsfünfeinseinseinseins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",,
3888,33,1,3,71101,109834.78,"Kleine Neu-, Um- und Erweiterungsbauten",Bundespräsident und Bundespräsidialamt,711010103,Bundespräsident und Bundespräsidialamt nulldreisiebeneinseinsnulleins ,"Bundespräsident und Bundespräsidialamt nulldreisiebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten",Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,381030101.0
