,id,Zweckbestimmung,Ist 2012,Ist 2013,Ist 2014,Ist 2015,Ist 2016,Ist 2017,Ist 2018,Ist 2019,Ist 2020,Ist 2021,Ist 2022,Ist 2023
668,698231403,Ersatzleistungen für Übungsschäden,86756.4,184182.45,128215.59,227600.4,233198.72,695682.19,768973.65,513400.38,721513.93,210950.68,346201.84,633667.95
429,119020918,Leistungen der Länder zur Durchführung von Aufträgen,1887377.76,2660857.0,1188817.0,1220195.0,1874957.52,923001.29,1014124.14,1112339.41,2037345.6,457686.87,677790.31,629976.29
484,527011013,Dienstreisen,430784.24,383488.16,393992.62,412965.29,425302.02,449684.49,492845.0,569713.36,140772.26,87846.9,328803.32,627068.22
247,539990635,Vermischte Verwaltungsausgaben,15436.94,28416.55,198915.12,200075.83,199507.2,256090.29,337749.72,310862.43,236175.4,889041.28,394585.84,626290.24
187,527010628,Dienstreisen,306539.34,437118.77,353875.21,393261.0,363744.92,461854.04,440196.64,448495.83,177334.07,160621.04,523700.73,624338.06
22,519310504,Unterhaltung der Grundstücke und baulichen Anlagen,796434.85,959340.22,1598167.76,1153576.54,1204737.61,543144.24,712337.63,257950.93,295944.08,182746.3,667389.88,624024.54
100,427190616,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",825728.65,1105286.78,1210945.62,1186330.07,815805.26,572033.38,628851.98,529161.06,348507.24,433796.15,423939.87,621903.91
103,527210616,Dienstreisen,242588.85,236186.67,250668.8,235420.48,260229.1,363022.75,326773.78,455954.9,132512.06,92337.08,233640.56,617628.1
488,811011013,Erwerb von Fahrzeugen,364838.65,446222.82,196425.65,476949.34,848176.1,1080997.45,425192.55,578649.35,341178.02,813137.64,404700.82,606158.05
629,132011221,Erlöse aus der Veräußerung von beweglichen Sachen,87271.62,134115.21,63282.99,129817.33,650711.04,366995.68,401832.66,737409.55,465091.87,389216.84,449474.19,605930.52
245,527010635,Dienstreisen,434181.86,370794.05,456431.13,461179.73,539154.78,578641.36,594951.35,563205.59,211526.81,100401.25,362688.15,603243.98
31,542010511,Öffentlichkeitsarbeit,49037.55,57697.78,770763.47,798456.43,800585.54,642962.39,852773.35,897171.62,893184.86,780874.59,625651.33,600399.26
481,519011013,Unterhaltung der Grundstücke und baulichen Anlagen,543832.47,325532.53,350554.92,358634.36,558087.7,612590.03,731346.38,471589.28,922576.99,792990.56,523086.77,599175.8
386,517710915,"Bewirtschaftung der Grundstücke, Gebäude und Räume",478348.25,489334.55,512581.05,417597.26,409209.54,441239.07,436558.35,445353.77,499687.26,546254.35,586088.89,595252.86
868,232416067,Erstattungen der Länder im Beitrittsgebiet für Verwaltungskosten der Deutschen Rentenversicherung Bund,4779405.31,1117152.0,2699669.22,1655862.94,1476821.44,1022525.84,946820.74,875767.31,800268.3,721827.18,669100.85,591994.59
53,514010612,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",34886.86,29427.37,293579.71,348399.03,320299.84,351933.28,330620.04,424015.21,528974.09,326431.21,297507.19,588601.4
559,519011016,Unterhaltung der Grundstücke und baulichen Anlagen,293223.49,388188.3,296724.58,188362.12,250699.43,538804.87,1039045.39,888746.08,596552.66,698505.15,362207.88,581825.61
214,681010629,"Schadenersatzleistungen an Dritte bei Ausbildung, Einsatz, Sprengversuchen, Erprobungen und sonstigem Dienstbetrieb",490886.65,313723.92,323546.55,466171.0,515842.11,574383.86,504430.5,472614.0,419660.39,551227.58,706488.88,579600.0
446,519010918,Unterhaltung der Grundstücke und baulichen Anlagen,879103.94,916364.93,551125.11,340135.96,264752.44,410770.91,330786.17,941843.04,453213.57,251432.68,314180.65,575722.62
508,514011014,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",365068.0,370540.44,373435.39,379670.91,369033.87,335058.22,378556.58,378906.73,439643.91,630634.44,528054.68,570893.01
620,519011214,Unterhaltung der Grundstücke und baulichen Anlagen,1683829.67,1429275.76,1795217.29,1944643.09,290203.01,610184.47,221918.03,421791.7,445794.03,602910.76,369292.99,563078.99
885,434316067,Zuführung an die Versorgungsrücklage,4201048.26,4595131.83,3865760.82,4008524.96,3024930.98,2704564.4,2340138.85,1721719.45,1361725.24,1189632.33,686948.82,559091.46
213,539990629,Vermischte Verwaltungsausgaben,44222.59,108020.06,196941.44,148712.82,585710.85,455230.17,194090.14,288578.62,971685.01,441642.4,847934.66,551529.67
341,518010914,Mieten und Pachten,738786.25,782438.37,839825.13,725604.36,489795.97,420081.85,669058.72,555016.67,524466.19,525264.0,549071.64,547317.54
873,446116067,Beihilfen aufgrund der Beihilfevorschriften,544271.0,682987.26,615455.35,518867.38,392570.77,345069.96,344528.63,372265.24,317798.97,339128.11,541367.62,545595.37
46,132010612,Erlöse aus der Veräußerung von beweglichen Sachen,44620.1,70362.96,348819.38,542510.11,541716.26,428613.74,305564.41,312433.95,556472.29,189136.22,359619.36,536731.07
545,547211015,Nicht aufteilbare sächliche Verwaltungsausgaben,415961.21,522890.44,340180.12,383917.85,312549.68,370727.29,231613.8,247229.39,375855.53,519064.53,704012.21,532143.54
598,453011212,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",17029.9,7896.24,14260.89,23704.41,323529.29,342176.76,284038.3,411782.15,414373.08,426630.68,277717.13,528445.11
893,671316067,Beteiligung an den Versorgungslasten der sonstigen Bereiche sowie Zuschüsse und Zulagen an sonstige Bereiche,4173094.18,3187825.64,3296241.77,2500714.0,2059533.52,1581032.84,1017028.85,1058407.81,668403.78,693119.65,565066.2,515312.14
439,453010918,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",349446.72,391437.21,361576.08,474475.51,404044.38,552272.74,481969.17,426046.47,259677.65,275744.13,270706.84,515308.62
37,532180602,Fortentwicklung des Meldewesens,115135.0,115135.0,247780.6,288542.96,482601.37,248263.07,422451.72,454916.88,511321.2,535952.1,548811.79,512649.9
470,261011013,Erstattung von Verwaltungsausgaben,627393.11,440858.17,521348.01,244263.1,580966.14,361479.6,594216.65,382961.28,549698.55,517451.79,452301.57,511453.93
548,125011016,Einnahmen aus Versuchseinrichtungen,303646.29,320491.82,305207.03,357604.95,333925.87,309575.58,341982.68,326188.69,351356.19,376345.1,417051.24,502690.45
434,421010918,Bezüge der Präsidentin oder des Präsidenten und der Vizepräsidentinnen oder der Vizepräsidenten der Bundesnetzagentur,399035.92,405380.88,401772.96,430021.26,435740.0,454939.99,464761.52,476801.21,482365.0,485512.17,461419.64,501087.32
851,687246002,Zahlungen an die Europäische Bank für Wiederaufbau und Entwicklung und ihre Sonderfonds,500000.0,500000.0,1500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,11838470.6,500000.0
391,428810915,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,49749.92,229040.11,424679.08,449296.42,465627.19,467518.86,489629.99,491222.06,404864.18,499420.11,462994.48,495225.86
61,811010612,Erwerb von Fahrzeugen,96512.24,100843.95,243432.54,364760.74,632309.28,715018.4,95879.56,376139.73,795348.55,416592.84,273247.35,494472.59
118,119990623,Vermischte Einnahmen,103170.87,714266.51,387915.6,1438469.56,190797.93,285298.25,279594.71,636109.96,409344.57,516481.69,647499.27,492200.99
74,453010615,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",504895.05,425284.3,425764.11,533841.53,1090063.47,940137.59,719150.88,627227.51,760379.93,781589.19,656912.7,490938.56
325,812010913,Erwerb von Geräten und sonstigen beweglichen Sachen,358019.15,327578.82,380319.02,924349.31,672040.95,351302.45,398260.12,814242.78,451138.95,347581.99,468463.82,489030.34
570,527211016,Dienstreisen,420384.19,488441.64,492764.09,491700.72,370328.66,501562.65,521621.07,579800.76,191217.65,160592.32,342963.44,485321.29
468,125011013,Einnahmen aus Versuchseinrichtungen,378048.8,387099.66,368906.47,328860.46,329427.59,321110.94,193344.52,299040.0,317880.3,283360.57,372478.27,474702.21
420,518010917,Mieten und Pachten,1942932.76,1970568.44,2004402.39,2020295.22,2016595.02,2216464.44,1931192.39,2939057.51,109865.63,214890.53,291209.65,452575.11
379,511610915,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",93075.01,127015.19,119746.15,166407.57,127247.27,202650.37,140772.4,273983.23,484299.8,426123.21,289332.83,452192.31
421,519010917,Unterhaltung der Grundstücke und baulichen Anlagen,221190.45,409567.15,265773.34,163222.95,131162.87,92792.18,66804.68,573426.56,168626.9,37286.26,114935.91,437673.04
312,514010913,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",265377.4,254816.15,230486.29,223512.36,261575.41,263842.06,225065.75,346952.1,409512.09,825193.74,473038.27,421291.33
114,427090618,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",423444.17,422010.28,327014.38,298476.18,249362.51,355778.6,473178.45,408170.24,439606.75,281941.32,229194.19,419378.55
462,272041004,"Einnahmen aus Erstattungen der Europäischen Union für die Projekteinheit ""Nationale Vernetzungsstelle"" für den ländlichen Raum",536322.25,522617.87,320076.54,157386.95,810671.4,788830.73,343550.53,471527.05,1385411.03,1226840.47,1128027.1,417572.03
704,543011511,Veröffentlichung und Dokumentation,175090.81,203262.77,116933.83,248097.36,348615.22,368391.01,257681.74,367374.24,343376.18,421022.07,416023.53,408376.81
432,132010918,Erlöse aus der Veräußerung von beweglichen Sachen,349504.48,119333.83,409758.44,518297.81,437770.1,711446.36,452607.64,717119.73,379013.97,707583.44,422880.41,402907.93
555,514011016,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",471723.53,387111.72,325188.99,290252.79,278885.47,305537.85,300134.25,284952.53,261058.79,314015.96,389324.41,399656.13
174,132010628,Erlöse aus der Veräußerung von beweglichen Sachen,123249.29,151878.58,173369.41,240121.35,194579.86,437022.42,465283.99,327020.11,207411.33,947479.54,322781.71,399520.61
610,381011214,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,1165149.73,3083505.87,3647755.42,4203109.53,484354.25,472952.39,408570.88,229403.73,488312.89,428422.68,520368.36,397084.04
627,112011221,"Geldstrafen, Geldbußen und Gerichtskosten",176692.85,165377.55,151541.67,203582.42,530722.49,2481845.6,296143.52,163250.25,161504.66,398413.28,364928.46,395718.45
604,525011212,Aus- und Fortbildung,149360.03,82978.07,78182.25,113829.98,213164.85,250219.06,223141.39,364777.52,267937.4,284636.29,315582.37,395653.7
255,632010802,Ausgaben für die Vereinheitlichung der Software im Besteuerungsverfahren (Vorhaben KONSENS/ELSTER),8839634.08,2879803.68,626058.78,1000406.7,1704587.95,1356330.13,1189531.22,884782.09,1020839.21,1078804.36,500574.79,394403.82
764,422813003,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,722000.0,751000.0,752000.0,684000.0,703000.0,713000.0,726000.0,742000.0,740000.0,622000.0,402000.0,391000.0
525,125011015,Einnahmen aus Versuchseinrichtungen,315616.17,368870.76,369915.64,291160.26,305009.19,297530.52,325924.94,326724.08,267814.09,342236.81,527265.51,386123.05
453,811010918,Erwerb von Fahrzeugen,678429.87,506338.83,544501.92,956860.84,1196667.05,1581920.14,243116.23,1170866.9,312596.64,981057.91,611637.04,385172.33
405,527010916,Dienstreisen,395367.67,451041.55,485703.85,495334.38,650868.53,685399.42,666836.23,631664.58,181056.16,76593.49,251258.0,378289.54
415,427090917,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",821629.04,772743.31,899995.39,795817.08,298280.19,203344.8,315786.27,236090.68,149175.59,154322.51,236392.14,369435.35
622,527011214,Dienstreisen,1364651.13,1475206.43,1339274.05,1435446.68,423451.77,415471.75,429125.85,477377.41,124831.25,53032.89,213807.05,367593.59
425,427190917,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",485526.36,594650.9,622865.32,524034.51,483492.89,517527.16,455132.93,511222.0,625886.05,756016.84,636805.03,365956.38
367,539990915,Vermischte Verwaltungsausgaben,191332.77,285174.05,149881.12,29226.62,246490.42,166378.95,198380.79,12832.5,109457.7,118864.95,270022.84,363037.88
324,811010913,Erwerb von Fahrzeugen,196898.64,102730.68,114267.81,135228.14,215234.18,202298.64,10518.45,173529.39,233725.44,438694.42,293812.19,362757.87
607,111011214,"Gebühren, sonstige Entgelte",46782943.06,45339652.25,48137992.38,47848486.65,334340.17,366134.76,322930.01,353238.53,218240.33,141651.96,261716.16,358666.31
564,711011016,"Kleine Neu-, Um- und Erweiterungsbauten",1884604.33,601245.57,372865.66,176353.32,1254897.54,981387.27,149674.08,419282.89,62241.83,4629.27,115869.34,355946.12
98,525010616,Aus- und Fortbildung,80632.03,71156.08,152076.45,250952.52,231611.63,232355.83,110469.69,129898.81,162078.58,135193.3,174121.65,354034.2
388,539790915,Vermischte Verwaltungsausgaben,703079.44,688520.42,633575.82,578038.95,544318.36,491426.62,500502.19,518345.69,393416.14,556586.77,392853.08,352499.45
618,518011214,Mieten und Pachten,3211293.63,3683487.93,4241461.88,4542905.63,153628.67,187349.63,248297.55,256741.94,236291.12,409132.76,344797.05,352139.81
514,527011014,Dienstreisen,252691.81,253560.14,279789.5,262575.17,297808.66,268416.52,383491.05,416889.73,125934.21,110936.72,302754.76,351296.06
407,812010916,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke",84299.33,20967.03,135993.25,359347.38,318445.68,323331.33,291585.23,132912.4,1655940.24,597937.33,242924.1,341558.73
112,544010617,"Forschung, Untersuchungen und Ähnliches",226430.45,386653.21,76825.2,55278.52,314270.33,188212.22,190110.71,400779.05,522520.65,553593.81,795052.31,339809.28
537,525011015,Aus- und Fortbildung,102212.4,120487.04,121825.24,170890.62,160163.06,211338.24,171990.1,218751.05,242189.92,242174.74,208231.57,334549.23
562,539991016,Vermischte Verwaltungsausgaben,49429.2,238018.67,175264.55,190814.68,246421.12,260369.23,574239.39,253031.2,179414.74,399632.37,372309.04,329138.6
884,671216067,Beteiligung an den Versorgungslasten der sonstigen Bereiche sowie Zuschüsse und Zulagen an sonstige Bereiche,2380413.54,1860237.81,2221299.84,1666845.82,1431741.34,984140.09,1136267.55,861308.14,627884.39,630211.8,499158.79,324959.73
576,684021110,Zuschüsse zur Förderung der Prüfung und Neukonstruktion orthopädischer Hilfsmittel und der Einrichtungen für die Behandlung von Kriegsbeschädigten,265451.0,276451.0,422275.2,445706.08,453520.0,503997.0,503999.42,704686.95,752559.37,996289.82,1200827.39,321025.76
365,525010915,Aus- und Fortbildung,213235.21,228681.66,247048.81,226994.57,277130.92,276661.03,256553.12,297045.15,145118.45,250426.2,287944.06,315465.45
515,539991014,Vermischte Verwaltungsausgaben,81176.93,229322.0,1267207.24,1028749.94,2669095.11,2639341.17,552401.25,212681.31,216689.95,274646.84,275204.28,312172.74
303,132010913,Erlöse aus der Veräußerung von beweglichen Sachen,63109.87,40331.49,108952.11,93702.26,120126.62,135218.97,137778.62,83543.44,203432.81,83053.49,47289.34,312017.21
339,514010914,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",215528.4,300762.44,308949.28,349761.46,304008.62,288067.46,246927.19,281979.78,380966.11,308894.32,314393.38,309777.3
111,539990617,Vermischte Verwaltungsausgaben,41667.75,7364.22,49345.51,49971.45,67388.65,104728.6,117396.99,120241.11,51519.74,60794.18,165690.23,300794.39
228,514010633,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",115795.98,123754.08,92899.76,204119.4,626498.48,244969.86,196622.53,187083.47,173857.11,192189.99,235554.06,296765.16
173,119990628,Vermischte Einnahmen,34693.19,160605.63,34955.73,811244.46,173356.52,24663.3,36997.37,46242.65,42109.96,185214.95,458506.17,295776.2
874,434216067,Zuführung an die Versorgungsrücklage,3168080.7,2817322.56,2312150.74,2566471.36,2222590.96,2441846.89,1847257.07,1237487.97,1066056.47,552137.37,785633.24,290335.04
395,132010916,Erlöse aus der Veräußerung von beweglichen Sachen,142898.0,141323.0,117263.0,21661.0,131391.0,147014.0,24400.0,208349.01,209513.0,62155.0,73200.0,287767.25
390,422810915,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,9499.73,101150.17,183918.6,194884.88,200915.73,216938.87,222266.7,189952.13,199175.92,270640.68,273411.47,287304.71
600,514011212,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",36190.44,36094.36,36306.58,36665.47,197115.77,231950.51,264010.86,200175.19,177206.95,386286.94,317411.57,281448.86
433,382010918,Einnahmen von Gebühren für die Energieregulierung im Auftrag der Länder und von Ausgleichsabgaben nach dem Postgesetz und von Abgaben zugunsten eines Vermittlungsdienstes für Hörgeschädigte,2197340.4,1382354.42,641115.69,1064781.37,1567070.94,501417.95,708739.62,1899787.55,564687.62,297134.41,242741.53,279757.46
454,982010918,Erstattungen von Gebühren für die Energieregulierung an die Länder und Ausgleichsleistungen nach dem Postgesetz und Leistungen an einen Vermittlungsdienst für Hörgeschädigte,2196850.08,1381809.81,640764.0,1064736.28,1566172.75,501392.95,708303.83,1897759.62,559509.65,296965.31,242101.29,279709.41
838,529036002,"Außergewöhnlicher Aufwand von Beauftragten, Delegationen und Dienststellen der Bundesrepublik Deutschland im dienstlichen Verkehr mit dem Ausland",495358.43,422775.58,447355.11,612501.23,526972.86,401576.76,354701.41,408343.15,122188.16,48934.79,170540.41,278951.29
580,132011203,Erlöse aus der Veräußerung von beweglichen Sachen,5990994.48,5838061.21,6250814.51,5205836.18,1942289.16,1180293.87,792154.68,973365.12,497456.99,1049797.98,206728.0,276647.1
424,539990917,Vermischte Verwaltungsausgaben,82356.47,65440.7,65736.04,44533.45,119017.17,87574.78,143471.71,201785.36,271101.31,306325.23,343120.32,272932.69
705,545011511,"Konferenzen, Tagungen, Messen und Ausstellungen",85610.83,26855.55,50133.35,82661.72,277940.86,1050608.19,238719.26,264377.43,60082.26,17180.48,100849.49,272435.62
381,547610915,Nicht aufteilbare sächliche Verwaltungsausgaben,267280.65,279992.42,466116.69,583703.55,424559.05,581114.72,602316.22,357002.66,188234.96,1090790.88,289379.92,266531.3
863,232316067,Beteiligung der Länder an den Versorgungslasten des Bundes,2139222.87,2126257.18,1514130.78,1177177.5,1047389.68,842727.51,472838.92,784548.47,430937.01,541719.52,324725.34,266462.21
557,518011016,Mieten und Pachten,125783.26,173319.89,181633.95,180167.79,187397.29,280600.31,257334.09,221947.14,229205.19,238183.99,261372.98,266322.11
459,119021004,"Einnahmen aus dem Verfall von Kautionsbeträgen, die nach dem EU-Marktordnungsrecht erhoben werden",1127486.89,1011109.4,804926.58,411910.4,699578.58,2057434.97,1471087.69,1368740.89,326603.06,782459.42,372518.02,265053.45
602,518011212,Mieten und Pachten,129168.53,49142.36,43654.82,45982.78,111709.54,141806.91,165485.05,168757.42,248454.49,249496.58,239909.9,262805.76
524,124011015,"Einnahmen aus Vermietung, Verpachtung und Nutzung",260637.76,262594.36,263121.08,261668.24,292367.9,245502.68,298274.62,262872.13,288878.59,296243.26,263131.89,262450.15
1,421010101,Bezüge des Bundespräsidenten,198840.92,213647.7,220144.44,225194.28,230140.4,246499.43,242267.6,249077.04,254256.4,254916.72,258353.1,259498.56
55,518010612,Mieten und Pachten,29609.6,29609.6,9678291.27,9181297.5,4630119.86,172588.58,24056651.44,186983.98,193969.98,254725.75,248612.61,245346.11
304,261010913,Erstattung von Verwaltungsausgaben und -kosten,130240.83,102039.13,91341.17,132743.79,93314.82,49463.46,521225.0,180115.73,129115.45,255027.89,199960.33,244244.19
404,525010916,Aus- und Fortbildung,200492.61,265874.34,253197.45,235453.58,233344.81,230126.9,203530.63,214505.21,133656.33,183627.63,202395.57,237138.34
493,527211013,Dienstreisen,187186.4,188791.63,202493.05,153156.07,165228.93,154627.13,245049.26,243239.47,58915.69,24484.93,165971.45,231114.76
66,124010615,"Einnahmen aus Vermietung, Verpachtung und Nutzung",230273.98,201050.02,226081.98,242978.22,319050.23,270844.64,354705.96,299401.27,219485.82,170980.66,258434.65,229096.61
368,687010915,Mitgliedsbeiträge im Ausland,175248.56,178296.49,192001.76,210318.54,72082.41,351404.33,214950.13,220986.39,216743.07,224484.98,225116.33,219951.27
28,681410504,"Stipendien für Deutsche Kulturakademie Tarabya, Istanbul",56868.64,135418.35,158750.0,176315.68,201708.09,187500.0,197500.0,204816.63,232500.0,217500.0,218892.13,217090.13
483,525011013,Aus- und Fortbildung,142848.03,163925.01,169427.7,169107.57,172564.62,215598.49,206924.58,217462.67,178189.32,195210.05,246275.86,213482.81
871,432116067,Versorgungsbezüge,1193553.17,891643.75,677892.56,466530.21,350570.44,348707.03,288682.22,190446.52,137659.96,232261.13,216379.5,212518.03
864,233316067,Beteiligung der Gemeinden und Gemeindeverbände an den Versorgungslasten des Bundes,1305521.97,1144443.14,890378.52,832358.82,691695.68,607092.47,510127.72,436683.38,306063.47,359453.7,242027.2,211313.71
219,119990633,Vermischte Einnahmen,921420.93,984767.06,1665553.76,1121079.43,6285617.43,10043361.43,9189735.48,4971975.75,8122816.95,1550007.05,311041.52,210719.84
123,453010623,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",84952.1,21299.3,30509.29,11579.24,67085.47,108093.97,170093.56,195188.61,158441.57,282822.38,162038.31,208845.92
521,527211014,Dienstreisen,315435.57,311889.16,201491.92,210283.61,183361.64,159728.27,287822.8,251131.05,39935.76,62072.55,261220.74,207290.5
182,514010628,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",79915.78,152971.76,101161.51,97807.25,81261.09,81851.73,89986.6,101671.44,89123.79,129939.02,119315.36,203444.37
430,119990918,Vermischte Einnahmen,417013.33,475748.52,380046.35,670894.84,306872.3,379716.72,332802.18,307328.25,320801.6,507846.96,204588.7,202973.63
380,527610915,Dienstreisen,163013.93,175743.44,132251.44,149909.39,147458.9,255110.25,228120.96,245227.34,48928.93,16361.08,135764.3,202460.84
220,132010633,Erlöse aus der Veräußerung von beweglichen Sachen,129915.5,138137.58,10464.0,9480.0,1310.0,24609.19,293313.97,175105.59,65354.9,15970.09,71869.0,201459.24
301,124010913,"Einnahmen aus Vermietung, Verpachtung und Nutzung",143920.17,139095.79,152586.17,142393.21,185011.26,136630.78,163440.34,163155.45,190958.36,196421.98,143332.2,197573.26
541,811011015,Erwerb von Fahrzeugen,203141.81,97979.79,74003.81,107956.77,107010.36,181296.04,84257.69,196382.26,46088.86,223135.64,62617.8,195701.68
76,514010615,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",200138.32,222087.16,228488.31,181535.84,108478.69,130165.93,150150.17,172428.6,223450.03,139377.43,431473.8,191176.97
423,527010917,Dienstreisen,179177.21,164248.69,143673.17,215598.26,223588.18,191954.94,184688.84,215037.99,41812.92,35858.27,196413.05,182013.27
538,527011015,Dienstreisen,251212.58,242308.96,244154.74,248569.8,291530.37,259609.7,345401.49,346087.93,81364.08,10360.59,151101.85,180675.98
146,232010625,Entgelte für die Teilnahme von bundespolizeifremden Angehörigen öffentlicher Verwaltungen an Aus- und Fortbildungslehrgängen der Bundespolizeiakademie,234429.6,257686.0,331525.6,303774.8,356711.2,228408.8,311767.2,273773.5,133517.6,89421.6,144086.4,180464.0
889,633316067,Beteiligung an den Versorgungslasten der Gemeinden und Gemeindeverbände sowie Zuschüsse und Zulagen an die Gemeinden und Gemeindeverbände,1914429.54,1444349.82,1352646.4,1062003.45,816435.94,599269.14,582852.18,383761.24,306336.63,270866.41,227233.54,178511.97
200,453010629,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",178902.89,155855.49,144617.77,141759.45,168466.55,147383.97,128438.09,139441.42,140323.7,164384.84,179071.21,178308.81
350,812010914,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke",80121.47,221819.48,201842.03,200947.13,126356.7,183145.86,130762.04,68415.02,188633.27,142322.21,179905.27,178021.22
309,429010913,Nicht aufteilbare Personalausgaben für Gastwissenschaftler aus dem Ausland,153535.03,165838.48,165348.71,175076.95,122621.46,139192.96,165147.34,131568.88,30821.21,34954.61,110702.62,173093.63
896,439436067,Sonstige Versorgungsleistungen an Angehörige der ehemaligen Zollverwaltung der DDR,211378.46,200771.0,196541.08,196195.82,195217.75,185000.0,185941.15,190000.0,185000.0,180251.8,170659.5,172985.38
495,812211013,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",346302.01,93581.4,303425.5,218686.1,112143.46,47979.47,341450.93,134667.21,127155.13,18627.5,54431.31,170603.34
526,132011015,Erlöse aus der Veräußerung von beweglichen Sachen,32453.67,68337.13,39099.92,74143.63,77634.31,150359.25,86412.85,95669.74,61018.88,153172.66,130154.22,170232.16
496,111011014,"Gebühren, sonstige Entgelte",227570.0,203905.25,209645.0,155405.0,116235.0,165980.0,137945.0,177485.0,144795.0,140115.0,129572.5,170215.0
635,514011221,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",357994.09,293555.16,286106.22,298188.53,126816.43,129486.44,141360.91,150826.77,144885.58,180313.55,212624.57,169094.99
513,525011014,Aus- und Fortbildung,95521.2,96655.02,122501.45,108318.34,119410.0,115977.56,109110.92,113306.24,137193.06,131087.54,123160.7,167438.3
294,182010910,Rückflüsse aus rückzahlbaren Zuwendungen und dergleichen,6043995.66,8536682.48,9699044.99,11001119.66,12174716.3,12463058.65,11847525.96,10079374.17,8147529.01,1989707.98,1229263.7,166530.6
633,453011221,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",141482.04,173985.96,208984.82,214227.47,338454.34,362845.09,235979.15,256481.33,232956.4,109464.34,102404.61,164267.29
89,272010616,Zuschuss der Europäischen Union im Zusammenhang mit Vermessungsprojekten,4665.11,184696.8,2310.68,136613.31,91486.34,25637.43,82039.29,242828.79,58069.02,37500.0,87000.0,161636.53
387,527710915,Dienstreisen,159144.81,205040.16,195814.14,213978.55,190785.82,242932.25,233288.53,284729.94,99138.33,82665.96,155143.7,159436.01
394,119990916,Vermischte Einnahmen,27825.44,47686.93,58692.69,56627.44,32775.71,282756.74,37494.31,117986.35,1227232.24,205722.7,125915.47,159212.11
125,514010623,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",61001.16,69326.49,56155.69,68600.29,74812.53,131519.64,136730.21,94781.38,117072.63,119843.74,175894.06,158384.31
133,811010623,Erwerb von Fahrzeugen,212372.33,306907.61,80342.41,255731.86,184602.73,84734.52,148552.79,127552.56,140445.25,264135.2,233814.24,157734.59
80,519010615,Unterhaltung der Grundstücke und baulichen Anlagen,267360.79,238475.69,145115.58,171343.72,133364.54,370481.47,161885.76,277893.03,321821.59,367278.23,294960.91,151136.14
90,381010616,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,278726.3,4203.12,150000.0,123593.86,126465.18,107153.43,575566.3,544629.0,144118.34,291147.15,323631.91,149638.0
422,525010917,Aus- und Fortbildung,89127.69,175539.12,81591.97,145253.88,144574.92,51723.77,85348.3,98700.45,77388.54,124975.5,127830.27,148096.93
536,523011015,Wissenschaftliche Sammlungen und Bibliotheken,188613.32,116725.37,155191.35,192624.77,100522.69,133932.54,117180.09,149650.67,134688.95,119886.14,138993.07,133347.78
193,124010629,"Einnahmen aus Vermietung, Verpachtung und Nutzung",100503.76,105171.35,105306.92,127241.71,96550.32,92322.95,101324.09,102812.44,108787.95,101925.58,105791.36,133126.84
